confidence_per_choice;id
[0.07759805612291991, 0.020885233473966185, 0.4465460080340132, 0.06848004417506243];('clinical_knowledge', 101)
[0.31101492096823286, 0.12965030810496922, 0.1144159953217738, 0.3524260765758543];('clinical_knowledge', 102)
[0.09373004298569426, 0.5393791883371123, 0.03042968972090982, 0.08271647261399616];('clinical_knowledge', 103)
[0.06927563660445099, 0.01751562395818589, 0.011308936798067801, 0.6996591863502609];('clinical_knowledge', 104)
[0.05394794547142862, 0.016453197698897103, 0.008806762104017027, 0.6996076225685094];('clinical_knowledge', 105)
[0.08112119418840907, 0.029842819585191985, 0.01700393009523837, 0.6792195037809676];('clinical_knowledge', 106)
[0.35755904109111103, 0.09623571036478076, 0.1797919768496199, 0.16889893164159095];('clinical_knowledge', 107)
[0.0347875417948156, 0.017492278704900922, 0.00996679997145902, 0.6563927984598018];('clinical_knowledge', 108)
[0.19935611044376567, 0.2559783127818036, 0.3724462474259769, 0.10024254759258787];('clinical_knowledge', 109)
[0.12636410967936074, 0.3031317046178498, 0.3892288133332, 0.12636410967936074];('clinical_knowledge', 110)
[0.12804757517150356, 0.14509691172454742, 0.2885596650672816, 0.2710767187652857];('clinical_knowledge', 111)
[0.16737978430174477, 0.019990664467000655, 0.01070023161965059, 0.5155660317745];('clinical_knowledge', 112)
[0.39726058908231815, 0.11381705080753843, 0.053763367933105856, 0.30938685786071696];('clinical_knowledge', 113)
[0.4546414130227817, 0.047918858098684174, 0.037319244211142764, 0.08410021506231538];('clinical_knowledge', 114)
[0.5765361503707482, 0.08305789752540214, 0.050377161380426465, 0.06468555563304769];('clinical_knowledge', 115)
[0.10722449863150603, 0.027110598894356575, 0.019834537861214818, 0.7442854978778365];('clinical_knowledge', 116)
[0.2165573575703929, 0.06204472173928497, 0.38006999890293464, 0.09609674490012843];('clinical_knowledge', 117)
[0.0800408230139878, 0.3587180816826525, 0.042842765266302776, 0.20439140186319973];('clinical_knowledge', 118)
[0.04034300884844421, 0.013942170789153377, 0.012303922536733278, 0.8625716014793468];('clinical_knowledge', 119)
[0.06487769306900038, 0.5103026146920848, 0.01746159420349413, 0.06487769306900038];('clinical_knowledge', 120)
[0.5272979002739712, 0.0916306355037475, 0.03588307243923839, 0.11765606493406196];('clinical_knowledge', 121)
[0.08911585007634502, 0.047700277215548606, 0.545900829738992, 0.1772280513077341];('clinical_knowledge', 122)
[0.15032448437355317, 0.0755879066960019, 0.05886792092557457, 0.40862431424510526];('clinical_knowledge', 123)
[0.3218411583695292, 0.04935594605477943, 0.2211979776210448, 0.17226915818508076];('clinical_knowledge', 124)
[0.06529443572130754, 0.02119799966169366, 0.08924691209141679, 0.5819629361084362];('clinical_knowledge', 125)
[0.4792270706871779, 0.04744990847718465, 0.02105576925034412, 0.053767790389084275];('clinical_knowledge', 126)
[0.12724198887883684, 0.08745205476846468, 0.3681868590568541, 0.23771930300017183];('clinical_knowledge', 127)
[0.19459150939584846, 0.20714158350434328, 0.05575140087017534, 0.2347221649137594];('clinical_knowledge', 128)
[0.13529856900202714, 0.13529856900202714, 0.12710124310047471, 0.36777964153472265];('clinical_knowledge', 129)
[0.4088397259342665, 0.04587054597101423, 0.06269760261553907, 0.14129122856898715];('clinical_knowledge', 130)
[0.16064122608646125, 0.5267223022644036, 0.07128411196399378, 0.1509084662119946];('clinical_knowledge', 131)
[0.04665524073186732, 0.01827045478455982, 0.11913833089628445, 0.6050343316186934];('clinical_knowledge', 132)
[0.11397886974844759, 0.2734210946738448, 0.03700352129054948, 0.06913167906182624];('clinical_knowledge', 133)
[0.12365565585597892, 0.16901724206468172, 0.3578095042587597, 0.16901724206468172];('clinical_knowledge', 134)
[0.06560749714583786, 0.02911315037961767, 0.5160429995077309, 0.21511872701574822];('clinical_knowledge', 135)
[0.35520958170420824, 0.35520958170420824, 0.057986370193859674, 0.10833280170084665];('clinical_knowledge', 136)
[0.17659797685177958, 0.15584716757440156, 0.20011172428432525, 0.3979696841869583];('clinical_knowledge', 137)
[0.19978431771070193, 0.05051338011643641, 0.4792576638782762, 0.07349653439276074];('clinical_knowledge', 138)
[0.2085093167700392, 0.4414142270660704, 0.11160700805844118, 0.11160700805844118];('clinical_knowledge', 139)
[0.2998023647998632, 0.11029112642445058, 0.06689494967067147, 0.4942905653137466];('clinical_knowledge', 140)
[0.09328628009626419, 0.14448461705996424, 0.1974870565135259, 0.39274988563624647];('clinical_knowledge', 141)
[0.0489489991540212, 0.08070325608471733, 0.029689068749161614, 0.6757201304314783];('clinical_knowledge', 142)
[0.10088188681346553, 0.028903144488364636, 0.257610922676363, 0.257610922676363];('clinical_knowledge', 143)
[0.08405583374381627, 0.032916737449088, 0.029048918842010513, 0.703790942139853];('clinical_knowledge', 144)
[0.05297966398532502, 0.015178927867836674, 0.010432314387105656, 0.5350757152639255];('clinical_knowledge', 145)
[0.0953272520555219, 0.2936285729392189, 0.0309482275863165, 0.1895808554353315];('clinical_knowledge', 146)
[0.24128090077631034, 0.07833243976347432, 0.032653819046147003, 0.5437348709804289];('clinical_knowledge', 147)
[0.12416718845533105, 0.2978616007068503, 0.10293821475206269, 0.23197484787739717];('clinical_knowledge', 148)
[0.0997170849659237, 0.17500893434795015, 0.21110107052942795, 0.10614828440566716];('clinical_knowledge', 149)
[0.042267983273465294, 0.02125367672704589, 0.009431261876959465, 0.8489750628035769];('clinical_knowledge', 150)
[0.6344328901136309, 0.04055793774415455, 0.031586553674908854, 0.06686873465451917];('clinical_knowledge', 151)
[0.6776917352140135, 0.04069854724202736, 0.024684916708052628, 0.07603489635828194];('clinical_knowledge', 152)
[0.17815754308539025, 0.03975231638144824, 0.24351248939541673, 0.2592176956387151];('clinical_knowledge', 153)
[0.11707264471487935, 0.5246831609806918, 0.075587780545178, 0.1246231815898483];('clinical_knowledge', 154)
[0.1779386498211626, 0.18941470676195293, 0.029047686075421138, 0.4009909134608176];('clinical_knowledge', 155)
[0.10898873260362171, 0.31536935462226034, 0.14896993488307572, 0.31536935462226034];('clinical_knowledge', 156)
[0.05487632596670745, 0.011502702807637356, 0.008958313954025621, 0.6685305694462966];('clinical_knowledge', 157)
[0.31996813144798697, 0.0670689558817143, 0.31996813144798697, 0.15114224323906947];('clinical_knowledge', 158)
[0.479946799012747, 0.04464200369759278, 0.028823043904139287, 0.06101838442389072];('clinical_knowledge', 159)
[0.0822565769114511, 0.23801732570630202, 0.18536807964462965, 0.17413719544681386];('clinical_knowledge', 160)
[0.3428033349056293, 0.22133046803638673, 0.09821479983013304, 0.23560505681443009];('clinical_knowledge', 161)
[0.5417815897528271, 0.05364363859278956, 0.03463493620966498, 0.19931029659542587];('clinical_knowledge', 162)
[0.06788164759067039, 0.015146442898045561, 0.018270097594750137, 0.5015812722387297];('clinical_knowledge', 163)
[0.29940492235687144, 0.17059578239884088, 0.07570141955066288, 0.33927022460928213];('clinical_knowledge', 164)
[0.09689339969292508, 0.020309959915419784, 0.011572263571736735, 0.7159507446101381];('clinical_knowledge', 165)
[0.15250745460820486, 0.0816313580133828, 0.6031787197450298, 0.0720394206005845];('clinical_knowledge', 166)
[0.08136032747704357, 0.017054047035528534, 0.011721063687515723, 0.7251566620987405];('clinical_knowledge', 167)
[0.2082875182432907, 0.028188653636456052, 0.6026999180103877, 0.07662470494870448];('clinical_knowledge', 168)
[0.7129428250077448, 0.035495331055351985, 0.02764379162128688, 0.04022147947646698];('clinical_knowledge', 169)
[0.2229993305142915, 0.15326504904003704, 0.11936294020985812, 0.20948848408378518];('clinical_knowledge', 170)
[0.08902169121416882, 0.030765073262379643, 0.5453239066958394, 0.1378794761516413];('clinical_knowledge', 171)
[0.17336932426177928, 0.23696777023666268, 0.2091233232462329, 0.10515379808312014];('clinical_knowledge', 172)
[0.7898308676864925, 0.0504922003434127, 0.02876958853854937, 0.04743303257279696];('clinical_knowledge', 173)
[0.569084660588601, 0.07235100404922176, 0.04122435945928403, 0.056347018609536295];('clinical_knowledge', 174)
[0.18099148619714078, 0.05519928457353347, 0.07544847648075499, 0.5574930585243231];('clinical_knowledge', 175)
[0.17310207578034326, 0.0870411899146754, 0.34425458416684196, 0.10499171622067786];('clinical_knowledge', 176)
[0.11978218313802035, 0.03888758130132802, 0.5368265329882521, 0.1742820480900447];('clinical_knowledge', 177)
[0.04331772837682004, 0.011658805648187463, 0.005507229833111783, 0.7678250845744383];('clinical_knowledge', 178)
[0.08569840194659863, 0.2055797546551393, 0.1704316027174932, 0.3389437143252419];('clinical_knowledge', 179)
[0.4673084293906375, 0.07628600402992905, 0.04083295549306527, 0.09795316811197238];('clinical_knowledge', 180)
[0.15162641017584705, 0.19469216450690843, 0.033832425185268265, 0.41216334006233146];('clinical_knowledge', 181)
[0.07185536262791703, 0.7725179511030341, 0.01816788084324603, 0.049385420357804875];('clinical_knowledge', 182)
[0.14230276467686848, 0.08108167122460594, 0.19450481789427015, 0.34136658644655365];('clinical_knowledge', 183)
[0.11352219264015663, 0.047323090502308394, 0.3722248951540224, 0.1651737959698094];('clinical_knowledge', 184)
[0.06408333126654206, 0.038868505189678985, 0.06408333126654206, 0.6889607805195542];('clinical_knowledge', 185)
[0.23210095470775027, 0.11670770321690153, 0.31724439107721397, 0.12423470338742172];('clinical_knowledge', 186)
[0.17154884551038332, 0.06717949315177504, 0.08626017668707922, 0.5624870429909994];('clinical_knowledge', 187)
[0.061327537143845465, 0.2425551435464949, 0.02896907730873482, 0.5818595412783296];('clinical_knowledge', 188)
[0.07419960188212478, 0.7493894099489715, 0.0256426962553554, 0.05428558839858115];('clinical_knowledge', 189)
[0.2672504006073371, 0.0596316317958912, 0.38884703843695045, 0.15227468816851933];('clinical_knowledge', 190)
[0.452492159414029, 0.10747629552611919, 0.06123814725648765, 0.1563771059070746];('clinical_knowledge', 191)
[0.5278018914658291, 0.11063328661112563, 0.06710248031442288, 0.1824034528832265];('clinical_knowledge', 192)
[0.06413979548558839, 0.015234536760352123, 0.608541472437221, 0.0726799100345171];('clinical_knowledge', 193)
[0.08296206892210312, 0.07793565126345556, 0.1284941659839265, 0.5082042546227857];('clinical_knowledge', 194)
[0.05726913493070909, 0.016407881869681624, 0.7426774640870778, 0.0347354861906948];('clinical_knowledge', 195)
[0.6826352305970942, 0.04099542962362736, 0.09834292328968655, 0.059647998140962485];('clinical_knowledge', 196)
[0.20301439954046463, 0.17915957877453156, 0.05816459930003429, 0.4297814615828037];('clinical_knowledge', 197)
[0.16943085048380438, 0.19199030612751966, 0.03780512829581319, 0.27934424710546135];('clinical_knowledge', 198)
[0.14272538276796606, 0.09215043306799414, 0.2838433165711289, 0.3021496376908345];('clinical_knowledge', 199)
[0.29296890866476255, 0.034990146371694064, 0.01872887573100153, 0.4830241001598762];('clinical_knowledge', 200)
[0.05044586220822039, 0.01743362348493324, 0.6145564300093331, 0.06477376924208259];('clinical_knowledge', 201)
[0.14113593520426926, 0.2636766403937921, 0.24770128034469974, 0.19290995110024173];('clinical_knowledge', 202)
[0.10673608338210841, 0.06473870706889287, 0.022373098496798985, 0.6538377795359744];('clinical_knowledge', 203)
[0.5480954749791349, 0.04226458730165823, 0.027288068511398634, 0.18941673897219066];('clinical_knowledge', 204)
[0.19739773372282046, 0.026714875018981902, 0.12744954070517434, 0.5711892816890506];('clinical_knowledge', 205)
[0.053600631492537916, 0.019718570359911262, 0.01852388257610726, 0.8384548972219865];('clinical_knowledge', 206)
[0.20669280226059825, 0.24931911042432287, 0.07603803258978832, 0.20669280226059825];('clinical_knowledge', 207)
[0.1348018114980493, 0.6845800653559782, 0.02342504236827958, 0.056193755397398404];('clinical_knowledge', 208)
[0.6567080967103893, 0.04757178063912415, 0.037048940013850985, 0.07843260662480453];('clinical_knowledge', 209)
[0.4947443411761132, 0.09742093701878377, 0.0460183921843624, 0.16061997107440634];('clinical_knowledge', 210)
[0.22714747567586066, 0.06927606603735198, 0.330497626960574, 0.21338530583500975];('clinical_knowledge', 211)
[0.33018471559903195, 0.1881335799369929, 0.08886801060966346, 0.11410878435328375];('clinical_knowledge', 212)
[0.43536448673810496, 0.04588708477413678, 0.21891501185903012, 0.1814869192379436];('clinical_knowledge', 213)
[0.5274859444909776, 0.02317611216757242, 0.016956005880016414, 0.15112725337299304];('clinical_knowledge', 214)
[0.2251660372004952, 0.3077654827093873, 0.09386316903040458, 0.23968799893641973];('clinical_knowledge', 215)
[0.213028538077455, 0.27353405737128456, 0.034775957011388615, 0.17660686106961238];('clinical_knowledge', 216)
[0.07152849971456204, 0.04338422812012823, 0.4116180958680939, 0.08105240880174691];('clinical_knowledge', 217)
[0.6075628463729119, 0.06403665669718608, 0.07256303847598784, 0.12735209860047178];('clinical_knowledge', 218)
[0.12847878793518308, 0.3717657439992771, 0.03680978903821307, 0.2118257357541013];('clinical_knowledge', 219)
[0.137648802046273, 0.3101963638295009, 0.047570147419686654, 0.2737473302725387];('clinical_knowledge', 220)
[0.4548713768721187, 0.27589343629864005, 0.035075910053590904, 0.05432663224316719];('clinical_knowledge', 221)
[0.5000407404820736, 0.12643010624521495, 0.04369307556567068, 0.2514362895731291];('clinical_knowledge', 222)
[0.13398247868433472, 0.04630310564064768, 0.4978052696273825, 0.11107537615529829];('clinical_knowledge', 223)
[0.15309652223224723, 0.4715704872905219, 0.01828477426122394, 0.06793617802195098];('clinical_knowledge', 224)
[0.4131489594506626, 0.05252599263907461, 0.19515773811193876, 0.1617914475330221];('clinical_knowledge', 225)
[0.3054186340872132, 0.09915491313363076, 0.1196036556004951, 0.34608465275370875];('clinical_knowledge', 226)
[0.5219010248886485, 0.025983920458627012, 0.013908193699179896, 0.24652857330440495];('clinical_knowledge', 227)
[0.5522027480149369, 0.03530113642483775, 0.01566478433132698, 0.05820173450351708];('clinical_knowledge', 228)
[0.12329658860631193, 0.45810245573300745, 0.033184826634153154, 0.10880885754431739];('clinical_knowledge', 229)
[0.22098741712926506, 0.1111194516668309, 0.07174411022616474, 0.439485956751181];('clinical_knowledge', 230)
[0.14407750178998396, 0.10540935208914001, 0.11944444425858544, 0.5028798937013663];('clinical_knowledge', 231)
[0.055316458561295266, 0.03151836801316587, 0.014888222846401825, 0.6738924625176032];('clinical_knowledge', 232)
[0.11494445856717136, 0.48393430397957643, 0.03293213875199197, 0.13864949945534605];('clinical_knowledge', 233)
[0.178714657699511, 0.0898633733375817, 0.37833893331879326, 0.19024076284853142];('clinical_knowledge', 234)
[0.2085675382287164, 0.19593106989090517, 0.2220189887546074, 0.09852031730224083];('clinical_knowledge', 235)
[0.09363433505774164, 0.04708230044934403, 0.37033095697957435, 0.22461709303705374];('clinical_knowledge', 236)
[0.15711359360495988, 0.037317749444081005, 0.2017378474959171, 0.21474882081341992];('clinical_knowledge', 237)
[0.10006334082890185, 0.10006334082890185, 0.37178036920391927, 0.22549619260145956];('clinical_knowledge', 238)
[0.06980375924191225, 0.029098536058735885, 0.18974631292494198, 0.3544927820596923];('clinical_knowledge', 239)
[0.18167125582592314, 0.23327050996206625, 0.20586050250585247, 0.26433011750962504];('clinical_knowledge', 240)
[0.24230146195267696, 0.16653119703545355, 0.25792856363632116, 0.1469632655674927];('clinical_knowledge', 241)
[0.6287363549825672, 0.03775855749335506, 0.018986195046290223, 0.04554551422298611];('clinical_knowledge', 242)
[0.2958720932771429, 0.04829979148785257, 0.17945549592594331, 0.4304913555433586];('clinical_knowledge', 243)
[0.3454415669777343, 0.32451232045763984, 0.1631750421667267, 0.0873413061688086];('clinical_knowledge', 244)
[0.8019848160698233, 0.037509325636475306, 0.01771815507087886, 0.048162927480051396];('clinical_knowledge', 245)
[0.17305204222708137, 0.06366229617721218, 0.3037157926071294, 0.19609365394967235];('clinical_knowledge', 246)
[0.06877370750707248, 0.032486399134334674, 0.032486399134334674, 0.652506769314091];('clinical_knowledge', 247)
[0.065355581972511, 0.030871790958737825, 0.400351452818329, 0.065355581972511];('clinical_knowledge', 248)
[0.0928731778721627, 0.3450657172600623, 0.026608610960024277, 0.0387153005017511];('clinical_knowledge', 249)
[0.6847097532323952, 0.04659507930079357, 0.019423718864409068, 0.05982926611479982];('clinical_knowledge', 250)
[0.11058447349847128, 0.03372635890401853, 0.41087113917489454, 0.12530862507800217];('clinical_knowledge', 251)
[0.3181509448126435, 0.04879002759342561, 0.0588520071532743, 0.10995002445087695];('clinical_knowledge', 252)
[0.18831315102670138, 0.06927652850653009, 0.31047589765028827, 0.12158409397342851];('clinical_knowledge', 253)
[0.10367052599646762, 0.11035670047633968, 0.046003517045623166, 0.46461906327456715];('clinical_knowledge', 254)
[0.35365168969651406, 0.05094835646509154, 0.02727069006219963, 0.426585340444309];('clinical_knowledge', 255)
[0.10003063828243418, 0.039172560791472834, 0.575636578742657, 0.07318397834093711];('clinical_knowledge', 256)
[0.09172978458598664, 0.6367309467609009, 0.019227607390140053, 0.063044897491754];('clinical_knowledge', 257)
[0.0737529557654015, 0.044733428916145644, 0.008274852303562506, 0.699748540598633];('clinical_knowledge', 258)
[0.755548310178074, 0.029295786332668525, 0.022815581336574808, 0.05141570623246376];('clinical_knowledge', 259)
[0.1575896280237315, 0.04241467298017761, 0.35513370885546847, 0.20234908778883803];('clinical_knowledge', 260)
[0.17101262174684254, 0.3853828921590437, 0.05215590286488914, 0.17101262174684254];('clinical_knowledge', 261)
[0.3588149091110707, 0.13200062824776257, 0.066374084194978, 0.20444657246887527];('clinical_knowledge', 262)
[0.05130794487347188, 0.015648039084385855, 0.6653715530473583, 0.05130794487347188];('astronomy', 15)
[0.1317621333745159, 0.045535774834046645, 0.5211293156101757, 0.07507580054670429];('astronomy', 16)
[0.4294120443938347, 0.11557468384893482, 0.07009958924097347, 0.229847704305504];('astronomy', 17)
[0.13303122779038923, 0.06283950247825083, 0.0296832791616118, 0.6346564170005555];('astronomy', 18)
[0.11444251348421075, 0.04481633221145237, 0.2922391959875049, 0.42520549583252226];('astronomy', 19)
[0.07839243106783145, 0.02109903658991107, 0.02109903658991107, 0.7437666553755559];('astronomy', 20)
[0.10377844702896939, 0.01404488217396013, 0.08603535442655788, 0.7203651385626002];('astronomy', 21)
[0.13174325458820302, 0.05491875918665823, 0.07051708264862255, 0.6690474521207922];('astronomy', 22)
[0.14654107779610437, 0.3102274641287922, 0.047574922475857165, 0.2737747761903328];('astronomy', 23)
[0.1038363858802333, 0.15108106799098778, 0.4653624511783712, 0.1939919312807571];('astronomy', 24)
