confidence_per_choice;id
[0.0004985781408544781, 5.254974942955796e-05, 4.3135461096114915e-06, 0.9014505867774573];('anatomy', 18)
[1.236753059657844e-05, 5.842007793824783e-06, 0.9508146643165056, 1.0151887320011675e-06];('anatomy', 19)
[1.964178203149321e-05, 1.1913343013493327e-05, 0.9158966844073838, 7.2258077973569995e-06];('anatomy', 20)
[0.7804998586905575, 0.0302632668902019, 0.02356905595238816, 0.0822640884574421];('anatomy', 21)
[0.06385203357933741, 0.13517475614821037, 0.22286549572325734, 0.471806286270373];('anatomy', 22)
[0.3866786325214568, 0.011676681535499235, 0.49650519224760964, 0.007082265354980676];('anatomy', 23)
[0.06983565358127303, 0.08967075418935487, 0.0012790846125533327, 0.6625821936455863];('anatomy', 24)
[0.7707420115709958, 4.493013969267155e-05, 0.0009024459797611343, 0.0031498459699490266];('anatomy', 25)
[3.247583306412274e-05, 9.30448195490193e-06, 0.9184989800101802, 4.395126066078002e-06];('anatomy', 26)
[0.9126087079521622, 0.0010685551926611317, 0.00023842689126591458, 0.004788932128002379];('anatomy', 27)
[5.740205519783197e-05, 0.00042414680380168935, 0.7668754340840971, 2.7114810934049334e-05];('anatomy', 28)
[0.0007717112102372282, 0.6590867801697134, 0.0012723366871558567, 0.31133055958431605];('anatomy', 29)
[4.218200516719941e-05, 3.285137865573695e-05, 0.7236000701822463, 0.0008472486262794077];('anatomy', 30)
[0.01754947427963637, 0.9581688190140212, 0.006456090790845227, 0.002375063072288237];('anatomy', 31)
[6.288226791374515e-06, 0.6207472299998877, 4.6464060524264976e-05, 3.6186246720974714e-05];('anatomy', 32)
[1.1032035673523221e-05, 1.4165414202609681e-05, 2.461579886596427e-06, 0.848142017421528];('anatomy', 33)
[0.006872505643707842, 0.011330846237787797, 0.7943534938587524, 0.13803793295069774];('anatomy', 34)
[0.5769160002160156, 0.01356776710815292, 0.02236946089382157, 0.07807709029296818];('anatomy', 35)
[6.856207827885116e-06, 1.1914302713674075e-06, 2.658440272558968e-07, 0.6768159024517452];('anatomy', 36)
[7.287385412265603e-06, 5.675421465615584e-06, 0.5602533720332914, 1.2014867336992123e-05];('anatomy', 37)
[0.010759361307870098, 0.000324904403866482, 7.249597166765826e-05, 0.9685267782235567];('anatomy', 38)
[1.5369037382372407e-05, 1.1969418348445324e-05, 0.920207613734642, 1.5369037382372407e-05];('anatomy', 39)
[6.447319320687945e-06, 2.8894880532506597e-05, 0.49566924435077775, 1.8471879122664785e-06];('anatomy', 40)
[0.15736315482833052, 0.2594479805899461, 0.010059892319380096, 0.5492514119569751];('anatomy', 41)
[0.00019042398406606055, 0.9358901492233741, 7.0053068843862e-05, 0.0010958148908073585];('anatomy', 42)
[0.0035383898501202076, 0.0035383898501202076, 0.012350194094121527, 0.8658156301532157];('anatomy', 43)
[0.9008320101699697, 5.2513678765472434e-05, 0.001739015035558993, 0.0022329395056598835];('anatomy', 44)
[0.004256519893145394, 0.005465479729435675, 0.29840515341616175, 0.6317236770856557];('anatomy', 45)
[6.337132170605798e-05, 0.8466238243724288, 6.679288167278953e-06, 0.0004682544744305237];('anatomy', 46)
[4.091599068073801e-05, 1.1722627598318276e-05, 0.9012344207452435, 1.9327345469843697e-05];('anatomy', 47)
[0.6729264735130546, 0.1927966568499136, 0.0004778951897902629, 0.003531194366769363];('anatomy', 48)
[0.13421782427723636, 0.4684662656546674, 0.36484187278812086, 0.002458285201893441];('anatomy', 49)
[4.617084931308039e-05, 1.0302109001416648e-05, 1.0302109001416648e-05, 0.3741262000923429];('anatomy', 50)
[0.0004961964566891703, 0.00014216266502647685, 4.0730285464514004e-05, 0.89714431980778];('anatomy', 51)
[0.001472775566824258, 0.9796044970717228, 4.447398969326039e-05, 0.0004219572645936354];('anatomy', 52)
[0.0017018084083573724, 0.881558554385045, 0.00010879291985335891, 0.0021851652506637773];('anatomy', 53)
[0.4413159688905698, 0.2676716817073923, 0.017111678117156182, 0.20846291531975697];('anatomy', 54)
[0.001110739125277395, 0.9486363308641137, 9.609776362080845e-06, 2.7532470244898295e-06];('anatomy', 55)
[0.9283766383758691, 8.92277978239318e-05, 1.2075669291081025e-05, 0.0037940625079564277];('anatomy', 56)
[5.711937524880011e-06, 9.417392894179916e-06, 0.9296451104170776, 1.2092171835061542e-05];('anatomy', 57)
[6.867718858740655e-06, 1.1934305885923542e-06, 4.165482050112863e-06, 0.677951899566639];('anatomy', 58)
[0.40049200555001907, 0.0893618453365416, 0.31190348753619224, 0.18917902806199782];('anatomy', 59)
[9.965373036671481e-07, 7.761040324558414e-07, 6.044304282214843e-07, 0.2674082116154829];('anatomy', 60)
[0.0023770503403641578, 0.0014417539111112126, 0.9589704044144275, 0.005032215610040087];('anatomy', 61)
[0.8155470856629534, 0.08595803682693622, 0.0009549075335445391, 0.0033329547847344393];('anatomy', 62)
[4.947611459255671e-05, 5.214744112389418e-06, 0.8487246788442966, 3.0008780423841272e-05];('anatomy', 63)
[0.005177225890660488, 0.0005456755942572229, 0.9866044168042232, 0.0024455483467328244];('anatomy', 64)
[0.18490044451452461, 0.3048492958330056, 0.04125686579604174, 0.05297486429499273];('anatomy', 65)
[8.330559195968354e-05, 1.4476341226307904e-05, 1.4476341226307904e-05, 0.6750325050486425];('anatomy', 66)
[0.00033130530193475194, 4.483729687513114e-05, 0.9876072981649423, 0.0007013733296997371];('anatomy', 67)
[0.511841567431964, 0.11420728410443268, 0.3104475850587389, 0.009374704758551575];('anatomy', 68)
[0.262133896388986, 0.5549374630102285, 0.01675766334126637, 0.007915759664508469];('anatomy', 69)
[0.29191587277258185, 0.37482740017458016, 0.0011929931668495284, 0.030767706627529975];('anatomy', 70)
[0.37579283149152465, 1.798213564080509e-06, 3.8068181450315746e-06, 2.8128792832065423e-05];('anatomy', 71)
[2.725579580150507e-05, 4.4937210287800655e-05, 0.0001568462754560068, 0.9898080055175313];('anatomy', 72)
[0.5180448561008266, 0.0331175016336193, 0.0021171310479469263, 0.04252371383476499];('anatomy', 73)
[0.3125389759832251, 0.009437861542345513, 0.000994743288085458, 0.6616450567857133];('anatomy', 74)
[0.0020465187406159325, 0.03201293167106881, 0.82562438954274, 0.009171860672060446];('anatomy', 75)
[0.9337612926467926, 0.02819714987982625, 4.239268004518373e-05, 0.002971957732188353];('anatomy', 76)
[0.8684583797876522, 0.00017670373636246076, 0.00022689208871308947, 0.0016765191713310147];('anatomy', 77)
[3.9003401425140015e-06, 5.0081358767154655e-06, 0.8150984743901871, 8.257020146497222e-06];('anatomy', 78)
[4.418659396006554e-05, 0.13171838018542717, 9.354302014751626e-05, 0.7579868527351198];('anatomy', 79)
[3.609385992983039e-06, 0.9685330381991046, 9.811328356620402e-06, 8.053628746518049e-07];('anatomy', 80)
[0.15322938894361554, 0.6867264981492263, 0.034190098094434976, 0.09293832236333482];('anatomy', 81)
[0.00046470975131086096, 0.14600746360556016, 0.8402149783419014, 0.009333944868519658];('anatomy', 82)
[3.757739463439978e-05, 0.8276973085754119, 0.00021624297572044035, 0.0055769798485354825];('anatomy', 83)
[0.0007098148468217397, 0.6062234451643153, 0.0011702868362137556, 0.03018208811059778];('anatomy', 84)
[0.08079890277978696, 0.21963421536816116, 0.21963421536816116, 0.3621156026510203];('anatomy', 85)
[0.07279747315893399, 0.044153899420500964, 0.154112251886824, 0.25408814776130273];('anatomy', 86)
[0.5068871402592278, 0.01192084507390878, 0.30744257325627367, 0.11310180204182817];('anatomy', 87)
[0.0018924343514458055, 0.038010560040673436, 0.7634624616620779, 0.0018924343514458055];('anatomy', 88)
[0.37482878534729, 8.472364251050107e-07, 6.598283913184e-07, 1.8904399921726422e-07];('anatomy', 89)
[0.06726992096531297, 0.024747220932366427, 0.007090195815647274, 0.8195153204148116];('anatomy', 90)
[0.5540105315943976, 0.1236164512704598, 0.03541670625982067, 0.03541670625982067];('anatomy', 91)
[0.013648455761100077, 0.9568306511076953, 0.0011203334723682433, 0.013648455761100077];('anatomy', 92)
[0.02198144436122191, 0.5669089219467797, 0.0014052270592793577, 0.3438476424253581];('anatomy', 93)
[0.25056186682711556, 0.1519734543854794, 0.00037670453085351263, 0.0010239890809172932];('anatomy', 94)
[0.5826728014148773, 0.003926017751715352, 0.35340893970358744, 0.013703148410569849];('anatomy', 95)
[0.8374400784373637, 0.0016166400005196162, 0.00036072114221829963, 0.0016166400005196162];('anatomy', 96)
[0.07801481064362571, 0.34963812418603113, 0.4489442648570515, 0.047318374567034485];('anatomy', 97)
[0.8880435835689118, 0.0013351196579261659, 0.00010959329528360955, 0.0017143275750966399];('anatomy', 98)
[0.003973016244476981, 0.7571227448513895, 0.21691928528247958, 0.005101453838821722];('anatomy', 99)
[5.2662127795723106e-05, 1.5087952226339019e-05, 0.0001431505050351021, 0.9033785599800934];('anatomy', 100)
[0.00024211552224654874, 0.00014685048743486799, 0.046139062610845646, 0.9267277490061657];('anatomy', 101)
[3.369119467948532e-05, 2.623872879899432e-05, 0.9528727927059011, 0.0224094215911502];('anatomy', 102)
[0.0012225258109308061, 0.024555087315000654, 0.0009521040588779162, 0.8131528143213992];('anatomy', 103)
[0.2948449633522898, 0.0005691845433451491, 0.6241867923149611, 0.018848807894681966];('anatomy', 104)
[0.059317746901613885, 0.09779843104669744, 0.7226380503188627, 0.07616549468232275];('anatomy', 105)
[2.569473739626043e-05, 2.569473739626043e-05, 0.7267124225685779, 0.0006626760115325687];('anatomy', 106)
[0.0010581249552363218, 0.20164292428234074, 0.7038029816658424, 0.07418028630116297];('anatomy', 107)
[1.7043997205798665e-05, 3.8030298260992467e-06, 3.8030298260992467e-06, 0.3754189543301593];('anatomy', 108)
[0.9777053193910591, 0.001144775457506693, 3.456922342278969e-05, 0.00042113935557434444];('anatomy', 109)
[0.023584980809178077, 0.049929404764839605, 0.6082645994983826, 0.22376804094783617];('anatomy', 110)
[0.004480445058230158, 0.020079961647720294, 0.8538216321661593, 0.0700859527232244];('anatomy', 111)
[2.8890594920931e-06, 6.116138992756098e-06, 5.020432608039581e-07, 0.7752426850580016];('anatomy', 112)
[0.6187177328791701, 1.0333635984435936e-05, 1.3268651250814792e-05, 8.047843796653556e-06];('anatomy', 113)
[0.8738185187722359, 2.536100413508979e-06, 1.1979690097342983e-06, 1.1979690097342983e-06];('anatomy', 114)
[1.2607105177048523e-05, 0.9692335702691927, 4.637894807322208e-06, 2.0785602467353605e-05];('anatomy', 115)
[0.02842257172224516, 9.046281546498059e-05, 2.591803056819513e-05, 0.9412263154231788];('anatomy', 116)
[9.32684324440769e-06, 0.920706549407401, 2.6721853290858617e-06, 3.431153880646343e-06];('anatomy', 117)
[7.150985556381943e-05, 0.9553522498480598, 0.0002495939207562906, 0.0030406764322418113];('anatomy', 118)
[0.008047034894494536, 0.001795536184728569, 0.004880773383288352, 0.7243709319137843];('anatomy', 119)
[1.4230874724091979e-06, 8.1893029769162e-06, 0.8084130562496112, 3.012676202731561e-06];('anatomy', 120)
[0.7131302300307233, 0.03550466669209459, 0.007922160076233314, 0.04558889444367613];('anatomy', 121)
[4.077606873398974e-05, 3.175643426060464e-05, 0.8981525159219543, 1.9261251022205406e-05];('anatomy', 122)
[0.053691826007498604, 0.8398815069708097, 0.0001330886988544563, 6.286664988666655e-05];('anatomy', 123)
[0.0011454214056347382, 0.0003281688836237747, 3.458874585927855e-05, 0.9782573905255973];('anatomy', 124)
[0.12724702489628825, 0.26938192170652625, 0.006335256328118789, 0.4441357042596264];('anatomy', 125)
[3.0628868029259444e-06, 1.446805280534076e-06, 0.49849956217600694, 2.3853786405777973e-06];('anatomy', 126)
[0.028260757985183793, 0.0010957882423432068, 0.9358676966742462, 0.0005176137145697962];('anatomy', 127)
[0.8500444047803144, 3.167819686194102e-06, 2.0251193722689248e-07, 0];('anatomy', 128)
[0.6796662366615244, 0.07163629217007733, 0.001684724514992271, 0.15165403171412412];('anatomy', 129)
[0.9350019065758143, 4.244903480220713e-05, 9.471659933562749e-06, 6.99866265990889e-05];('anatomy', 130)
[5.016572845861129e-06, 1.0620084798026704e-05, 3.0427052376966337e-06, 0.8164710360053705];('anatomy', 131)
[0.6025376006058285, 0.3654575501800872, 0.0014935414780470288, 0.011035861767369296];('anatomy', 132)
[1.6064212473915026e-05, 3.4007938074147645e-05, 0.9618313175979541, 3.4007938074147645e-05];('anatomy', 133)
[0.0387296934432463, 0.47182425647224496, 0.06385446938757547, 0.36745710041266777];('anatomy', 134)
[0.5569895649488739, 0.00023991907167964104, 1.5337513115178218e-05, 0.0003955596767248529];('astronomy', 0)
[1.2938115065457409e-05, 6.111532812436704e-06, 2.133134551118541e-05, 0.7746586503898584];('astronomy', 1)
[0.00011267086848572588, 3.4023654161890867e-06, 0.43126189983481106, 5.322194974093857e-05];('astronomy', 2)
[0.00030068610900895674, 0.00030068610900895674, 0.1999989449468783, 0.5436534977600803];('astronomy', 3)
[0.007059503295360526, 0.0007440661731229254, 0.00045129894685410244, 0.18206698963389253];('astronomy', 4)
[2.1230398266263842e-05, 1.6534250794684077e-05, 0.006670389668715282, 0.00012217250667570932];('astronomy', 5)
[0.00015382696988231747, 0.9707537094936218, 2.0818216538453326e-05, 0.008398663975982712];('astronomy', 6)
[0.028771227935113556, 0.45005772744505274, 0.0008688158014875451, 0.45005772744505274];('astronomy', 7)
[0.0005465284097389216, 0.46676732166400475, 4.4861762369580594e-05, 0.46676732166400475];('astronomy', 8)
[0.007099705810034371, 3.725581910196719e-05, 0.0020340997708710087, 0.8206143552658038];('astronomy', 9)
[0.27893325614027736, 5.675408115846149e-05, 1.6260316493291752e-05, 0.45988319250412246];('astronomy', 10)
[7.851296952800489e-07, 0.0030051826948331605, 0.9442005321443326, 1.2281494804610636e-05];('astronomy', 11)
[0.8752852649073826, 4.188342806593734e-06, 1.1999803049839762e-06, 1.8770850179140194e-05];('astronomy', 12)
[2.790659252317751e-05, 3.583277409290801e-05, 0.0001250686707015026, 0.372824452856336];('astronomy', 13)
[0.012976645783042355, 0.9097331983896548, 0.0001441575818214894, 0.003717871263997193];('astronomy', 14)
[5.004371153353858e-07, 3.6977579192001936e-06, 0.9922464186593996, 1.0594253814786107e-06];('astronomy', 15)
[0.00032430817475438906, 2.073232798389925e-05, 0.9667494795690398, 9.291584772810527e-05];('astronomy', 16)
[0.7583608734218958, 0.0003266582406150702, 5.67646906322651e-05, 0.022900516114670935];('astronomy', 17)
[0.012219651848112913, 0.0016537500439171588, 0.0003690015121447085, 0.8566637315449221];('astronomy', 18)
[0.017547742139144694, 0.010643243616122608, 0.3524559066863933, 0.4525623154722351];('astronomy', 19)
[4.42317485490485e-05, 2.6827911627697704e-05, 2.089359858382142e-05, 0.9742692180461957];('astronomy', 20)
[0.0018571787090305278, 5.6081910818415976e-05, 0.003931647357870333, 0.9620423352205024];('astronomy', 21)
[0.0003502252723569094, 7.814582110902465e-05, 4.739783643104216e-05, 0.49315384518105104];('astronomy', 22)
[0.00019547050659415234, 0.9606926735248331, 5.6003237783916064e-05, 0.03725009391647904];('astronomy', 23)
