id;iter;answer_token_len;correct_answer;extracted_number;finish_reasons;finish_reasons_post;frequency_of_answer;is_correct;reasoning_token_len
4;3;100;63;63;stop;stop;1.0;True;45
4;4;59;63;63;stop;stop;1.0;True;24
4;5;35;63;63;stop;stop;1.0;True;18
4;6;99;63;63;stop;stop;1.0;True;21
4;7;77;63;63;stop;stop;1.0;True;32
4;8;44;63;63;stop;stop;1.0;True;16
4;9;90;63;63;stop;stop;1.0;True;30
5;0;64;322;322;stop;stop;1.0;True;101
5;1;64;322;322;stop;stop;1.0;True;128
5;2;77;322;322;stop;stop;1.0;True;35
5;3;55;322;322;stop;stop;1.0;True;92
5;4;59;322;322;stop;stop;1.0;True;116
5;5;104;322;322;stop;stop;1.0;True;190
5;6;69;322;322;stop;stop;1.0;True;101
5;7;48;322;322;stop;stop;1.0;True;89
5;8;97;322;322;stop;stop;1.0;True;87
5;9;73;322;322;stop;stop;1.0;True;62
6;0;70;30;30;stop;stop;1.0;True;96
6;1;145;30;30;stop;stop;1.0;True;84
6;2;88;30;30;stop;stop;1.0;True;27
6;3;97;30;30;stop;stop;1.0;True;24
6;4;92;30;30;stop;stop;1.0;True;18
6;5;70;30;30;stop;stop;1.0;True;24
6;6;70;30;30;stop;stop;1.0;True;76
6;7;109;30;30;stop;stop;1.0;True;25
6;8;86;30;30;stop;stop;1.0;True;86
6;9;71;30;30;stop;stop;1.0;True;31
7;0;80;192;192;stop;stop;1.0;True;44
7;1;57;192;192;stop;stop;1.0;True;71
7;2;67;192;192;stop;stop;1.0;True;36
7;3;70;192;192;stop;stop;1.0;True;66
7;4;84;192;192;stop;stop;1.0;True;39
7;5;80;192;192;stop;stop;1.0;True;36
7;6;84;192;192;stop;stop;1.0;True;37
7;7;91;192;192;stop;stop;1.0;True;66
7;8;79;192;192;stop;stop;1.0;True;46
7;9;63;192;192;stop;stop;1.0;True;36
8;0;147;26;26;stop;stop;1.0;True;77
8;1;100;26;26;stop;stop;1.0;True;31
8;2;120;26;26;stop;stop;1.0;True;71
8;3;215;26;26;stop;stop;1.0;True;93
8;4;164;26;26;stop;stop;1.0;True;56
8;5;168;26;26;stop;stop;1.0;True;49
8;6;145;26;26;stop;stop;1.0;True;75
8;7;106;26;26;stop;stop;1.0;True;43
8;8;125;26;26;stop;stop;1.0;True;60
8;9;134;26;26;stop;stop;1.0;True;64
9;0;160;17;17;stop;stop;1.0;True;42
9;1;166;17;17;stop;stop;1.0;True;41
9;2;180;17;17;stop;stop;1.0;True;100
9;3;109;17;17;stop;stop;1.0;True;39
9;4;85;17;17;stop;stop;1.0;True;60
9;5;104;17;17;stop;stop;1.0;True;33
9;6;194;17;17;stop;stop;1.0;True;23
9;7;144;17;17;stop;stop;1.0;True;77
9;8;173;17;17;stop;stop;1.0;True;124
9;9;137;17;17;stop;stop;1.0;True;69
10;0;123;1;1;stop;stop;1.0;True;128
10;1;143;1;1;stop;stop;1.0;True;158
10;2;103;1;1;stop;stop;1.0;True;104
10;3;102;1;1;stop;stop;1.0;True;88
10;4;127;1;1;stop;stop;1.0;True;128
10;5;130;1;1;stop;stop;1.0;True;135
10;6;134;1;1;stop;stop;1.0;True;95
10;7;134;1;1;stop;stop;1.0;True;105
10;8;112;1;1;stop;stop;1.0;True;130
10;9;132;1;1;stop;stop;1.0;True;103
11;0;251;20;20;stop;stop;1.0;True;111
11;1;253;20;20;stop;stop;1.0;True;105
11;2;246;20;20;stop;stop;1.0;True;95
11;3;270;20;20;stop;stop;1.0;True;121
11;4;277;20;20;stop;stop;1.0;True;105
11;5;269;20;20;stop;stop;1.0;True;121
11;6;246;20;20;stop;stop;1.0;True;98
11;7;255;20;20;stop;stop;1.0;True;96
11;8;245;20;20;stop;stop;1.0;True;116
11;9;281;20;20;stop;stop;1.0;True;101
12;0;192;4;4;stop;stop;1.0;True;60
12;1;109;4;4;stop;stop;1.0;True;44
12;2;164;4;4;stop;stop;1.0;True;54
12;3;71;4;4;stop;stop;1.0;True;48
12;4;57;4;4;stop;stop;1.0;True;20
12;5;161;4;4;stop;stop;1.0;True;59
12;6;101;4;4;stop;stop;1.0;True;54
12;7;110;4;4;stop;stop;1.0;True;22
12;8;89;4;4;stop;stop;1.0;True;23
12;9;146;4;4;stop;stop;1.0;True;24
13;0;96;2;2;stop;stop;1.0;True;64
13;1;106;2;2;stop;stop;1.0;True;68
13;2;101;2;2;stop;stop;1.0;True;86
13;3;103;2;2;stop;stop;1.0;True;59
13;4;87;2;2;stop;stop;1.0;True;78
13;5;130;2;2;stop;stop;1.0;True;71
13;6;100;2;2;stop;stop;1.0;True;74
13;7;124;2;2;stop;stop;1.0;True;54
13;8;97;2;2;stop;stop;1.0;True;70
13;9;141;2;2;stop;stop;1.0;True;66
14;0;101;7;7;stop;stop;1.0;True;55
14;1;80;7;7;stop;stop;1.0;True;65
14;2;91;7;7;stop;stop;1.0;True;60
14;3;61;7;7;stop;stop;1.0;True;56
14;4;86;7;7;stop;stop;1.0;True;42
14;5;93;7;7;stop;stop;1.0;True;44
14;6;95;7;7;stop;stop;1.0;True;55
14;7;97;7;7;stop;stop;1.0;True;41
14;8;91;7;7;stop;stop;1.0;True;48
14;9;105;7;7;stop;stop;1.0;True;57
15;0;127;70;70;stop;stop;1.0;True;114
15;1;110;70;70;stop;stop;1.0;True;52
15;2;105;70;70;stop;stop;1.0;True;99
15;3;127;70;70;stop;stop;1.0;True;72
15;4;135;70;70;stop;stop;1.0;True;76
15;5;124;70;70;stop;stop;1.0;True;58
15;6;96;70;70;stop;stop;1.0;True;102
15;7;120;70;70;stop;stop;1.0;True;83
15;8;121;70;70;stop;stop;1.0;True;77
15;9;124;70;70;stop;stop;1.0;True;120
16;0;97;345;345;stop;stop;1.0;True;39
16;1;70;345;345;stop;stop;1.0;True;37
16;2;80;345;345;stop;stop;1.0;True;37
16;3;78;345;345;stop;stop;1.0;True;34
16;4;88;345;345;stop;stop;1.0;True;49
16;5;104;345;345;stop;stop;1.0;True;47
16;6;128;345;345;stop;stop;1.0;True;55
16;7;66;345;345;stop;stop;1.0;True;43
16;8;66;345;345;stop;stop;1.0;True;41
16;9;66;345;345;stop;stop;1.0;True;44
17;0;279;266;203;stop;stop;0.8;False;909
17;1;268;266;203;stop;stop;0.8;False;920
17;2;451;266;203;stop;stop;0.8;False;853
17;3;515;266;47;stop;stop;0.2;False;981
17;4;268;266;203;stop;stop;0.8;False;1504
17;5;541;266;47;stop;stop;0.2;False;851
17;6;226;266;203;stop;stop;0.8;False;949
17;7;279;266;203;stop;stop;0.8;False;1686
17;8;737;266;203;stop;stop;0.8;False;1873
17;9;244;266;203;stop;stop;0.8;False;1234
18;0;83;54;54;stop;stop;1.0;True;43
18;1;73;54;54;stop;stop;1.0;True;231
18;2;182;54;54;stop;stop;1.0;True;227
18;3;203;54;54;stop;stop;1.0;True;131
18;4;191;54;54;stop;stop;1.0;True;222
18;5;120;54;54;stop;stop;1.0;True;243
18;6;181;54;54;stop;stop;1.0;True;298
18;7;204;54;54;stop;stop;1.0;True;226
18;8;205;54;54;stop;stop;1.0;True;212
18;9;128;54;54;stop;stop;1.0;True;80
19;0;41;807;807;stop;stop;1.0;True;38
19;1;49;807;807;stop;stop;1.0;True;15
19;2;47;807;807;stop;stop;1.0;True;48
19;3;53;807;807;stop;stop;1.0;True;59
19;4;53;807;807;stop;stop;1.0;True;15
19;5;39;807;807;stop;stop;1.0;True;23
19;6;53;807;807;stop;stop;1.0;True;15
19;7;65;807;807;stop;stop;1.0;True;53
19;8;40;807;807;stop;stop;1.0;True;19
19;9;49;807;807;stop;stop;1.0;True;23
40;0;60;20;20;stop;stop;1.0;True;65
40;1;135;20;20;stop;stop;1.0;True;68
40;2;59;20;20;stop;stop;1.0;True;59
40;3;74;20;20;stop;stop;1.0;True;32
40;4;143;20;20;stop;stop;1.0;True;27
40;5;74;20;20;stop;stop;1.0;True;53
40;6;75;20;20;stop;stop;1.0;True;57
40;7;74;20;20;stop;stop;1.0;True;52
40;8;72;20;20;stop;stop;1.0;True;64
40;9;74;20;20;stop;stop;1.0;True;58
41;0;63;3;3;stop;stop;1.0;True;25
41;1;67;3;3;stop;stop;1.0;True;21
41;2;65;3;3;stop;stop;1.0;True;31
41;3;63;3;3;stop;stop;1.0;True;72
41;4;65;3;3;stop;stop;1.0;True;32
41;5;68;3;3;stop;stop;1.0;True;32
41;6;70;3;3;stop;stop;1.0;True;23
41;7;65;3;3;stop;stop;1.0;True;24
41;8;65;3;3;stop;stop;1.0;True;32
41;9;64;3;3;stop;stop;1.0;True;21
42;0;53;7;7;stop;stop;1.0;True;33
42;1;52;7;7;stop;stop;1.0;True;33
42;2;52;7;7;stop;stop;1.0;True;73
42;3;59;7;7;stop;stop;1.0;True;72
42;4;66;7;7;stop;stop;1.0;True;78
42;5;66;7;7;stop;stop;1.0;True;54
42;6;68;7;7;stop;stop;1.0;True;41
42;7;52;7;7;stop;stop;1.0;True;53
42;8;59;7;7;stop;stop;1.0;True;36
42;9;66;7;7;stop;stop;1.0;True;76
43;0;46;42;42;stop;stop;1.0;True;43
43;1;93;42;42;stop;stop;1.0;True;19
43;2;69;42;42;stop;stop;1.0;True;42
43;3;162;42;42;stop;stop;1.0;True;20
43;4;130;42;42;stop;stop;1.0;True;43
43;5;94;42;42;stop;stop;1.0;True;51
43;6;52;42;42;stop;stop;1.0;True;46
43;7;50;42;42;stop;stop;1.0;True;50
43;8;147;42;42;stop;stop;1.0;True;23
43;9;203;42;42;stop;stop;1.0;True;72
44;0;82;756;756;stop;stop;1.0;True;24
44;1;56;756;756;stop;stop;1.0;True;25
44;2;74;756;756;stop;stop;1.0;True;38
44;3;58;756;756;stop;stop;1.0;True;98
44;4;76;756;756;stop;stop;1.0;True;72
44;5;51;756;756;stop;stop;1.0;True;48
44;6;52;756;756;stop;stop;1.0;True;56
44;7;55;756;756;stop;stop;1.0;True;62
44;8;57;756;756;stop;stop;1.0;True;20
44;9;65;756;756;stop;stop;1.0;True;62
45;0;79;11;11;stop;stop;1.0;True;60
45;1;142;11;11;stop;stop;1.0;True;120
45;2;52;11;11;stop;stop;1.0;True;55
45;3;84;11;11;stop;stop;1.0;True;22
45;4;79;11;11;stop;stop;1.0;True;19
45;5;70;11;11;stop;stop;1.0;True;18
45;6;82;11;11;stop;stop;1.0;True;90
45;7;70;11;11;stop;stop;1.0;True;74
45;8;72;11;11;stop;stop;1.0;True;109
45;9;119;11;11;stop;stop;1.0;True;51
46;0;253;5;5;stop;stop;1.0;True;434
46;1;207;5;5;stop;stop;1.0;True;184
46;2;233;5;5;stop;stop;1.0;True;188
46;3;240;5;5;stop;stop;1.0;True;286
46;4;194;5;5;stop;stop;1.0;True;283
46;5;142;5;5;stop;stop;1.0;True;244
46;6;219;5;5;stop;stop;1.0;True;262
46;7;235;5;5;stop;stop;1.0;True;322
46;8;174;5;5;stop;stop;1.0;True;216
46;9;240;5;5;stop;stop;1.0;True;361
47;0;166;12;12;stop;stop;1.0;True;152
47;1;161;12;12;stop;stop;1.0;True;91
47;2;177;12;12;stop;stop;1.0;True;145
47;3;182;12;12;stop;stop;1.0;True;93
47;4;175;12;12;stop;stop;1.0;True;100
47;5;163;12;12;stop;stop;1.0;True;123
47;6;142;12;12;stop;stop;1.0;True;135
47;7;146;12;12;stop;stop;1.0;True;75
47;8;137;12;12;stop;stop;1.0;True;123
47;9;200;12;12;stop;stop;1.0;True;151
48;0;184;65;65;stop;stop;1.0;True;68
48;1;269;65;65;stop;stop;1.0;True;110
48;2;175;65;65;stop;stop;1.0;True;39
48;3;207;65;65;stop;stop;1.0;True;116
48;4;164;65;65;stop;stop;1.0;True;97
48;5;171;65;65;stop;stop;1.0;True;79
48;6;103;65;65;stop;stop;1.0;True;78
48;7;192;65;65;stop;stop;1.0;True;63
48;8;186;65;65;stop;stop;1.0;True;64
48;9;136;65;65;stop;stop;1.0;True;54
49;0;92;1;1;stop;stop;1.0;True;84
49;1;90;1;1;stop;stop;1.0;True;53
49;2;90;1;1;stop;stop;1.0;True;64
49;3;67;1;1;stop;stop;1.0;True;41
49;4;52;1;1;stop;stop;1.0;True;21
49;5;26;1;1;stop;stop;1.0;True;38
49;6;85;1;1;stop;stop;1.0;True;66
49;7;66;1;1;stop;stop;1.0;True;24
49;8;52;1;1;stop;stop;1.0;True;54
49;9;61;1;1;stop;stop;1.0;True;28
50;0;100;111;111;stop;stop;1.0;True;143
50;1;114;111;111;stop;stop;1.0;True;53
50;2;107;111;111;stop;stop;1.0;True;137
50;3;84;111;111;stop;stop;1.0;True;170
50;4;86;111;111;stop;stop;1.0;True;102
50;5;108;111;111;stop;stop;1.0;True;81
50;6;85;111;111;stop;stop;1.0;True;140
50;7;90;111;111;stop;stop;1.0;True;145
50;8;98;111;111;stop;stop;1.0;True;135
50;9;74;111;111;stop;stop;1.0;True;86
51;0;65;1;1;stop;stop;1.0;True;91
51;1;80;1;1;stop;stop;1.0;True;63
51;2;86;1;1;stop;stop;1.0;True;83
51;3;45;1;1;stop;stop;1.0;True;45
51;4;69;1;1;stop;stop;1.0;True;83
51;5;60;1;1;stop;stop;1.0;True;50
51;6;83;1;1;stop;stop;1.0;True;71
51;7;55;1;1;stop;stop;1.0;True;64
51;8;47;1;1;stop;stop;1.0;True;57
51;9;57;1;1;stop;stop;1.0;True;66
52;0;158;27;27;stop;stop;0.9;True;408
52;1;124;27;27;stop;stop;0.9;True;807
52;2;267;27;27;stop;stop;0.9;True;489
52;3;147;27;27;stop;stop;0.9;True;436
52;4;170;27;27;stop;stop;0.9;True;468
52;5;147;27;27;stop;stop;0.9;True;504
52;6;173;27;27;stop;stop;0.9;True;456
52;7;125;27;27;stop;stop;0.9;True;413
52;8;243;27;87;stop;stop;0.1;False;722
52;9;256;27;27;stop;stop;0.9;True;384
53;0;84;4;4;stop;stop;1.0;True;57
53;1;54;4;4;stop;stop;1.0;True;54
53;2;73;4;4;stop;stop;1.0;True;27
53;3;89;4;4;stop;stop;1.0;True;27
53;4;66;4;4;stop;stop;1.0;True;58
53;5;75;4;4;stop;stop;1.0;True;28
53;6;89;4;4;stop;stop;1.0;True;20
53;7;89;4;4;stop;stop;1.0;True;18
53;8;54;4;4;stop;stop;1.0;True;48
53;9;76;4;4;stop;stop;1.0;True;52
54;0;60;17;17;stop;stop;1.0;True;114
54;1;59;17;17;stop;stop;1.0;True;141
54;2;117;17;17;stop;stop;1.0;True;120
54;3;78;17;17;stop;stop;1.0;True;118
54;4;121;17;17;stop;stop;1.0;True;138
54;5;59;17;17;stop;stop;1.0;True;273
54;6;59;17;17;stop;stop;1.0;True;208
54;7;61;17;17;stop;stop;1.0;True;101
54;8;90;17;17;stop;stop;1.0;True;162
54;9;60;17;17;stop;stop;1.0;True;187
55;0;44;13;13;stop;stop;1.0;True;59
55;1;69;13;13;stop;stop;1.0;True;64
55;2;44;13;13;stop;stop;1.0;True;56
55;3;44;13;13;stop;stop;1.0;True;59
55;4;38;13;13;stop;stop;1.0;True;62
55;5;58;13;13;stop;stop;1.0;True;29
55;6;62;13;13;stop;stop;1.0;True;37
55;7;40;13;13;stop;stop;1.0;True;80
55;8;69;13;13;stop;stop;1.0;True;63
55;9;49;13;13;stop;stop;1.0;True;65
56;0;63;10;10;stop;stop;1.0;True;66
56;1;68;10;10;stop;stop;1.0;True;35
56;2;65;10;10;stop;stop;1.0;True;26
56;3;70;10;10;stop;stop;1.0;True;33
56;4;57;10;10;stop;stop;1.0;True;69
56;5;103;10;10;stop;stop;1.0;True;30
56;6;70;10;10;stop;stop;1.0;True;37
56;7;56;10;10;stop;stop;1.0;True;52
56;8;51;10;10;stop;stop;1.0;True;42
56;9;112;10;10;stop;stop;1.0;True;67
57;0;115;77;77;stop;stop;1.0;True;106
57;1;61;77;77;stop;stop;1.0;True;37
57;2;94;77;77;stop;stop;1.0;True;59
57;3;57;77;77;stop;stop;1.0;True;64
57;4;63;77;77;stop;stop;1.0;True;99
57;5;96;77;77;stop;stop;1.0;True;101
57;6;49;77;77;stop;stop;1.0;True;56
57;7;101;77;77;stop;stop;1.0;True;57
57;8;100;77;77;stop;stop;1.0;True;71
57;9;52;77;77;stop;stop;1.0;True;42
58;0;103;1092;1092;stop;stop;1.0;True;104
58;1;143;1092;1092;stop;stop;1.0;True;81
58;2;111;1092;1092;stop;stop;1.0;True;60
58;3;178;1092;1092;stop;stop;1.0;True;67
58;4;124;1092;1092;stop;stop;1.0;True;92
58;5;173;1092;1092;stop;stop;1.0;True;72
58;6;134;1092;1092;stop;stop;1.0;True;91
58;7;163;1092;1092;stop;stop;1.0;True;94
58;8;154;1092;1092;stop;stop;1.0;True;96
58;9;93;1092;1092;stop;stop;1.0;True;76
59;0;147;5;5;stop;stop;1.0;True;90
59;1;109;5;5;stop;stop;1.0;True;44
59;2;164;5;5;stop;stop;1.0;True;66
59;3;129;5;5;stop;stop;1.0;True;79
59;4;133;5;5;stop;stop;1.0;True;68
59;5;163;5;5;stop;stop;1.0;True;74
59;6;124;5;5;stop;stop;1.0;True;90
59;7;178;5;5;stop;stop;1.0;True;72
59;8;90;5;5;stop;stop;1.0;True;51
59;9;165;5;5;stop;stop;1.0;True;90
60;0;83;7;7;stop;stop;1.0;True;112
60;1;117;7;7;stop;stop;1.0;True;115
60;2;113;7;7;stop;stop;1.0;True;114
60;3;84;7;7;stop;stop;1.0;True;31
60;4;127;7;7;stop;stop;1.0;True;86
60;5;77;7;7;stop;stop;1.0;True;57
60;6;80;7;7;stop;stop;1.0;True;63
60;7;139;7;7;stop;stop;1.0;True;65
60;8;89;7;7;stop;stop;1.0;True;54
60;9;91;7;7;stop;stop;1.0;True;45
61;0;100;45;45;stop;stop;1.0;True;58
61;1;115;45;45;stop;stop;1.0;True;41
61;2;114;45;45;stop;stop;1.0;True;44
61;3;103;45;45;stop;stop;1.0;True;65
61;4;117;45;45;stop;stop;1.0;True;61
61;5;100;45;45;stop;stop;1.0;True;63
61;6;103;45;45;stop;stop;1.0;True;49
61;7;95;45;45;stop;stop;1.0;True;65
61;8;115;45;45;stop;stop;1.0;True;67
61;9;103;45;45;stop;stop;1.0;True;66
62;0;69;10;0;stop;stop;1.0;False;83
62;1;76;10;0;stop;stop;1.0;False;95
62;2;76;10;0;stop;stop;1.0;False;82
62;3;75;10;0;stop;stop;1.0;False;63
62;4;67;10;0;stop;stop;1.0;False;103
62;5;81;10;0;stop;stop;1.0;False;86
62;6;79;10;0;stop;stop;1.0;False;112
62;7;84;10;0;stop;stop;1.0;False;65
62;8;58;10;0;stop;stop;1.0;False;115
62;9;76;10;0;stop;stop;1.0;False;110
63;0;52;52;52;stop;stop;1.0;True;180
63;1;48;52;52;stop;stop;1.0;True;212
63;2;46;52;52;stop;stop;1.0;True;147
63;3;61;52;52;stop;stop;1.0;True;150
63;4;54;52;52;stop;stop;1.0;True;228
63;5;55;52;52;stop;stop;1.0;True;77
63;6;58;52;52;stop;stop;1.0;True;269
63;7;38;52;52;stop;stop;1.0;True;264
63;8;51;52;52;stop;stop;1.0;True;454
63;9;48;52;52;stop;stop;1.0;True;61
64;0;61;2;2;stop;stop;1.0;True;112
64;1;62;2;2;stop;stop;1.0;True;85
64;2;79;2;2;stop;stop;1.0;True;83
64;3;107;2;2;stop;stop;1.0;True;99
64;4;78;2;2;stop;stop;1.0;True;119
64;5;93;2;2;stop;stop;1.0;True;164
64;6;76;2;2;stop;stop;1.0;True;112
64;7;64;2;2;stop;stop;1.0;True;92
64;8;87;2;2;stop;stop;1.0;True;87
64;9;130;2;2;stop;stop;1.0;True;77
65;0;122;6;6;stop;stop;1.0;True;69
65;1;119;6;6;stop;stop;1.0;True;58
65;2;160;6;6;stop;stop;1.0;True;50
65;3;98;6;6;stop;stop;1.0;True;67
65;4;132;6;6;stop;stop;1.0;True;106
65;5;132;6;6;stop;stop;1.0;True;48
65;6;117;6;6;stop;stop;1.0;True;58
65;7;114;6;6;stop;stop;1.0;True;54
65;8;142;6;6;stop;stop;1.0;True;78
65;9;131;6;6;stop;stop;1.0;True;71
66;0;72;16;16;stop;stop;1.0;True;24
66;1;88;16;16;stop;stop;1.0;True;74
66;2;83;16;16;stop;stop;1.0;True;66
66;3;50;16;16;stop;stop;1.0;True;66
66;4;62;16;16;stop;stop;1.0;True;65
66;5;76;16;16;stop;stop;1.0;True;84
66;6;71;16;16;stop;stop;1.0;True;67
66;7;77;16;16;stop;stop;1.0;True;68
66;8;75;16;16;stop;stop;1.0;True;61
66;9;77;16;16;stop;stop;1.0;True;63
67;0;135;469;469;stop;stop;1.0;True;103
67;1;112;469;469;stop;stop;1.0;True;101
67;2;148;469;469;stop;stop;1.0;True;149
67;3;146;469;469;stop;stop;1.0;True;187
67;4;111;469;469;stop;stop;1.0;True;78
67;5;151;469;469;stop;stop;1.0;True;133
67;6;114;469;469;stop;stop;1.0;True;114
67;7;110;469;469;stop;stop;1.0;True;109
67;8;135;469;469;stop;stop;1.0;True;89
67;9;152;469;469;stop;stop;1.0;True;138
68;0;152;12518;12518;stop;stop;1.0;True;127
68;1;162;12518;12518;stop;stop;1.0;True;141
68;2;172;12518;12518;stop;stop;1.0;True;63
68;3;147;12518;12518;stop;stop;1.0;True;66
68;4;152;12518;12518;stop;stop;1.0;True;75
68;5;156;12518;12518;stop;stop;1.0;True;134
68;6;160;12518;12518;stop;stop;1.0;True;59
68;7;141;12518;12518;stop;stop;1.0;True;139
68;8;163;12518;12518;stop;stop;1.0;True;58
68;9;131;12518;12518;stop;stop;1.0;True;142
69;0;96;1;1;stop;stop;1.0;True;64
69;1;146;1;1;stop;stop;1.0;True;52
69;2;105;1;1;stop;stop;1.0;True;40
69;3;112;1;1;stop;stop;1.0;True;56
69;4;179;1;1;stop;stop;1.0;True;43
69;5;62;1;1;stop;stop;1.0;True;34
69;6;154;1;1;stop;stop;1.0;True;77
69;7;74;1;1;stop;stop;1.0;True;40
69;8;102;1;1;stop;stop;1.0;True;34
69;9;139;1;1;stop;stop;1.0;True;84
70;0;116;2;2;stop;stop;1.0;True;127
70;1;175;2;2;stop;stop;1.0;True;113
70;2;94;2;2;stop;stop;1.0;True;168
70;3;96;2;2;stop;stop;1.0;True;146
70;4;145;2;2;stop;stop;1.0;True;128
70;5;134;2;2;stop;stop;1.0;True;124
70;6;103;2;2;stop;stop;1.0;True;151
70;7;143;2;2;stop;stop;1.0;True;124
70;8;175;2;2;stop;stop;1.0;True;68
70;9;148;2;2;stop;stop;1.0;True;147
71;0;64;131;131;stop;stop;1.0;True;76
71;1;62;131;131;stop;stop;1.0;True;46
71;2;85;131;131;stop;stop;1.0;True;82
71;3;59;131;131;stop;stop;1.0;True;40
71;4;134;131;131;stop;stop;1.0;True;80
71;5;64;131;131;stop;stop;1.0;True;82
71;6;66;131;131;stop;stop;1.0;True;50
71;7;52;131;131;stop;stop;1.0;True;47
71;8;53;131;131;stop;stop;1.0;True;62
71;9;58;131;131;stop;stop;1.0;True;74
72;0;65;92;92;stop;stop;0.8;True;401
72;1;82;92;92;stop;stop;0.8;True;245
72;2;111;92;92;stop;stop;0.8;True;266
72;3;59;92;92;stop;stop;0.8;True;198
72;4;96;92;92;stop;stop;0.8;True;250
72;5;270;92;92;stop;stop;0.8;True;302
72;6;119;92;92;stop;stop;0.8;True;312
72;7;216;92;37;stop;stop;0.2;False;293
72;8;64;92;92;stop;stop;0.8;True;407
72;9;215;92;37;stop;stop;0.2;False;299
73;0;97;640;640;stop;stop;1.0;True;123
73;1;102;640;640;stop;stop;1.0;True;107
73;2;85;640;640;stop;stop;1.0;True;119
73;3;108;640;640;stop;stop;1.0;True;78
73;4;95;640;640;stop;stop;1.0;True;99
73;5;142;640;640;stop;stop;1.0;True;105
73;6;181;640;640;stop;stop;1.0;True;95
73;7;99;640;640;stop;stop;1.0;True;132
73;8;98;640;640;stop;stop;1.0;True;98
73;9;97;640;640;stop;stop;1.0;True;111
74;0;58;42;42;stop;stop;1.0;True;89
74;1;41;42;42;stop;stop;1.0;True;211
74;2;84;42;42;stop;stop;1.0;True;204
74;3;82;42;42;stop;stop;1.0;True;221
74;4;93;42;42;stop;stop;1.0;True;158
74;5;108;42;42;stop;stop;1.0;True;125
74;6;97;42;42;stop;stop;1.0;True;153
74;7;92;42;42;stop;stop;1.0;True;362
74;8;43;42;42;stop;stop;1.0;True;149
74;9;72;42;42;stop;stop;1.0;True;117
75;0;110;7;252;stop;stop;1.0;False;62
75;1;106;7;252;stop;stop;1.0;False;58
75;2;92;7;252;stop;stop;1.0;False;46
75;3;70;7;252;stop;stop;1.0;False;65
75;4;91;7;252;stop;stop;1.0;False;66
75;5;112;7;252;stop;stop;1.0;False;41
75;6;97;7;252;stop;stop;1.0;False;40
75;7;131;7;252;stop;stop;1.0;False;48
75;8;114;7;252;stop;stop;1.0;False;62
75;9;89;7;252;stop;stop;1.0;False;65
76;0;190;25;25;stop;stop;1.0;True;85
76;1;130;25;25;stop;stop;1.0;True;34
76;2;114;25;25;stop;stop;1.0;True;19
76;3;141;25;25;stop;stop;1.0;True;44
76;4;130;25;25;stop;stop;1.0;True;44
76;5;93;25;25;stop;stop;1.0;True;51
76;6;70;25;25;stop;stop;1.0;True;41
76;7;169;25;25;stop;stop;1.0;True;41
76;8;163;25;25;stop;stop;1.0;True;33
76;9;127;25;25;stop;stop;1.0;True;42
77;0;59;1;1;stop;stop;1.0;True;89
77;1;63;1;1;stop;stop;1.0;True;55
77;2;88;1;1;stop;stop;1.0;True;55
77;3;47;1;1;stop;stop;1.0;True;23
77;4;85;1;1;stop;stop;1.0;True;59
77;5;65;1;1;stop;stop;1.0;True;47
