confidence_per_choice;id
[0, 0, 0, 0];('conceptual_physics', 7)
[0, 0, 0, 0];('conceptual_physics', 8)
[0, 0, 0, 0];('conceptual_physics', 9)
[0, 0, 0, 0];('conceptual_physics', 10)
[0, 0, 0, 0];('conceptual_physics', 11)
[0, 0, 0, 0];('conceptual_physics', 12)
[0, 0, 0, 0];('conceptual_physics', 13)
[0, 0, 0, 0];('conceptual_physics', 14)
[0, 0, 0, 0];('conceptual_physics', 15)
[0, 0, 0, 0];('conceptual_physics', 16)
[0, 0, 0, 0];('conceptual_physics', 17)
[0, 0, 0, 0];('conceptual_physics', 18)
[0, 0, 0, 0];('conceptual_physics', 19)
[0, 0, 0, 0];('conceptual_physics', 20)
[0, 0, 0, 0];('conceptual_physics', 21)
[0, 0, 0, 0];('conceptual_physics', 22)
[0, 0, 0, 0];('conceptual_physics', 23)
[0, 0, 0, 0];('conceptual_physics', 24)
[0, 0, 0, 0];('conceptual_physics', 25)
[0, 0, 0, 0];('conceptual_physics', 26)
[0, 0, 0, 0];('conceptual_physics', 27)
[0, 0, 0, 0];('conceptual_physics', 28)
[0, 0, 0, 0];('conceptual_physics', 29)
[0, 0, 0, 0];('conceptual_physics', 30)
[0.005202018908968388, 0, 0, 0];('conceptual_physics', 31)
[0, 0, 0, 0];('conceptual_physics', 32)
[0, 0, 0, 0];('conceptual_physics', 33)
[0, 0, 0, 0];('conceptual_physics', 34)
[0, 0, 0, 0];('conceptual_physics', 35)
[0, 0, 0, 0];('conceptual_physics', 36)
[0, 0, 0, 0];('conceptual_physics', 37)
[0, 0, 0, 0];('conceptual_physics', 38)
[0, 0, 0, 0];('conceptual_physics', 39)
[0, 0, 0, 0];('conceptual_physics', 40)
[0, 0, 0, 0];('conceptual_physics', 41)
[0, 0, 0, 0];('conceptual_physics', 42)
[0, 0, 0, 0];('conceptual_physics', 43)
[0, 0, 0, 0];('conceptual_physics', 44)
[0, 0, 0, 0];('conceptual_physics', 45)
[0, 0, 0, 0];('conceptual_physics', 46)
[0, 0, 0, 0];('conceptual_physics', 47)
[0, 0, 0, 0];('conceptual_physics', 48)
[0, 0, 0, 0];('conceptual_physics', 49)
[0, 0, 0, 0];('conceptual_physics', 50)
[0, 0, 0, 0];('conceptual_physics', 51)
[0, 0, 0, 0];('conceptual_physics', 52)
[0, 0, 0, 0];('conceptual_physics', 53)
[0, 0, 0, 0];('conceptual_physics', 54)
[0, 0, 0, 0];('conceptual_physics', 55)
[0, 0, 0, 0];('conceptual_physics', 56)
[0, 0, 0, 0];('conceptual_physics', 57)
[0, 0, 0, 0];('conceptual_physics', 58)
[0, 0, 0, 0];('conceptual_physics', 59)
[0, 0, 0, 0];('conceptual_physics', 60)
[0, 0, 0, 0];('conceptual_physics', 61)
[0, 0, 0, 0];('conceptual_physics', 62)
[0, 0, 0, 0];('conceptual_physics', 63)
[0, 0, 0, 0];('conceptual_physics', 64)
[0.009235064362707924, 0, 0, 0];('conceptual_physics', 65)
[0, 0, 0, 0];('conceptual_physics', 66)
[0, 0, 0, 0];('conceptual_physics', 67)
[0, 0, 0, 0];('conceptual_physics', 68)
[0, 0, 0, 0];('conceptual_physics', 69)
[0, 0, 0, 0];('conceptual_physics', 70)
[0, 0, 0, 0];('conceptual_physics', 71)
[0, 0, 0, 0];('conceptual_physics', 72)
[0, 0, 0, 0];('conceptual_physics', 73)
[0, 0, 0, 0];('conceptual_physics', 74)
[0.005666120133915554, 0, 0, 0.01199517641762864];('conceptual_physics', 75)
[0, 0, 0, 0];('conceptual_physics', 76)
[0, 0, 0, 0];('conceptual_physics', 77)
[0, 0, 0, 0];('conceptual_physics', 78)
[0, 0, 0, 0];('conceptual_physics', 79)
[0, 0, 0, 0];('conceptual_physics', 80)
[0, 0, 0, 0];('conceptual_physics', 81)
[0, 0, 0, 0];('conceptual_physics', 82)
[0, 0, 0, 0];('conceptual_physics', 83)
[0, 0, 0, 0];('conceptual_physics', 84)
[0, 0, 0, 0];('conceptual_physics', 85)
[0, 0, 0, 0];('conceptual_physics', 86)
[0, 0, 0, 0];('conceptual_physics', 87)
[0, 0, 0, 0];('conceptual_physics', 88)
[0, 0, 0, 0];('conceptual_physics', 89)
[0, 0, 0, 0];('conceptual_physics', 90)
[0, 0, 0, 0];('conceptual_physics', 91)
[0.007318081790504745, 0, 0, 0.014553743462244653];('conceptual_physics', 92)
[0, 0, 0, 0];('conceptual_physics', 93)
[0, 0, 0, 0];('conceptual_physics', 94)
[0, 0, 0, 0];('conceptual_physics', 95)
[0, 0, 0, 0];('conceptual_physics', 96)
[0, 0, 0, 0];('conceptual_physics', 97)
[0, 0, 0, 0];('conceptual_physics', 98)
[0, 0, 0, 0];('conceptual_physics', 99)
[0, 0, 0, 0];('conceptual_physics', 100)
[0, 0, 0, 0];('conceptual_physics', 101)
[0, 0, 0, 0];('conceptual_physics', 102)
[0, 0, 0, 0];('conceptual_physics', 103)
[0, 0, 0, 0];('conceptual_physics', 104)
[0, 0, 0, 0];('conceptual_physics', 105)
[0, 0, 0, 0];('conceptual_physics', 106)
[0, 0, 0, 0];('conceptual_physics', 107)
[0, 0, 0, 0];('conceptual_physics', 108)
[0, 0, 0, 0];('conceptual_physics', 109)
[0, 0, 0, 0];('conceptual_physics', 110)
[0, 0, 0, 0];('conceptual_physics', 111)
[0, 0, 0, 0];('conceptual_physics', 112)
[0, 0, 0, 0];('conceptual_physics', 113)
[0, 0, 0, 0];('conceptual_physics', 114)
[0, 0, 0, 0];('conceptual_physics', 115)
[0, 0, 0, 0];('conceptual_physics', 116)
[0, 0, 0, 0];('conceptual_physics', 117)
[0, 0, 0, 0];('conceptual_physics', 118)
[0, 0, 0, 0];('conceptual_physics', 119)
[0, 0, 0, 0];('conceptual_physics', 120)
[0, 0, 0, 0];('conceptual_physics', 121)
[0, 0, 0, 0];('conceptual_physics', 122)
[0, 0, 0, 0];('conceptual_physics', 123)
[0, 0, 0, 0];('conceptual_physics', 124)
[0, 0, 0, 0];('conceptual_physics', 125)
[0, 0, 0, 0];('conceptual_physics', 126)
[0, 0, 0, 0];('conceptual_physics', 127)
[0, 0, 0, 0];('conceptual_physics', 128)
[0, 0, 0, 0];('conceptual_physics', 129)
[0, 0, 0, 0];('conceptual_physics', 130)
[0, 0, 0, 0];('conceptual_physics', 131)
[0, 0, 0, 0];('conceptual_physics', 132)
[0, 0, 0, 0];('conceptual_physics', 133)
[0, 0, 0, 0];('conceptual_physics', 134)
[0, 0, 0, 0];('conceptual_physics', 135)
[0, 0, 0, 0];('conceptual_physics', 136)
[0, 0, 0, 0];('conceptual_physics', 137)
[0, 0, 0, 0];('conceptual_physics', 138)
[0, 0, 0, 0];('conceptual_physics', 139)
[0, 0, 0, 0];('conceptual_physics', 140)
[0, 0, 0, 0];('conceptual_physics', 141)
[0, 0, 0, 0];('conceptual_physics', 142)
[0, 0, 0, 0];('conceptual_physics', 143)
[0, 0, 0, 0];('conceptual_physics', 144)
[0, 0, 0, 0];('conceptual_physics', 145)
[0, 0, 0, 0];('conceptual_physics', 146)
[0, 0, 0, 0];('conceptual_physics', 147)
[0, 0, 0, 0];('conceptual_physics', 148)
[0, 0, 0, 0];('conceptual_physics', 149)
[0, 0, 0, 0];('conceptual_physics', 150)
[0, 0, 0, 0];('conceptual_physics', 151)
[0, 0, 0, 0];('conceptual_physics', 152)
[0, 0, 0, 0];('conceptual_physics', 153)
[0, 0, 0, 0];('conceptual_physics', 154)
[0, 0, 0, 0];('conceptual_physics', 155)
[0, 0, 0, 0];('conceptual_physics', 156)
[0, 0, 0, 0];('conceptual_physics', 157)
[0, 0, 0, 0];('conceptual_physics', 158)
[0, 0, 0, 0];('conceptual_physics', 159)
[0, 0, 0, 0];('conceptual_physics', 160)
[0, 0, 0, 0];('conceptual_physics', 161)
[0, 0, 0, 0];('conceptual_physics', 162)
[0, 0, 0, 0];('conceptual_physics', 163)
[0, 0, 0, 0];('conceptual_physics', 164)
[0, 0, 0, 0];('conceptual_physics', 165)
[0, 0, 0, 0];('conceptual_physics', 166)
[0, 0, 0, 0];('conceptual_physics', 167)
[0, 0, 0, 0];('conceptual_physics', 168)
[0, 0, 0, 0];('conceptual_physics', 169)
[0, 0, 0, 0];('conceptual_physics', 170)
[0, 0, 0, 0];('conceptual_physics', 171)
[0, 0, 0, 0];('conceptual_physics', 172)
[0, 0, 0, 0];('conceptual_physics', 173)
[0, 0, 0, 0];('conceptual_physics', 174)
[0, 0, 0, 0];('conceptual_physics', 175)
[0, 0, 0, 0];('conceptual_physics', 176)
[0, 0, 0, 0];('conceptual_physics', 177)
[0, 0, 0, 0];('conceptual_physics', 178)
[0, 0, 0, 0];('conceptual_physics', 179)
[0, 0, 0, 0];('conceptual_physics', 180)
[0, 0, 0, 0];('conceptual_physics', 181)
[0, 0, 0, 0];('conceptual_physics', 182)
[0, 0, 0, 0];('conceptual_physics', 183)
[0, 0, 0, 0];('conceptual_physics', 184)
[0, 0, 0, 0];('conceptual_physics', 185)
[0, 0, 0, 0];('conceptual_physics', 186)
[0, 0, 0, 0];('conceptual_physics', 187)
[0, 0, 0, 0];('conceptual_physics', 188)
[0, 0, 0, 0];('conceptual_physics', 189)
[0, 0, 0, 0];('conceptual_physics', 190)
[0, 0, 0, 0];('conceptual_physics', 191)
[0, 0, 0, 0];('conceptual_physics', 192)
[0, 0, 0, 0];('conceptual_physics', 193)
[0, 0, 0, 0];('conceptual_physics', 194)
[0, 0, 0, 0];('conceptual_physics', 195)
[0, 0, 0, 0];('conceptual_physics', 196)
[0, 0, 0, 0];('conceptual_physics', 197)
[0, 0, 0, 0];('conceptual_physics', 198)
[0, 0, 0, 0];('conceptual_physics', 199)
[0, 0, 0, 0];('conceptual_physics', 200)
[0, 0, 0, 0];('conceptual_physics', 201)
[0, 0, 0, 0];('conceptual_physics', 202)
[0, 0, 0, 0];('conceptual_physics', 203)
[0, 0, 0, 0];('conceptual_physics', 204)
[0, 0, 0, 0];('conceptual_physics', 205)
[0, 0, 0, 0];('conceptual_physics', 206)
[0, 0, 0, 0];('conceptual_physics', 207)
[0, 0, 0, 0];('conceptual_physics', 208)
[0, 0, 0, 0];('conceptual_physics', 209)
[0, 0, 0, 0];('conceptual_physics', 210)
[0, 0, 0, 0];('conceptual_physics', 211)
[0, 0, 0, 0];('conceptual_physics', 212)
[0, 0, 0, 0];('conceptual_physics', 213)
[0, 0, 0, 0];('conceptual_physics', 214)
[0, 0, 0, 0];('conceptual_physics', 215)
[0, 0, 0, 0];('conceptual_physics', 216)
[0, 0, 0, 0];('conceptual_physics', 217)
[0, 0, 0, 0];('conceptual_physics', 218)
[0, 0, 0, 0];('conceptual_physics', 219)
[0, 0, 0, 0];('conceptual_physics', 220)
[0, 0, 0, 0];('conceptual_physics', 221)
[0, 0, 0, 0];('conceptual_physics', 222)
[0, 0, 0, 0];('conceptual_physics', 223)
[0, 0, 0, 0];('conceptual_physics', 224)
[0, 0, 0, 0];('conceptual_physics', 225)
[0, 0, 0, 0];('conceptual_physics', 226)
[0, 0, 0, 0];('conceptual_physics', 227)
[0, 0, 0, 0];('conceptual_physics', 228)
[0, 0, 0, 0];('conceptual_physics', 229)
[0, 0, 0, 0];('conceptual_physics', 230)
[0, 0, 0, 0];('conceptual_physics', 231)
[0, 0, 0, 0];('conceptual_physics', 232)
[0, 0, 0, 0];('conceptual_physics', 233)
[0, 0, 0, 0];('conceptual_physics', 234)
[0, 0, 0, 0];('econometrics', 0)
[0, 0, 0, 0];('econometrics', 1)
[0.013699659607802395, 0, 0, 0];('econometrics', 2)
[0.013594519429731434, 0, 0, 0];('econometrics', 3)
[0, 0, 0, 0];('econometrics', 4)
[0.00489037375665339, 0, 0, 0];('econometrics', 5)
[0, 0, 0, 0];('econometrics', 6)
[0.010261304869851667, 0, 0, 0.007507331016169765];('econometrics', 7)
[0, 0, 0, 0];('econometrics', 8)
[0, 0, 0, 0];('econometrics', 9)
[0, 0, 0, 0];('econometrics', 10)
[0, 0, 0, 0];('econometrics', 11)
[0, 0, 0, 0];('econometrics', 12)
[0.007634515370039402, 0, 0, 0];('econometrics', 13)
[0, 0, 0, 0];('econometrics', 14)
[0, 0, 0, 0];('econometrics', 15)
[0, 0, 0, 0];('econometrics', 16)
[0.008015532525998867, 0, 0, 0];('econometrics', 17)
[0, 0, 0, 0];('econometrics', 18)
[0, 0, 0, 0];('econometrics', 19)
[0, 0, 0, 0];('econometrics', 20)
[0, 0, 0, 0];('econometrics', 21)
[0, 0, 0, 0];('econometrics', 22)
[0, 0, 0, 0];('econometrics', 23)
[0.006918135579082359, 0, 0, 0];('econometrics', 24)
[0, 0, 0, 0];('econometrics', 25)
[0, 0, 0, 0];('econometrics', 26)
[0, 0, 0, 0];('econometrics', 27)
[0, 0, 0, 0];('econometrics', 28)
[0.010247164148768327, 0, 0, 0];('econometrics', 29)
[0.009052698727961203, 0, 0, 0];('econometrics', 30)
[0, 0, 0, 0];('econometrics', 31)
[0, 0, 0, 0];('econometrics', 32)
[0, 0, 0, 0];('econometrics', 33)
[0, 0, 0, 0];('econometrics', 34)
[0, 0, 0, 0];('econometrics', 35)
[0, 0, 0, 0];('econometrics', 36)
[0, 0, 0, 0];('econometrics', 37)
[0, 0, 0, 0];('econometrics', 38)
[0, 0, 0, 0];('econometrics', 39)
[0, 0, 0, 0];('econometrics', 40)
[0, 0, 0, 0];('econometrics', 41)
[0.006856584464806008, 0, 0, 0];('econometrics', 42)
[0.0074158215137174535, 0, 0, 0];('econometrics', 43)
[0, 0, 0, 0];('econometrics', 44)
[0, 0, 0, 0];('econometrics', 45)
[0, 0, 0, 0];('econometrics', 46)
[0, 0, 0, 0];('econometrics', 47)
[0, 0, 0, 0];('econometrics', 48)
[0, 0, 0, 0];('econometrics', 49)
[0, 0, 0, 0];('econometrics', 50)
[0, 0, 0, 0];('econometrics', 51)
[0, 0, 0, 0];('econometrics', 52)
[0, 0, 0.008563655316309688, 0];('econometrics', 53)
[0, 0, 0, 0];('econometrics', 54)
[0, 0, 0, 0];('econometrics', 55)
[0, 0, 0, 0];('econometrics', 56)
[0, 0, 0, 0];('econometrics', 57)
[0, 0, 0, 0];('econometrics', 58)
[0, 0, 0, 0];('econometrics', 59)
[0, 0, 0, 0];('econometrics', 60)
[0, 0, 0, 0];('econometrics', 61)
[0, 0, 0, 0];('econometrics', 62)
[0, 0, 0, 0];('econometrics', 63)
[0, 0, 0, 0];('econometrics', 64)
[0, 0, 0, 0];('econometrics', 65)
[0, 0, 0, 0];('econometrics', 66)
[0, 0, 0, 0];('econometrics', 67)
[0, 0, 0, 0];('econometrics', 68)
[0, 0, 0, 0];('econometrics', 69)
[0, 0, 0, 0];('econometrics', 70)
[0, 0, 0, 0];('econometrics', 71)
[0, 0, 0, 0];('econometrics', 72)
[0, 0, 0, 0];('econometrics', 73)
[0.009879208104975388, 0, 0, 0];('econometrics', 74)
[0, 0, 0, 0];('econometrics', 75)
[0, 0, 0, 0];('econometrics', 76)
[0, 0, 0, 0];('econometrics', 77)
[0, 0, 0, 0];('econometrics', 78)
[0, 0, 0, 0];('econometrics', 79)
[0, 0, 0, 0];('econometrics', 80)
[0, 0, 0, 0];('econometrics', 81)
[0, 0, 0, 0];('econometrics', 82)
[0, 0, 0, 0];('econometrics', 83)
[0, 0, 0, 0];('econometrics', 84)
[0, 0, 0, 0];('econometrics', 85)
[0, 0, 0, 0];('econometrics', 86)
[0, 0, 0, 0];('econometrics', 87)
[0.005589068864351678, 0, 0, 0];('econometrics', 88)
[0, 0, 0, 0];('econometrics', 89)
[0, 0, 0, 0];('econometrics', 90)
[0, 0, 0, 0];('econometrics', 91)
[0, 0, 0, 0];('econometrics', 92)
[0, 0, 0, 0];('econometrics', 93)
[0, 0, 0, 0];('econometrics', 94)
[0, 0, 0, 0];('econometrics', 95)
[0, 0, 0, 0];('econometrics', 96)
[0, 0, 0, 0];('econometrics', 97)
[0, 0, 0, 0];('econometrics', 98)
[0, 0, 0, 0];('econometrics', 99)
[0, 0, 0, 0];('econometrics', 100)
[0, 0, 0, 0];('econometrics', 101)
[0, 0, 0, 0];('econometrics', 102)
[0, 0, 0, 0];('econometrics', 103)
[0, 0, 0, 0];('econometrics', 104)
[0, 0, 0, 0];('econometrics', 105)
[0, 0, 0, 0];('econometrics', 106)
[0, 0, 0, 0];('econometrics', 107)
[0, 0, 0, 0];('econometrics', 108)
[0, 0, 0, 0];('econometrics', 109)
[0, 0, 0, 0];('econometrics', 110)
[0, 0, 0, 0];('econometrics', 111)
[0, 0, 0, 0];('econometrics', 112)
[0, 0, 0, 0];('econometrics', 113)
[0, 0, 0, 0];('electrical_engineering', 0)
[0, 0, 0, 0];('electrical_engineering', 1)
[0, 0, 0, 0];('electrical_engineering', 2)
[0, 0, 0, 0];('electrical_engineering', 3)
[0, 0, 0, 0];('electrical_engineering', 4)
[0, 0, 0, 0];('electrical_engineering', 5)
[0, 0, 0, 0];('electrical_engineering', 6)
[0, 0, 0, 0];('electrical_engineering', 7)
[0, 0, 0, 0];('electrical_engineering', 8)
[0, 0, 0, 0];('electrical_engineering', 9)
[0, 0, 0, 0];('electrical_engineering', 10)
[0, 0, 0, 0];('electrical_engineering', 11)
[0, 0, 0, 0];('electrical_engineering', 12)
[0, 0, 0, 0];('electrical_engineering', 13)
[0, 0, 0, 0];('electrical_engineering', 14)
[0, 0, 0, 0];('electrical_engineering', 15)
[0, 0, 0, 0];('electrical_engineering', 16)
[0, 0, 0, 0];('electrical_engineering', 17)
[0, 0, 0, 0];('electrical_engineering', 18)
[0, 0, 0, 0];('electrical_engineering', 19)
[0, 0, 0, 0];('electrical_engineering', 20)
[0, 0, 0, 0];('electrical_engineering', 21)
[0, 0, 0, 0];('electrical_engineering', 22)
[0, 0, 0, 0];('electrical_engineering', 23)
[0, 0, 0, 0];('electrical_engineering', 24)
[0, 0, 0, 0];('electrical_engineering', 25)
[0, 0, 0, 0];('electrical_engineering', 26)
[0.010018455663048834, 0, 0, 0];('electrical_engineering', 27)
[0, 0, 0, 0];('electrical_engineering', 28)
[0, 0, 0, 0];('electrical_engineering', 29)
[0, 0, 0, 0];('electrical_engineering', 30)
[0.0052852365289996804, 0, 0, 0];('electrical_engineering', 31)
[0, 0, 0, 0];('electrical_engineering', 32)
[0, 0, 0, 0];('electrical_engineering', 33)
[0, 0, 0, 0];('electrical_engineering', 34)
[0, 0, 0, 0];('electrical_engineering', 35)
[0, 0, 0, 0];('electrical_engineering', 36)
[0, 0, 0, 0];('electrical_engineering', 37)
[0, 0, 0, 0];('electrical_engineering', 38)
[0, 0, 0, 0];('electrical_engineering', 39)
[0, 0, 0, 0];('electrical_engineering', 40)
[0, 0, 0, 0];('electrical_engineering', 41)
[0, 0, 0, 0];('electrical_engineering', 42)
[0, 0, 0, 0];('electrical_engineering', 43)
[0.005598033365386, 0, 0, 0];('electrical_engineering', 44)
[0, 0, 0, 0];('electrical_engineering', 45)
[0, 0, 0, 0];('electrical_engineering', 46)
[0, 0, 0, 0];('electrical_engineering', 47)
[0, 0, 0, 0];('electrical_engineering', 48)
[0, 0, 0, 0];('electrical_engineering', 49)
[0, 0, 0, 0];('electrical_engineering', 50)
[0, 0, 0, 0];('electrical_engineering', 51)
[0, 0, 0, 0];('electrical_engineering', 52)
[0, 0, 0, 0];('electrical_engineering', 53)
[0, 0, 0, 0];('electrical_engineering', 54)
[0, 0, 0, 0];('electrical_engineering', 55)
[0, 0, 0, 0];('electrical_engineering', 56)
[0, 0, 0, 0];('electrical_engineering', 57)
[0.007805324558618494, 0, 0, 0];('electrical_engineering', 58)
[0, 0, 0, 0];('electrical_engineering', 59)
[0, 0, 0, 0];('electrical_engineering', 60)
[0, 0, 0, 0];('electrical_engineering', 61)
[0, 0, 0, 0];('electrical_engineering', 62)
[0, 0, 0, 0];('electrical_engineering', 63)
[0, 0, 0, 0];('electrical_engineering', 64)
[0, 0, 0, 0];('electrical_engineering', 65)
[0, 0, 0, 0];('electrical_engineering', 66)
[0, 0, 0, 0];('electrical_engineering', 67)
[0, 0, 0, 0];('electrical_engineering', 68)
[0, 0, 0, 0];('electrical_engineering', 69)
[0, 0, 0, 0];('electrical_engineering', 70)
[0, 0, 0, 0];('electrical_engineering', 71)
[0, 0, 0, 0];('electrical_engineering', 72)
[0, 0, 0, 0];('electrical_engineering', 73)
[0, 0, 0, 0];('electrical_engineering', 74)
[0, 0, 0, 0];('electrical_engineering', 75)
[0, 0, 0, 0];('electrical_engineering', 76)
[0.004512488233752643, 0, 0, 0];('electrical_engineering', 77)
[0, 0, 0, 0];('electrical_engineering', 78)
[0, 0, 0, 0];('electrical_engineering', 79)
[0, 0, 0, 0];('clinical_knowledge', 13)
[0, 0, 0, 0];('clinical_knowledge', 14)
[0, 0, 0, 0];('clinical_knowledge', 15)
[0, 0, 0, 0];('clinical_knowledge', 16)
[0, 0, 0, 0];('clinical_knowledge', 17)
[0, 0, 0, 0];('clinical_knowledge', 18)
[0, 0, 0, 0];('clinical_knowledge', 19)
[0, 0, 0, 0];('clinical_knowledge', 20)
[0, 0, 0, 0];('clinical_knowledge', 21)
[0, 0, 0, 0];('clinical_knowledge', 22)
[0, 0, 0, 0];('clinical_knowledge', 23)
[0, 0, 0, 0];('clinical_knowledge', 24)
[0, 0, 0, 0];('clinical_knowledge', 25)
[0, 0, 0, 0];('clinical_knowledge', 26)
[0, 0, 0, 0];('clinical_knowledge', 27)
[0.01696682740115331, 0, 0, 0.00752898401987174];('clinical_knowledge', 28)
[0, 0, 0, 0];('clinical_knowledge', 29)
[0, 0, 0, 0];('clinical_knowledge', 30)
[0, 0, 0, 0];('clinical_knowledge', 31)
[0, 0, 0, 0];('clinical_knowledge', 32)
[0, 0, 0, 0];('clinical_knowledge', 33)
[0, 0, 0, 0];('clinical_knowledge', 34)
[0, 0, 0, 0];('clinical_knowledge', 35)
[0, 0, 0, 0];('clinical_knowledge', 36)
[0, 0, 0, 0];('clinical_knowledge', 37)
[0, 0, 0, 0];('clinical_knowledge', 38)
[0, 0, 0, 0];('clinical_knowledge', 39)
[0, 0, 0, 0];('clinical_knowledge', 40)
[0, 0, 0, 0];('clinical_knowledge', 41)
[0, 0, 0, 0];('clinical_knowledge', 42)
[0, 0, 0, 0];('clinical_knowledge', 43)
[0, 0, 0, 0];('clinical_knowledge', 44)
[0, 0, 0, 0];('clinical_knowledge', 45)
[0.007968867234452084, 0, 0, 0];('clinical_knowledge', 46)
[0, 0, 0, 0];('clinical_knowledge', 47)
[0, 0, 0, 0];('clinical_knowledge', 48)
[0, 0, 0, 0];('clinical_knowledge', 49)
[0, 0, 0, 0];('clinical_knowledge', 50)
[0, 0, 0, 0];('clinical_knowledge', 51)
[0, 0, 0, 0];('clinical_knowledge', 52)
[0, 0, 0, 0];('clinical_knowledge', 53)
[0, 0, 0, 0];('clinical_knowledge', 54)
[0, 0, 0, 0];('clinical_knowledge', 55)
[0, 0, 0, 0];('clinical_knowledge', 56)
[0, 0, 0, 0];('clinical_knowledge', 57)
[0, 0, 0, 0];('clinical_knowledge', 58)
[0, 0, 0, 0];('clinical_knowledge', 59)
[0, 0, 0, 0];('clinical_knowledge', 60)
[0, 0, 0, 0];('clinical_knowledge', 61)
[0, 0, 0, 0];('clinical_knowledge', 62)
[0, 0, 0, 0];('clinical_knowledge', 63)
[0, 0, 0, 0];('clinical_knowledge', 64)
[0, 0, 0, 0];('clinical_knowledge', 65)
[0, 0, 0, 0];('clinical_knowledge', 66)
[0, 0, 0, 0];('clinical_knowledge', 67)
[0, 0, 0, 0];('clinical_knowledge', 68)
[0, 0, 0, 0];('clinical_knowledge', 69)
[0, 0, 0, 0];('clinical_knowledge', 70)
[0, 0, 0, 0];('clinical_knowledge', 71)
[0, 0, 0, 0];('clinical_knowledge', 72)
[0, 0, 0, 0];('clinical_knowledge', 73)
[0, 0, 0, 0];('clinical_knowledge', 74)
[0, 0, 0, 0];('clinical_knowledge', 75)
[0, 0, 0, 0];('clinical_knowledge', 76)
[0, 0, 0, 0];('clinical_knowledge', 77)
[0, 0, 0, 0];('clinical_knowledge', 78)
