id;amount_answer_tokens;confidence_per_choice;finish_reason
('clinical_knowledge', 190);2;[0.9307320604999852, 0.004884032738848487, 0.059499713530735195, 0.004884032738848487];stop
('clinical_knowledge', 191);2;[0.9861858173913749, 0.006644869049855665, 0.004030316808513016, 0.0031388138864957824];stop
('clinical_knowledge', 192);2;[0.06837041515318372, 0.3934445740001338, 0.3934445740001338, 0.14474017001510542];stop
('clinical_knowledge', 193);2;[0.0051037774652748814, 0.013873505540355477, 0.9726079063121055, 0.008414706467918682];stop
('clinical_knowledge', 194);2;[0.02628819871564437, 0.4112165908967936, 0.15127813867641748, 0.4112165908967936];stop
('clinical_knowledge', 195);2;[0.0014954171022151005, 0.0019201535677937193, 0.9946639696521364, 0.0019201535677937193];stop
('clinical_knowledge', 196);2;[0.9932799796053009, 0.0016921718150477787, 0.004599799895474937, 0.0004278480377488646];stop
('clinical_knowledge', 197);2;[0.008259367875662914, 0.9546531656752969, 0.008259367875662914, 0.028828026497906622];stop
('clinical_knowledge', 198);2;[0.01154085319126712, 0.4907295648965555, 0.006999881299745898, 0.4907295648965555];stop
('clinical_knowledge', 199);2;[0.007603308113550597, 0.2517869845614203, 0.6844279847758069, 0.05618127018847994];stop
('clinical_knowledge', 200);2;[0.9149885857552984, 0.006165143768777103, 0.0037393487172996077, 0.07510684463686076];stop
('clinical_knowledge', 201);2;[0.0009100371570072402, 0.0009100371570072402, 0.9979767096318043, 0.00020305663975907313];stop
('clinical_knowledge', 202);2;[0.14107909594218013, 0.6322726611804373, 0.14107909594218013, 0.08556879713347243];stop
('clinical_knowledge', 203);2;[0.0004866133023937549, 0.0006248238483719392, 0.001924592945361052, 0.9969638068399834];stop
('clinical_knowledge', 204);2;[0.9867564489907412, 0.0040326486320543566, 0.0040326486320543566, 0.0051780233401288464];stop
('clinical_knowledge', 205);2;[0.1400743544812428, 0.1400743544812428, 0.23094356771281482, 0.48890753668461934];stop
('clinical_knowledge', 206);2;[0.008192287698733194, 0.036715286240477533, 0.008192287698733194, 0.946899687606623];stop
('clinical_knowledge', 207);2;[0.07885395605267995, 0.21434727584010804, 0.3533989129942138, 0.3533989129942138];stop
('clinical_knowledge', 208);2;[0.0007090229397702934, 0.998378644906451, 0.0007090229397702934, 0.00020313857019209813];stop
('clinical_knowledge', 209);2;[0.9972704255875023, 0.0006250160487292036, 0.001925184964139866, 0.00017907009607551913];stop
('clinical_knowledge', 210);2;[0.6066618335125138, 0.3679590021028208, 0.014267322222682096, 0.011111401719356873];stop
('clinical_knowledge', 211);2;[0.5256195439029852, 0.009627058906623022, 0.055399898946117646, 0.40935291238927957];stop
('clinical_knowledge', 212);2;[0.03684493668663063, 0.9502433882766724, 0.010556248583923587, 0.0023554174370975056];stop
('college_biology', 48);2;[0.002154135920960192, 0.9847518910343215, 0.010939604869677686, 0.002154135920960192];stop
('college_biology', 49);2;[0.9910364251257898, 0.002456533384791979, 0.002456533384791979, 0.0040501388436915186];stop
('college_biology', 50);2;[0.9960695626767466, 0.002469009556355817, 0.0011662775328204194, 0.00029488128060479015];stop
('college_biology', 51);2;[0.32637825263888476, 0.020864663635586363, 0.32637825263888476, 0.32637825263888476];stop
('college_biology', 52);2;[0.010614830631925481, 0.9555167878248448, 0.028854108098288114, 0.0050140909535323665];stop
('college_biology', 53);2;[0.03189580475159721, 0.024840477717236544, 0.3026189697712234, 0.6406443449403009];stop
('college_biology', 54);2;[0.010951661415890546, 0.0013079894303519132, 0.0019031133915733854, 0.9858370821182099];stop
('college_biology', 55);2;[0.5120561761228508, 0.39878975094102537, 0.06929925936752687, 0.019854570227654914];stop
('college_biology', 56);2;[0.307581581513375, 0.14529125134610238, 0.23954477654095763, 0.307581581513375];stop
('college_biology', 57);2;[0.1782338251922631, 0.004191657803815998, 0.7987886101344661, 0.018785706965959412];stop
('college_biology', 58);2;[0.4282693962108581, 0.5499087899242545, 0.01293261439458021, 0.008888447220132779];stop
('college_biology', 59);2;[0.0013237218960307474, 0.000429749579642655, 0.0005518093830720419, 0.9976946930966839];stop
('college_biology', 60);2;[0.017855834573994395, 0.9748955858827156, 0.0021325753240516673, 0.0051157822573914226];stop
('college_biology', 61);2;[0.008402525485867555, 0.013853422496149768, 0.006543893428171088, 0.9711996721893909];stop
('college_biology', 62);2;[0.9991996738232773, 0.0004877046261781496, 0.0002610493504253764, 5.140366490322755e-05];stop
('college_biology', 63);2;[0.11341170971092958, 0.6526392503922345, 0.14562350045917047, 0.08832512833233881];stop
('college_biology', 64);2;[0.006085910192223458, 0.016543219085154718, 0.07414156416214598, 0.9032290566987337];stop
('college_biology', 65);2;[0.7576979394907035, 0.048438002938109744, 0.13166814319350956, 0.06219562690612841];stop
('college_biology', 66);2;[0.017758805963162635, 0.010771260296545682, 0.0018717643776619542, 0.9695978891756599];stop
('college_biology', 67);2;[0.1693901367499539, 0.04853108093430934, 0.7591539018707889, 0.022924459401734886];stop
('college_biology', 68);2;[0.0007085470709491209, 0.0005518170136981257, 0.0010309299050838445, 0.9977085764703615];stop
('college_biology', 69);2;[0.012880530342626218, 0.426544634611797, 0.012880530342626218, 0.5476941521933331];stop
('college_biology', 70);2;[0.9925601249185488, 0.002787896955609988, 0.0031591011225591725, 0.001492253707023546];stop
('college_biology', 71);2;[0.0019197708848942658, 0.0016941918595912773, 0.9944658688743959, 0.0019197708848942658];stop
('college_biology', 72);2;[0.7710098412114875, 0.004045888448284069, 0.22089802451677873, 0.004045888448284069];stop
('college_biology', 73);2;[0.8275399708119026, 0.14380487766227143, 0.01946187384922994, 0.009193140451856473];stop
('college_biology', 74);2;[0.3499317587691744, 0.2725271277509869, 0.21224434050066943, 0.16529605858439522];stop
('college_biology', 75);2;[0.9972110309170442, 0.0008024886589290551, 0.0014992461929294125, 0.0004867339757121462];stop
('college_biology', 76);2;[0.0005521978896436358, 0.0009104204062911845, 0.9983974192772544, 0.00013961749122173088];stop
('college_biology', 77);2;[0.9367135534580113, 0.05988209626668748, 0.0015958038121159641, 0.0018082826210973491];stop
('college_biology', 78);2;[0.09215333320317101, 0.05589382198243744, 0.5303057862451267, 0.3216467375523224];stop
('college_biology', 79);2;[0.29346207468191016, 0.08407828206999773, 0.48383716467185484, 0.13862166857772013];stop
('college_biology', 80);2;[0.01490379966186563, 0.2993508897749993, 0.63372580085369, 0.05201938459160116];stop
('college_biology', 81);2;[0.003142345097233787, 0.0010201700891083623, 0.008541779576557974, 0.9872955526656645];stop
('college_biology', 82);2;[0.0013242736796162046, 0.00023012425951453923, 0.0003348288218890255, 0.9981106520638166];stop
('college_biology', 83);2;[0.019277075041300253, 0.6383690143845256, 0.3015441886749313, 0.04080956818267641];stop
('college_biology', 84);2;[0.0019196628685981668, 0.0014950349452973518, 0.0021752630099618393, 0.9944098729133825];stop
('college_biology', 85);2;[0.05364046685581681, 0.05364046685581681, 0.05364046685581681, 0.8390781146312528];stop
('college_biology', 86);2;[0.0016684938109720732, 0.9793814747419659, 0.01793799896264755, 0.0010119926518953374];stop
('college_biology', 87);2;[0.0014944398021267274, 0.9940140707623333, 0.0009064235590847413, 0.003584974719642885];stop
('college_biology', 88);2;[0.0006252968568769387, 0.9977184256849926, 0.0010309402284349423, 0.0006252968568769387];stop
('college_biology', 89);2;[0.6100868004946116, 0.37003634958596654, 0.00870242134575282, 0.01117413019467256];stop
('college_biology', 90);2;[0.005088531432005134, 0.0024036520510505644, 0.02280521570288911, 0.9697024631875716];stop
('college_biology', 91);2;[0.0013224531616630778, 0.0009089078797142576, 0.9967384963406469, 0.0010299275578784602];stop
('college_biology', 92);2;[0.0027949861936985006, 0.9950838967381187, 0.0008007769516526249, 0.0013202579932760907];stop
('college_biology', 93);2;[0.008015891811803497, 0.05922988840187903, 0.006242782820048225, 0.9265112648786217];stop
('college_biology', 94);2;[0.0007093161230850891, 0.00020322247175415104, 0.0002956869516597797, 0.9987916069370025];stop
('college_biology', 95);2;[0.02217706774615142, 0.942992968848889, 0.028475918653664348, 0.006353837804438587];stop
('college_biology', 96);2;[0.006425078780505497, 0.9535661291761147, 0.03697377554384457, 0.0030349923146368242];stop
('college_biology', 97);2;[0.003149856483711781, 0.003149856483711781, 0.004044495784004604, 0.9896556156156002];stop
('college_biology', 98);2;[0.005865147400616914, 0.005865147400616914, 0.11780463467502919, 0.8704649505603071];stop
('college_biology', 99);2;[0.00017938339958915893, 0.9990151101827994, 0.0006261095854415843, 0.00017938339958915893];stop
('college_biology', 100);2;[0.0066722665396123345, 0.002454589685939499, 0.0006206174640594424, 0.9902523639454918];stop
('college_biology', 101);2;[0.017867750089200354, 0.00511919610965499, 0.975546241858402, 0.0014666742414841786];stop
('college_biology', 102);2;[0.9966686258447424, 0.0014984307181161586, 0.0014984307181161586, 0.00033434508610458516];stop
('college_biology', 103);2;[0.02040139837717428, 0.675601547983953, 0.2485399125198313, 0.05545675048382669];stop
('college_biology', 104);2;[0.002179739177597603, 0.0010296358811963142, 0.0003342736699169272, 0.9964562322956473];stop
('college_biology', 105);2;[0.0009108707024168937, 0.9988911540408557, 0.00013968661297691112, 5.823004360760531e-05];stop
('college_biology', 106);2;[0.22190529035639703, 0.0233886455297396, 0.46977347537025094, 0.28493203291508695];stop
('college_biology', 107);2;[0.9908835397171999, 0.00404951509581409, 0.0031537655276794884, 0.0019128554860824015];stop
('college_biology', 108);2;[0.6119753002214522, 0.10634536121375182, 0.17533385907340102, 0.10634536121375182];stop
('college_biology', 109);2;[0.03368574421229297, 0.8687667935986546, 0.026234483970876812, 0.07131272105703453];stop
('college_biology', 110);2;[0.12784734005731752, 0.028526597461540026, 0.5729720266066738, 0.2706528210252275];stop
('college_biology', 111);2;[0.9981858323716882, 0.001031423083453384, 0.0004872097663483829, 0.0002955076610017227];stop
('college_biology', 112);2;[0.03709213280362831, 0.9566187524597487, 0.00126922329131296, 0.00501987549566053];stop
('college_biology', 113);2;[0.9667974985271868, 0.003951080197694517, 0.006514229964181018, 0.02273689667876612];stop
('college_biology', 114);2;[0.9945866064366194, 0.0019200034151712854, 0.0024653331852071965, 0.001027703770765922];stop
('college_biology', 115);2;[0.0047974733276169475, 0.035448799550885125, 0.9142364878998729, 0.0455171596144055];stop
('college_biology', 116);2;[0.0066521511286693575, 0.005180700508117025, 0.98726661947778, 0.0009002707571312202];stop
('college_biology', 117);2;[0.006665737942492306, 0.0031486716533700746, 0.9892831880201791, 0.0009021095324282322];stop
('college_biology', 118);2;[0.07548356185719142, 0.9195779473895522, 0.0020115687872271043, 0.0029268153153293843];stop
('college_biology', 119);2;[0.9140177393415962, 0.0047963250830502305, 0.0061586033133334385, 0.07502714767105302];stop
('college_biology', 120);2;[0.025593430576036837, 0.00571066626317882, 0.9603863612930692, 0.008308970384674989];stop
('college_biology', 121);2;[0.0005520378212967661, 0.9981078019115871, 0.0009101564982029345, 0.00042992748751095373];stop
('college_biology', 122);2;[0.08998802523022485, 0.05458049630912538, 0.19050467361725323, 0.6649266261071886];stop
('college_biology', 123);2;[0.9928858986401231, 0.002461117699655732, 0.003160137679818027, 0.00149274334200263];stop
('college_biology', 124);2;[0.17343880075254986, 0.2859522399654503, 0.17343880075254986, 0.36716994407443043];stop
('college_biology', 125);2;[0.10292626330544588, 0.21789490112750945, 0.4612834818121157, 0.21789490112750945];stop
('college_biology', 126);2;[0.008548380447134272, 0.0014854857804132019, 0.0019074014981787764, 0.9880585271077288];stop
('college_biology', 127);2;[0.010841250862999353, 0.9758984060083913, 0.010841250862999353, 0.0024190100412703488];stop
('college_biology', 128);2;[0.002459448301073658, 0.0031579941296080616, 0.9922120315906495, 0.0021704555077644485];stop
('college_biology', 129);2;[0.0227723064283619, 0.968303069291622, 0.0065243734717637895, 0.002400182866786246];stop
('college_biology', 130);2;[0.0008030720392458697, 0.0005519428026704891, 0.9979359878232943, 0.0007087085871867746];stop
('college_biology', 131);2;[0.013825798084833122, 0.003084952540848669, 0.013825798084833122, 0.9692633606127734];stop
('college_biology', 132);2;[0.003979318495134183, 0.013889186284989247, 0.9737070554949595, 0.008424217320306189];stop
('college_biology', 133);2;[0.004777382227861786, 0.43004614074721176, 0.012986271297599881, 0.5521901750678937];stop
('college_biology', 134);2;[0.001919277537943611, 0.9942103417154489, 0.003164353701184604, 0.0007060627481115973];stop
('college_biology', 135);2;[0.513313072423119, 0.03281500489352701, 0.054102796566086776, 0.3997686227639138];stop
('college_biology', 136);2;[0.7576978717472317, 0.048438002938109744, 0.13166814319350956, 0.06219562690612841];stop
('college_biology', 137);2;[0.02284307360206438, 0.003969530033949668, 0.0018750732181387279, 0.9713121261616137];stop
('college_biology', 138);2;[0.7921823322928945, 0.03071623918898937, 0.03944043182372241, 0.1376606498656107];stop
('college_biology', 139);2;[0.9927230437187492, 0.005209331643974028, 0.000905246102514557, 0.001162359003986208];stop
('college_biology', 140);2;[0.9911601963634757, 0.0031546453924590446, 0.00520113096006338, 0.0004837805395680631];stop
('college_biology', 141);2;[0.0011660584403629507, 0.001029042961852928, 0.995882251923148, 0.0019225053535058135];stop
('college_biology', 142);2;[0.006661839098592836, 0.9887047370669114, 0.001486457224952091, 0.003146829969917607];stop
('college_biology', 143);2;[0.10270091841808948, 0.006565450058433022, 0.7588627797553407, 0.1318705895660011];stop
('college_chemistry', 0);2;[0.0016858214300114263, 0.0035688839953401923, 0.005192695572988285, 0.989552414914061];stop
('college_chemistry', 1);2;[0.0008033975996187806, 0.0006256866797007933, 0.998340623037502, 0.00023017737583384267];stop
('college_chemistry', 2);2;[0.06030081311432361, 0.7346143353771813, 0.07742777668572899, 0.12765682236478088];stop
('college_chemistry', 3);2;[0.162806804353765, 0.5682515830030315, 0.2090480747999427, 0.05989327620457141];stop
('college_chemistry', 4);2;[0.07688709055314472, 0.34458403338212173, 0.010405536177248929, 0.5681230253807471];stop
('college_chemistry', 5);2;[0.14253685403821775, 0.23500354311148908, 0.23500354311148908, 0.3874553402178066];stop
('college_chemistry', 6);2;[0.9756017230255841, 0.008440610476661333, 0.010837958384393984, 0.005119489040786763];stop
('college_chemistry', 7);2;[0.0009058108833365245, 0.0016922775209915724, 0.0040595627356425695, 0.9933422004381759];stop
('college_chemistry', 8);2;[0.026100879043308555, 0.3179738013141583, 0.4082864670639664, 0.2476382454596578];stop
('college_chemistry', 9);2;[0.3500131127013894, 0.4494257060947146, 0.1002804357529144, 0.1002804357529144];stop
('college_chemistry', 10);2;[0.12643480868532475, 0.20845578328626058, 0.09846752801161418, 0.5666415677442389];stop
('college_chemistry', 11);2;[0.05762878694676131, 0.25827427380744655, 0.25827427380744655, 0.42582228890096613];stop
('college_chemistry', 12);2;[0.07166097618806094, 0.19479472938164238, 0.32116221375178905, 0.4123804699167891];stop
('college_chemistry', 13);2;[0.34608584919443863, 0.5705991010551877, 0.03647717578850968, 0.04683762084143314];stop
('college_chemistry', 14);2;[0.046819857578877536, 0.010446919828961542, 0.9404019185833384, 0.002331022894493996];stop
('college_chemistry', 15);2;[0.2368827284850197, 0.6439140355067603, 0.08714428577823555, 0.03205859115338176];stop
('college_chemistry', 16);2;[0.01768962155040121, 0.0027127913263611096, 0.013776691115689261, 0.9658206258301956];stop
('college_chemistry', 17);2;[0.1890783155532001, 0.24278136291481403, 0.054171837930449815, 0.5139681493239091];stop
('college_chemistry', 18);2;[0.15840724840806875, 0.261169399883462, 0.027527052227004353, 0.5528956568471595];stop
('college_chemistry', 19);2;[0.023408516702865593, 0.36617076608683724, 0.0067066523227528735, 0.6037135307559297];stop
('college_chemistry', 20);2;[0.002464783083353799, 0.0007061721766007132, 0.002464783083353799, 0.9943642553199342];stop
('college_chemistry', 21);2;[0.2478323911271045, 0.6736783053815406, 0.00748389152363375, 0.07100516887524626];stop
('college_chemistry', 22);2;[0.08554085206590949, 0.2985669461754838, 0.23252417148070478, 0.38336754747216206];stop
('college_chemistry', 23);2;[0.030343217099198523, 0.22420776009565585, 0.13598888064351, 0.6094598619042068];stop
('college_chemistry', 24);2;[0.003163756240550019, 0.0013188498162061658, 0.001494452629061485, 0.9940227867155516];stop
('college_chemistry', 25);2;[0.04158700077862405, 0.6505301249601542, 0.06856537276834027, 0.23931666596772236];stop
('college_chemistry', 26);2;[0.17826748382023797, 0.01139625896332916, 0.798939469549205, 0.01139625896332916];stop
('college_chemistry', 27);2;[0.0650628463407222, 0.48075305022281506, 0.22709164751776167, 0.22709164751776167];stop
('college_chemistry', 28);2;[0.005476674141161162, 0.14124528771624772, 0.04046745246460266, 0.8128104622178383];stop
('college_chemistry', 29);2;[0.015290349379306865, 0.2391813067211224, 0.5063468604826812, 0.2391813067211224];stop
('college_chemistry', 30);2;[0.18503164004844805, 0.6458239009977669, 0.025041309413691686, 0.14410278616271766];stop
('college_chemistry', 31);2;[0.3859497179087797, 0.08611701210027889, 0.3859497179087797, 0.1419829665445577];stop
('college_chemistry', 32);2;[0.02787700969146266, 0.9231597820677081, 0.013168170108220106, 0.035794788985088546];stop
('college_chemistry', 33);2;[0.01381369268157876, 0.01381369268157876, 0.003957689215624817, 0.9684147441317812];stop
('college_chemistry', 34);2;[0.1857568077423669, 0.1126671991460906, 0.05322021646762421, 0.6483549270591972];stop
('college_chemistry', 35);2;[0.027527052227004353, 0.5528956238920113, 0.15840724840806875, 0.261169399883462];stop
('college_chemistry', 36);2;[0.03991487749587748, 0.48626272505222856, 0.29493326899898326, 0.1788860702171569];stop
('college_chemistry', 37);2;[0.17019314616891398, 0.5940324491389427, 0.10322736122440006, 0.1325465555097363];stop
('college_chemistry', 38);2;[0.03507123558860745, 0.15717837322071337, 0.2591433272230335, 0.548606460735718];stop
('college_chemistry', 39);2;[0.48077256475203456, 0.014518075207437964, 0.023936259404127146, 0.48077256475203456];stop
('college_chemistry', 40);2;[0.005156336095184873, 0.982623767013791, 0.001303725934139968, 0.010915963599166911];stop
('college_chemistry', 41);2;[0.22029912790736342, 0.2828696795071984, 0.3632118580975583, 0.13361817538377094];stop
('college_chemistry', 42);2;[0.005192965471654098, 0.9896038954887423, 0.004044285575786978, 0.0011587072173354451];stop
('college_chemistry', 43);2;[0.10153624517445417, 0.16740496716614583, 0.45505388024151733, 0.2760041301876812];stop
('college_chemistry', 44);2;[0.2738295457092496, 0.3516040965307342, 0.10073626025174869, 0.2738295457092496];stop
('college_chemistry', 45);2;[0.06790414742059905, 0.3043253116039255, 0.39076143504085725, 0.2370087909855865];stop
('college_chemistry', 46);2;[0.8390240773756724, 0.0056533010279249726, 0.11354955946195397, 0.04177254848012709];stop
('college_chemistry', 47);2;[0.046440929017897176, 0.3431546297996986, 0.26724909440258326, 0.3431546297996986];stop
('college_chemistry', 48);2;[0.9784825262142555, 0.005134605021330998, 0.013957303525798619, 0.0024254156736128276];stop
