id;confidence_per_choice
('abstract_algebra', 37);[0.9706856360999451, 2.194069034830935e-06, 2.5689907194925033e-09, 0.02931216295076117]
('abstract_algebra', 38);[6.2738769635949385e-09, 0.32082130911852547, 0.6791786964925157, 1.9324901531303826e-08]
('abstract_algebra', 39);[3.850741922767617e-09, 2.061153622438558e-09, 5.211412487888539e-10, 1.0]
('abstract_algebra', 40);[5.211412487888539e-10, 1.2501528663867426e-09, 1.0, 3.331544542166412e-11]
('abstract_algebra', 41);[2.9989608248573072e-09, 0.9999998807907247, 9.931194312156244e-08, 2.215948977336598e-08]
('abstract_algebra', 42);[2.78692605851021e-10, 0.0009110514045295695, 2.4594536143675557e-10, 0.9990889988442552]
('abstract_algebra', 43);[2.335593038799337e-09, 2.510999155743982e-08, 1.0, 1.186112015134383e-08]
('abstract_algebra', 44);[0.0001584362410990077, 6.3477951174530395e-09, 0.9998415959451853, 1.522756887842307e-08]
('abstract_algebra', 45);[4.508729443064196e-12, 0.9999938011552557, 6.144177195963701e-06, 2.6465584951366085e-09]
('abstract_algebra', 46);[1.410841053242273e-09, 0.9959293091194275, 0.004070135999190959, 6.449591438331217e-07]
('abstract_algebra', 47);[1.186069031659762e-08, 0.999964238492877, 3.535625324942473e-05, 3.4662051021651466e-07]
('abstract_algebra', 48);[0.9999974966112362, 5.043462196197153e-07, 1.7603412757721762e-06, 2.382362851497276e-07]
('abstract_algebra', 49);[1.57371021068629e-11, 1.0, 2.9989608248573072e-09, 1.2501528663867426e-09]
('abstract_algebra', 50);[1.3887943864964021e-11, 2.699578503363014e-07, 4.944450501938644e-09, 0.9999997615814777]
('abstract_algebra', 51);[2.1024097920735177e-07, 0.99998879445232, 8.939673916649299e-06, 1.994710872696699e-06]
('abstract_algebra', 52);[0.012279780214412415, 0.6704534223879939, 0.0004201909722180197, 0.316699781345221]
('abstract_algebra', 53);[8.819856287658169e-06, 0.002445500535938904, 0.9865853867482514, 0.010959973023423266]
('abstract_algebra', 54);[5.384940217754036e-13, 1.0, 5.109089028063325e-12, 4.752193062771153e-13]
('abstract_algebra', 55);[0.9958936021176124, 1.2048986473099994e-06, 0.004069990442387482, 3.521229999661354e-05]
('abstract_algebra', 56);[1.2460939359448444e-09, 0.0031724455988159533, 7.460880491121025e-05, 0.9967529454344467]
('abstract_algebra', 57);[7.582560427911907e-10, 1.0, 7.194133030325383e-09, 1.0467401794744658e-08]
('abstract_algebra', 58);[0.7306576288700042, 0.0005188943041073897, 2.279862459713056e-05, 0.2687939041749826]
('abstract_algebra', 59);[0.999995112442896, 6.825564320030807e-08, 2.1724275043135617e-10, 4.78509457496562e-06]
('abstract_algebra', 60);[0.0001584362410990077, 1.1030813897752963e-09, 5.4919188568061044e-11, 0.9998415959451853]
('abstract_algebra', 61);[2.646573638909117e-09, 3.850741922767617e-09, 3.331544542166412e-11, 1.0]
('abstract_algebra', 62);[0.9999996423722521, 3.398267819495071e-09, 3.775134544279098e-11, 3.927863545481039e-07]
('abstract_algebra', 63);[0.9999991655356624, 5.715002286213223e-07, 4.363462252943702e-09, 2.1024318473456359e-07]
('abstract_algebra', 64);[2.510999155743982e-08, 1.0, 1.3887943864964021e-11, 2.5946094982764667e-11]
('abstract_algebra', 65);[4.222819059381988e-06, 3.7266247400798e-06, 6.02352788184049e-08, 0.9999918938339075]
('abstract_algebra', 66);[0.0003353500342255387, 4.942790961303355e-09, 7.989277495346198e-11, 0.9996646575567589]
('abstract_algebra', 67);[0.9966644813511012, 0.003172164241663597, 0.00012299821423272613, 3.993167373132542e-05]
('abstract_algebra', 68);[0.9999972581939645, 2.260322940135999e-06, 1.4449761119935134e-07, 3.9278523077893697e-07]
('abstract_algebra', 69);[0.010986941583869245, 1.3292746010147066e-08, 0.989012942882339, 7.649447176145681e-08]
('abstract_algebra', 70);[4.3982350358406366e-07, 2.119188317452496e-05, 0.6791640016110946, 0.32081434862581293]
('abstract_algebra', 71);[2.129785170955785e-12, 1.0, 6.224144622907783e-11, 7.991959892953932e-11]
('abstract_algebra', 72);[0.14854573652066616, 0.45755308046589444, 0.037558248457695446, 0.3563426973635721]
('abstract_algebra', 73);[7.194133030325383e-09, 0.9999991655356624, 3.4663241069161144e-07, 5.043471815847051e-07]
('abstract_algebra', 74);[2.646573638909117e-09, 5.3157852544244216e-08, 3.1608814543136926e-10, 1.0]
('abstract_algebra', 75);[1.4162386655468315e-09, 0.999738284908726, 0.00020341520829575676, 5.8279432931049045e-05]
('abstract_algebra', 76);[1.0, 3.581747930283181e-10, 7.991959892953932e-11, 1.493094676197164e-10]
('abstract_algebra', 77);[0.9978079077184654, 0.0010310326516119914, 0.000487025339405384, 0.0006253529143674869]
('abstract_algebra', 78);[9.735940331883721e-10, 2.7535687796947383e-05, 2.4616312182926096e-10, 0.9999724634116024]
('abstract_algebra', 79);[1.670143001672819e-05, 1.0467222111426375e-08, 0.9999833109787883, 9.237291091998765e-09]
('abstract_algebra', 80);[3.805298733685131e-09, 0.32082130911852547, 3.610366916363414e-08, 0.6791786964925157]
('abstract_algebra', 81);[2.1444958378736654e-05, 1.5229660210373208e-08, 7.58240134113188e-10, 0.9999785427891018]
('abstract_algebra', 82);[0.0040664249567797595, 3.70809781420902e-06, 0.9950213397710536, 0.0009073420518378396]
('abstract_algebra', 83);[0.9999988079084972, 1.6373755690670415e-07, 1.0677029917933763e-06, 1.955564378838448e-08]
('abstract_algebra', 84);[0.1628764166191506, 6.191401298804126e-05, 0.26853781257540943, 0.5684945197983582]
('abstract_algebra', 85);[1.0, 1.2501528663867426e-09, 5.4927883509546835e-11, 2.172439935079017e-10]
('abstract_algebra', 86);[0.4999986877472098, 2.392552987209871e-06, 1.733159570850556e-07, 0.4999986877472098]
('abstract_algebra', 87);[0.999997854237364, 1.994729895832688e-06, 1.18610975280741e-08, 9.931175369924415e-08]
('abstract_algebra', 88);[0.436684132946434, 5.680078128128936e-06, 0.56071352576747, 0.0025966189253925974]
('abstract_algebra', 89);[0.9999963045256735, 4.139921926206193e-08, 3.7266389560521204e-06, 1.5229921647061352e-08]
('abstract_algebra', 90);[1.0467381829779195e-08, 1.7603429545652396e-06, 1.0261860058738471e-10, 0.9999982118638471]
('abstract_algebra', 91);[5.602796437537268e-09, 1.0, 3.581747930283181e-10, 7.582560427911907e-10]
('abstract_algebra', 92);[0.014049249376152227, 0.984928330782568, 4.712998115781752e-06, 0.0010177242113220764]
('abstract_algebra', 93);[0.0004305562884523909, 0.9995675765499131, 1.7595843032629484e-06, 7.731073873725376e-08]
('abstract_algebra', 94);[0.9999963045256735, 3.6534682768190175e-08, 3.331531833356797e-11, 3.7266389560521204e-06]
('abstract_algebra', 95);[3.650152805745391e-08, 0.9990888798598818, 1.1243262173382379e-07, 0.0009110509701065104]
('abstract_algebra', 96);[5.82076128002023e-05, 0.9985071091017463, 0.0013247997926908457, 0.00010874613730575802]
('abstract_algebra', 97);[9.274448361430511e-10, 0.047425874568977164, 0.9525740412139765, 7.367606897677727e-08]
('abstract_algebra', 98);[0.9623565536401012, 0.0003228346993535115, 5.912923774111982e-06, 0.03731460884882827]
('abstract_algebra', 99);[6.914400106940203e-13, 8.315279260963632e-07, 0.9999991655356624, 7.582560427911907e-10]
('anatomy', 0);[0.999998927117538, 9.422445831379603e-07, 6.825590357542018e-08, 1.7257795071296986e-08]
('anatomy', 1);[4.691164021834418e-08, 1.0, 4.944450501938644e-09, 8.152020714470167e-09]
('anatomy', 2);[1.0, 2.9400777392844726e-11, 3.701011678592672e-13, 2.543665647376923e-13]
('anatomy', 3);[8.480084590019441e-05, 0.00010888644149247009, 8.937943400070645e-06, 0.9997946445681429]
('anatomy', 4);[7.287724095819692e-14, 1.0, 1.2015425731771786e-13, 3.037975385443128e-14]
('anatomy', 5);[0.9999150109971953, 7.484547695748798e-05, 3.2239100149650996e-08, 1.0129233823021006e-05]
('anatomy', 6);[1.0, 5.905303998944039e-10, 1.6586783589142312e-12, 2.543665647376923e-13]
('anatomy', 7);[6.34880011604368e-09, 1.0, 4.944450501938644e-09, 3.398267819495071e-09]
('anatomy', 8);[0.9996646575567589, 0.0003353500342255387, 3.223104580826177e-08, 3.397127235008719e-09]
('anatomy', 9);[7.835041785064389e-13, 3.0988191387218256e-12, 1.783247290814639e-11, 1.0]
('anatomy', 10);[8.151911873977807e-09, 7.889211970310518e-06, 6.144124460294133e-06, 0.999985933501902]
('anatomy', 11);[3.97896253583724e-12, 2.8453348089834e-08, 1.6918979226151304e-10, 1.0]
('anatomy', 12);[2.3355885840133965e-09, 7.734407154916583e-08, 1.3709577789362383e-06, 0.9999985694905718]
('anatomy', 13);[1.4449802461092448e-07, 0.9999996423722521, 1.186112015134383e-08, 2.1024338523818466e-07]
('anatomy', 14);[1.5229950695859287e-08, 5.043471815847051e-07, 0.999998927117538, 6.47594599989589e-07]
('anatomy', 15);[4.944450501938644e-09, 3.850741922767617e-09, 1.0, 1.4166087866431961e-09]
('anatomy', 16);[4.277787868968998e-11, 1.0, 1.162823303022097e-10, 3.775134544279098e-11]
('anatomy', 17);[2.543665647376923e-13, 3.2661313427874473e-13, 1.3887943864964021e-11, 1.0]
('anatomy', 18);[1.493094676197164e-10, 2.9989608248573072e-09, 2.510999155743982e-08, 1.0]
('anatomy', 19);[3.5114221133765118e-12, 6.914400106940203e-13, 1.0, 1.2015425731771786e-13]
('anatomy', 20);[2.289734845645553e-11, 2.5946094982764667e-11, 1.0, 3.5114221133765118e-12]
('anatomy', 21);[0.8175674988842665, 5.023308700590007e-06, 0.182423958803211, 3.4524662139729217e-06]
('anatomy', 22);[1.18610975280741e-08, 0.9999985694905718, 3.850734578067279e-09, 1.3709577789362383e-06]
('anatomy', 23);[1.917171513758312e-10, 8.592166619174109e-10, 1.0, 2.335593038799337e-09]
('anatomy', 24);[0.0002924640267641663, 0.6789764370368326, 5.356665502157558e-06, 0.3207257493970929]
('anatomy', 25);[1.0, 3.331544542166412e-11, 2.129785170955785e-12, 2.129785170955785e-12]
('anatomy', 26);[1.2917800047859961e-12, 1.6586783589142312e-12, 1.0, 2.413362771833214e-12]
('anatomy', 27);[0.9984985517859623, 1.1236616243944415e-07, 1.6349180164298545e-07, 0.001501181950907551]
('anatomy', 28);[3.0988191387218256e-12, 2.5946094982764667e-11, 1.0, 3.5114221133765118e-12]
('anatomy', 29);[4.691164021834418e-08, 1.0, 1.6052280551856116e-09, 2.646573638909117e-09]
('anatomy', 30);[1.2256067444099483e-11, 7.433680672352188e-12, 1.0, 6.560200168153779e-12]
('anatomy', 31);[0.9999994039539004, 8.152020714470167e-09, 5.715002286213223e-07, 6.691586091292782e-10]
('anatomy', 32);[5.789356328730652e-12, 1.0, 1.0815941557285693e-11, 9.545034922840628e-12]
('anatomy', 33);[2.020683909022217e-11, 2.129785170955785e-12, 3.5114221133765118e-12, 1.0]
('anatomy', 34);[8.764114488649052e-08, 1.3007099179970686e-05, 0.9999848606494245, 1.9947032634931005e-06]
('anatomy', 35);[0.9991618273250322, 0.0001233063954988727, 0.0007095789751527311, 5.4177049143755935e-06]
('anatomy', 36);[1.2917800047859961e-12, 6.914400106940203e-13, 1.463778514125909e-12, 1.0]
('anatomy', 37);[4.752193062771153e-13, 3.0988191387218256e-12, 1.0, 8.878265478459658e-13]
('anatomy', 38);[1.0129987330277146e-05, 3.850705199406019e-09, 9.736107461810537e-10, 0.9999898673126559]
('anatomy', 39);[3.0988191387218256e-12, 8.878265478459658e-13, 1.0, 1.5428112031918877e-13]
('anatomy', 40);[3.97896253583724e-12, 6.560200168153779e-12, 1.0, 1.8795288165390832e-12]
('anatomy', 41);[2.335593038799337e-09, 1.0, 1.8189616875530459e-09, 4.5990553786523166e-10]
('anatomy', 42);[5.4927883509546835e-11, 1.0, 7.991959892953932e-11, 7.991959892953932e-11]
('anatomy', 43);[4.599046606658694e-10, 1.3709577789362383e-06, 1.1253496007565217e-07, 0.9999985694905718]
('anatomy', 44);[1.0, 2.172439935079017e-10, 5.4927883509546835e-11, 3.0988191387218256e-12]
('anatomy', 45);[2.8453348089834e-08, 4.691164021834418e-08, 0.9999997615814777, 6.023573837886479e-08]
('anatomy', 46);[4.508755242294825e-12, 1.0, 2.413362771833214e-12, 8.878265478459658e-13]
('anatomy', 47);[6.560200168153779e-12, 7.835041785064389e-13, 1.0, 8.878265478459658e-13]
('anatomy', 48);[1.0, 1.917171513758312e-10, 1.463778514125909e-12, 1.7482341282710566e-13]
('anatomy', 49);[3.059023205018258e-07, 5.3157852544244216e-08, 0.9999996423722521, 4.944450501938644e-09]
('anatomy', 50);[1.917171513758312e-10, 9.056076989672867e-11, 2.9400777392844726e-11, 1.0]
('anatomy', 51);[2.061153622438558e-09, 4.691164021834418e-08, 8.152020714470167e-09, 1.0]
('anatomy', 52);[1.463778514125909e-12, 1.0, 1.783247290814639e-11, 3.97896253583724e-12]
('anatomy', 53);[9.736200313009565e-10, 1.0, 1.3176514270095466e-10, 2.8453348089834e-08]
('anatomy', 54);[7.194133030325383e-09, 1.0, 3.581747930283181e-10, 1.0467401794744658e-08]
('anatomy', 55);[2.7346982915918745e-12, 1.0, 3.2661313427874473e-13, 5.384940217754036e-13]
('anatomy', 56);[1.0, 2.172439935079017e-10, 6.560200168153779e-12, 1.8795288165390832e-12]
('anatomy', 57);[7.835041785064389e-13, 7.835041785064389e-13, 1.0, 3.2661313427874473e-13]
('anatomy', 58);[1.3615261080896538e-13, 1.9810087980489796e-13, 4.1937956583795446e-13, 1.0]
('anatomy', 59);[0.029312225847906822, 0.9706876574940025, 5.8470070794596356e-08, 1.3046436260288314e-08]
('anatomy', 60);[3.2661313427874473e-13, 1.8795288165390832e-12, 3.5114221133765118e-12, 1.0]
('anatomy', 61);[1.57371021068629e-11, 4.8473687062702556e-11, 1.0, 7.991959892953932e-11]
('anatomy', 62);[5.602796437537268e-09, 1.0, 5.905303998944039e-10, 3.1608814543136926e-10]
('anatomy', 63);[3.5114221133765118e-12, 1.2256067444099483e-11, 1.0, 6.914400106940203e-13]
('anatomy', 64);[1.186112015134383e-08, 2.335593038799337e-09, 1.0, 2.9989608248573072e-09]
('anatomy', 65);[4.944450501938644e-09, 0.9999997615814777, 1.1253517471925912e-07, 1.1253517471925912e-07]
('anatomy', 66);[2.289734845645553e-11, 5.4927883509546835e-11, 4.277787868968998e-11, 1.0]
('anatomy', 67);[7.88893359688507e-06, 6.143907662852407e-06, 0.9999505305908489, 3.5355747477782574e-05]
('anatomy', 68);[0.1824081496878782, 4.765569002752168e-05, 0.8174965864334562, 4.765569002752168e-05]
('anatomy', 69);[4.944450501938644e-09, 1.0, 4.8473687062702556e-11, 8.592166619174109e-10]
('anatomy', 70);[0.43782350042481233, 0.5621765025686553, 1.685945709819423e-09, 7.028067336636411e-10]
('anatomy', 71);[1.0, 2.7346982915918745e-12, 3.442477108469977e-14, 0]
('anatomy', 72);[9.056076989672867e-11, 1.2256067444099483e-11, 4.277787868968998e-11, 1.0]
('anatomy', 73);[0.9997915464080549, 0.0002034258781278663, 2.3818721504146774e-07, 4.784118102346641e-06]
('anatomy', 74);[7.484626212190614e-05, 7.193597903156588e-09, 1.8188263862159836e-09, 0.999925142169393]
('anatomy', 75);[2.172340490946969e-10, 4.539785156619626e-05, 0.9999542257282243, 3.9276837462724274e-07]
('anatomy', 76);[1.0, 2.9400777392844726e-11, 5.384940217754036e-13, 6.914400106940203e-13]
('anatomy', 77);[1.0, 5.4927883509546835e-11, 4.752193062771153e-13, 8.878265478459658e-13]
('anatomy', 78);[4.1937956583795446e-13, 1.0603575991523846e-13, 1.0, 1.9810087980489796e-13]
('anatomy', 79);[2.061153622438558e-09, 1.0, 2.335593038799337e-09, 2.646573638909117e-09]
('anatomy', 80);[3.2661313427874473e-13, 1.0, 3.701011678592672e-13, 6.431393941452e-14]
('anatomy', 81);[2.5012384819684433e-06, 0.0004766516840338545, 0.976554495159775, 0.022966358806140088]
('anatomy', 82);[1.1628166493128219e-10, 4.78509457496562e-06, 0.9999948740268748, 3.927844816012785e-07]
('anatomy', 83);[3.2661313427874473e-13, 1.0, 2.8823507934443873e-13, 7.287724095819692e-14]
('anatomy', 84);[5.789356328730652e-12, 1.0, 1.2256067444099483e-11, 4.277787868968998e-11]
('anatomy', 85);[1.3385712751449087e-08, 1.2699998545044274e-07, 0.004070135999190959, 0.9959296639002696]
('anatomy', 86);[1.521911933728984e-08, 0.0007096676293394312, 0.9992865648975358, 3.7239957180012123e-06]
('anatomy', 87);[0.9999185866873171, 6.143714309425926e-06, 7.484576247086885e-05, 3.058775243560126e-07]
('anatomy', 88);[3.850741922767617e-09, 3.6534822137210456e-08, 0.9999998807907247, 1.4449802461092448e-07]
('anatomy', 89);[1.0, 1.1399918530443554e-12, 9.357622968840175e-14, 0]
('anatomy', 90);[3.207356184685782e-08, 0.9947793285969093, 5.685169446412182e-07, 0.005220123379300475]
('anatomy', 91);[0.9990597276034376, 2.7510568366647664e-05, 0.0009110244706916179, 1.7586917962606916e-06]
('anatomy', 92);[1.026187963170189e-10, 1.0, 8.592166619174109e-10, 4.058652126475693e-10]
('anatomy', 93);[1.1399918530443554e-12, 9.237449661970594e-09, 1.2917800047859961e-12, 1.0]
('anatomy', 94);[0.9999991655356624, 8.315279260963632e-07, 5.3157852544244216e-08, 1.2501528663867426e-09]
('anatomy', 95);[2.382369667501818e-07, 1.1253517471925912e-07, 0.9999996423722521, 7.194133030325383e-09]
('anatomy', 96);[0.9999588744847933, 3.5356050939899656e-05, 3.7265003526351983e-06, 1.994651902128037e-06]
('anatomy', 97);[0.9987346467747519, 0.0005523846069112918, 0.0007092758750611657, 3.7219364297209303e-06]
('anatomy', 98);[2.382369667501818e-07, 0.9999997615814777, 1.8189616875530459e-09, 4.363462252943702e-09]
('anatomy', 99);[1.6586783589142312e-12, 1.0, 3.1608814543136926e-10, 3.0988191387218256e-12]
('anatomy', 100);[3.5114221133765118e-12, 2.172439935079017e-10, 1.4166087866431961e-09, 1.0]
('anatomy', 101);[6.023573837886479e-08, 3.6534822137210456e-08, 0.9999994039539004, 4.4508482557577276e-07]
('anatomy', 102);[6.560200168153779e-12, 1.3887943864964021e-11, 1.0, 1.493094676197164e-10]
('anatomy', 103);[3.4553136679299895e-07, 0.0031726679793815044, 4.209433789189327e-06, 0.9968228278758584]
('anatomy', 104);[1.0, 5.905303998944039e-10, 9.056076989672867e-11, 2.129785170955785e-12]
('anatomy', 105);[9.931137485569145e-08, 4.785090011545999e-06, 0.9999945164027223, 6.47591512025264e-07]
('anatomy', 106);[6.691586091292782e-10, 4.944450501938644e-09, 1.0, 1.103256032343554e-09]
('anatomy', 107);[6.011958128040144e-08, 0.22270004078932287, 0.7772995421608091, 3.9202928898756795e-07]
('anatomy', 108);[1.463778514125909e-12, 2.413362771833214e-12, 3.0988191387218256e-12, 1.0]
('anatomy', 109);[1.0, 1.2256067444099483e-11, 3.2661313427874473e-13, 8.25807328555592e-14]
('anatomy', 110);[2.172439935079017e-10, 2.510999155743982e-08, 0.9999998807907247, 8.764248219443636e-08]
('anatomy', 111);[1.725183818924159e-08, 1.1474915826209237e-05, 0.00033534619647092274, 0.9996531021278245]
('anatomy', 112);[7.835041785064389e-13, 1.463778514125909e-12, 6.914400106940203e-13, 1.0]
('anatomy', 113);[1.0, 1.2256067444099483e-11, 9.545034922840628e-12, 6.560200168153779e-12]
('anatomy', 114);[1.0, 7.991959892953932e-11, 8.878265478459658e-13, 1.2015425731771786e-13]
('anatomy', 115);[2.413362771833214e-12, 1.0, 3.0988191387218256e-12, 1.006039279283317e-12]
('anatomy', 116);[1.0677029917933763e-06, 5.315775115378354e-08, 8.76423150298272e-08, 0.9999988079084972]
('anatomy', 117);[3.97896253583724e-12, 1.0, 3.0988191387218256e-12, 5.109089028063325e-12]
('anatomy', 118);[7.05287985111216e-11, 1.0, 4.5990553786523166e-10, 1.8189616875530459e-09]
('anatomy', 119);[0.9061038555144288, 0.027361965749272823, 0.002545059267968281, 0.04511225493899447]
('anatomy', 120);[6.914400106940203e-13, 1.006039279283317e-12, 1.0, 1.1399918530443554e-12]
('anatomy', 121);[0.9999785427891018, 2.1444958378736654e-05, 8.591986350235419e-10, 4.691065598328808e-08]
('anatomy', 122);[1.2917800047859961e-12, 6.101936677605324e-13, 1.0, 4.752193062771153e-13]
('anatomy', 123);[1.57371021068629e-11, 1.0, 3.331544542166412e-11, 2.9400777392844726e-11]
('anatomy', 124);[0.05471513849513659, 0.3567875638029863, 0.0002533813598649941, 0.5882432455632627]
('anatomy', 125);[2.8168051900800966e-06, 0.9705358205721012, 0.0001537923523821325, 0.02930764169842314]
('anatomy', 126);[1.2917800047859961e-12, 6.101936677605324e-13, 1.0, 1.0603575991523846e-13]
('anatomy', 127);[1.6052280551856116e-09, 1.103256032343554e-09, 1.0, 1.2501528663867426e-09]
('anatomy', 128);[1.0, 2.5946094982764667e-11, 5.384940217754036e-13, 6.041735480699455e-14]
('anatomy', 129);[0.0002033143575372525, 0.9992431174853167, 5.039659062929868e-07, 0.0005526657235583388]
('anatomy', 130);[1.0, 1.493094676197164e-10, 1.0815941557285693e-11, 5.384940217754036e-13]
('anatomy', 131);[6.914400106940203e-13, 2.2447770550209742e-13, 5.384940217754036e-13, 1.0]
('anatomy', 132);[0.9999997615814777, 1.8553913626159784e-07, 1.026187963170189e-10, 4.508755242294825e-12]
('anatomy', 133);[3.97896253583724e-12, 3.5114221133765118e-12, 1.0, 1.3615261080896538e-13]
('anatomy', 134);[3.0585068843971223e-07, 0.00012338897422615555, 4.53922668850356e-05, 0.9998308706266454]
('astronomy', 0);[1.0, 5.905303998944039e-10, 5.789356328730652e-12, 2.129785170955785e-12]
('astronomy', 1);[5.789356328730652e-12, 2.129785170955785e-12, 3.775134544279098e-11, 1.0]
('astronomy', 2);[4.508755242294825e-12, 9.056076989672867e-11, 1.0, 1.6918979226151304e-10]
('astronomy', 3);[3.3958510121131555e-09, 1.2090067042761081e-06, 0.0007096696597177096, 0.9992890647647493]
('astronomy', 4);[0.9978938448236073, 0.00017918198835021774, 6.462311538218954e-07, 0.0019263879194605707]
('astronomy', 5);[8.423463754468647e-12, 1.493094676197164e-10, 1.0, 1.6052280551856116e-09]
('astronomy', 6);[2.129785170955785e-12, 1.0, 6.914400106940203e-13, 4.277787868968998e-11]
('astronomy', 7);[9.056059716593275e-11, 0.999998927117538, 3.1608754254165217e-10, 1.0677029917933763e-06]
('astronomy', 8);[1.6918979226151304e-10, 2.699578503363014e-07, 4.8473687062702556e-11, 0.9999997615814777]
('astronomy', 9);[2.061153622438558e-09, 4.508755242294825e-12, 3.5114221133765118e-12, 1.0]
('astronomy', 10);[1.0129987330277146e-05, 3.398235411242209e-09, 1.9171532302731664e-10, 0.9999898673126559]
('astronomy', 11);[2.020683909022217e-11, 9.056076989672867e-11, 1.0, 4.277787868968998e-11]
('astronomy', 12);[1.0, 9.545034922840628e-12, 2.8823507934443873e-13, 1.3615261080896538e-13]
('astronomy', 13);[1.2917800047859961e-12, 6.560200168153779e-12, 9.056076989672867e-11, 1.0]
('astronomy', 14);[3.0988191387218256e-12, 1.0, 4.508755242294825e-12, 5.789356328730652e-12]
('astronomy', 15);[2.8823507934443873e-13, 1.7482341282710566e-13, 1.0, 7.287724095819692e-14]
('astronomy', 16);[1.783247290814639e-11, 1.2256067444099483e-11, 1.0, 5.4927883509546835e-11]
('astronomy', 17);[0.9979635309816746, 0.0017001505400816958, 1.5503358769703388e-06, 0.00033477933131153897]
