confidence_per_choice;id
[6.923048608259563e-06, 0, 4.514394773571373e-05, 0];('astronomy', 98)
[3.502785159430329e-07, 0, 0.003423686997801341, 0];('astronomy', 99)
[0, 0, 0, 0];('astronomy', 100)
[3.6236458912135753e-05, 0, 0, 0];('astronomy', 101)
[0.0021709419905791612, 0, 0, 0];('astronomy', 102)
[0, 0, 0, 2.246899008512911e-06];('astronomy', 103)
[0, 0, 8.673566227535647e-06, 0];('astronomy', 104)
[6.838080709404306e-06, 0, 0, 0];('astronomy', 105)
[0, 0, 0, 0];('astronomy', 106)
[0, 0, 0, 0];('astronomy', 107)
[8.162803641646533e-07, 0, 0, 2.7031493184318443e-05];('astronomy', 108)
[0, 1.4216083020469198e-05, 0, 0];('astronomy', 109)
[1.5388051516509145e-06, 2.1242549873867276e-05, 0, 0];('astronomy', 110)
[0, 0, 0, 3.7045773140866245e-06];('astronomy', 111)
[0, 0, 0, 0.0003685190111082837];('astronomy', 112)
[0, 0, 0, 0];('astronomy', 113)
[1.09732438987355e-05, 0, 0, 0];('astronomy', 114)
[0, 3.0106944076250662e-06, 0, 5.336583527526702e-05];('astronomy', 115)
[0, 0, 0, 2.0853029468569795e-05];('astronomy', 116)
[0, 0, 2.3864128713822753e-05, 0];('astronomy', 117)
[9.251415076012748e-07, 0, 0, 0];('astronomy', 118)
[0, 0, 0, 4.130067543052756e-06];('astronomy', 119)
[0, 0.00014800719027314538, 0, 0];('astronomy', 120)
[0, 4.1648425245782855e-06, 0, 0];('astronomy', 121)
[0, 0, 0, 0];('astronomy', 122)
[0, 0, 0, 5.086927508450101e-05];('astronomy', 123)
[0.05083118748762171, 0, 0, 5.9517201529871593e-05];('astronomy', 124)
[0, 0, 0, 0.00019974407712773575];('astronomy', 125)
[0, 0, 0, 1.1271487478751622e-05];('astronomy', 126)
[0, 0, 6.2360493775236865e-06, 0];('astronomy', 127)
[0, 0, 0, 0.0004450935699093331];('astronomy', 128)
[2.5145016552008994e-05, 0, 1.958295858104804e-05, 0];('astronomy', 129)
[5.98735249333309e-05, 0, 0, 0];('astronomy', 130)
[0, 5.694540974344765e-05, 0, 0];('astronomy', 131)
[0, 0, 0.00018724731182438473, 0];('astronomy', 132)
[0.04497001099306099, 9.837154653910513e-05, 0, 0];('astronomy', 133)
[0, 0, 0, 2.358387644548246e-05];('astronomy', 134)
[0, 0, 0, 1.4550640321773485e-05];('astronomy', 135)
[9.840119006958818e-07, 0, 0, 0];('astronomy', 136)
[0, 0, 0, 1.812544479449578e-05];('astronomy', 137)
[0, 0, 0, 6.265094546070858e-05];('astronomy', 138)
[0, 0, 2.9676624637709268e-05, 0];('astronomy', 139)
[3.015760629686182e-06, 0, 0, 0];('astronomy', 140)
[0, 0, 1.5880587101303534e-05, 0];('astronomy', 141)
[0.07709091110738077, 0, 7.887195865957042e-06, 0];('astronomy', 142)
[7.349449470985399e-05, 0, 0, 0];('astronomy', 143)
[4.017753986232436e-06, 3.1290299506660792e-06, 0.9514315122861261, 0];('astronomy', 144)
[1.629809619169643e-06, 0.021773816487743448, 0, 6.115815476219559e-05];('astronomy', 145)
[2.0153591101445082e-05, 3.322765432994533e-05, 0, 0];('astronomy', 146)
[6.80393549326817e-08, 0, 0, 0];('astronomy', 147)
[0, 1.1441619891914151e-05, 0, 1.469133074929782e-05];('astronomy', 148)
[1.318821432723068e-05, 0, 0, 0];('astronomy', 149)
[0, 0, 2.0734858940129263e-05, 0];('astronomy', 150)
[3.965424359733253e-06, 1.2214366925960361e-05, 0, 0];('astronomy', 151)
[8.720236518087445e-06, 0, 0, 0];('business_ethics', 0)
[0, 1.961609872160014e-05, 0, 0];('business_ethics', 1)
[0, 0, 0, 0.0004617551841251713];('business_ethics', 2)
[1.7658268084693016e-07, 0, 0, 0.00028175388296698266];('business_ethics', 3)
[0, 0.00012920353715102054, 0, 0];('business_ethics', 4)
[1.2047423824424139e-06, 7.855907162502545e-06, 0, 0];('business_ethics', 5)
[0, 9.688800797182171e-05, 0, 0];('business_ethics', 6)
[3.953684394732653e-06, 0, 0, 0];('business_ethics', 7)
[0, 1.9396515195154206e-05, 0, 0];('business_ethics', 8)
[0, 0, 9.329258189054776e-07, 0];('business_ethics', 9)
[0, 0, 8.309995815585304e-06, 0];('business_ethics', 10)
[0.004724239627119767, 0, 1.5848050844606465e-06, 0];('business_ethics', 11)
[0, 0, 0, 3.496754268371559e-05];('business_ethics', 12)
[3.5795679358378604e-07, 7.729714429919961e-05, 0, 0];('business_ethics', 13)
[0, 0, 0, 0.00011561623339817505];('business_ethics', 14)
[0, 0.0001531879517293107, 0, 0];('business_ethics', 15)
[2.6899466039157817e-05, 0, 0, 0];('business_ethics', 16)
[0, 0, 1.2741634684599272e-05, 0];('business_ethics', 17)
[0, 0, 3.7923222622644944e-05, 0];('business_ethics', 18)
[0, 0, 0, 1.786860039616257e-05];('business_ethics', 19)
[1.4705320128876291e-05, 0, 0, 0];('business_ethics', 20)
[0, 7.353375548740063e-05, 2.220527008936054e-06, 0];('business_ethics', 21)
[0, 0, 5.32569052992227e-06, 0];('business_ethics', 22)
[4.4151819981445045e-06, 0, 0, 0];('business_ethics', 23)
[0, 0, 0, 0];('business_ethics', 24)
[1.6572816577677337e-07, 5.9003313984266366e-05, 0, 0];('business_ethics', 25)
[0, 4.0542948486975036e-05, 0, 0];('business_ethics', 26)
[0, 0, 4.488814472380859e-06, 0];('business_ethics', 27)
[0, 0, 0, 5.0099823516231684e-05];('business_ethics', 28)
[0.026849817580842407, 0, 0, 0.0006314470355977341];('business_ethics', 29)
[3.923820053384551e-07, 0, 0, 0];('business_ethics', 30)
[2.5894806660851437e-05, 0, 0, 0];('business_ethics', 31)
[0, 0, 0, 0];('business_ethics', 32)
[4.727980124338378e-06, 0, 0, 0];('business_ethics', 33)
[0, 0, 0, 0.00464904585382846];('business_ethics', 34)
[0, 0, 0.0005802612706396228, 0];('business_ethics', 35)
[5.142033191806875e-07, 7.098357866351739e-06, 0, 0];('business_ethics', 36)
[3.6464387849184255e-07, 0, 0, 0.0013957203249453723];('business_ethics', 37)
[0, 0, 1.645602074133618e-05, 0];('business_ethics', 38)
[0.0006796666373433112, 0.00010423025463538749, 0, 0];('business_ethics', 39)
[0, 0, 0, 9.16221259117273e-06];('business_ethics', 40)
[0, 0, 0, 0];('business_ethics', 41)
[3.4438308520009297e-06, 0, 0, 0];('business_ethics', 42)
[2.359230020122917e-06, 0.00019950420287337986, 0, 0];('business_ethics', 43)
[0, 6.24628410830857e-05, 0, 0];('business_ethics', 44)
[1.5564133182576273e-07, 0, 0, 0.0002995552654341615];('business_ethics', 45)
[0, 0, 2.899567685804938e-06, 0];('business_ethics', 46)
[2.029839307486636e-05, 0, 0, 0];('business_ethics', 47)
[0, 0, 0, 0.0015802059681170445];('business_ethics', 48)
[0, 3.586747627398021e-05, 0, 0];('business_ethics', 49)
[1.6949278115336526e-06, 0, 0, 0];('business_ethics', 50)
[0, 3.0092346490069295e-07, 0, 0];('business_ethics', 51)
[0, 0, 0, 0.00016423418588857344];('business_ethics', 52)
[0, 0, 2.7649298537422983e-06, 0];('business_ethics', 53)
[1.1073439541772515e-05, 0, 0, 0];('business_ethics', 54)
[4.457659916887388e-06, 0, 0, 0];('business_ethics', 55)
[0, 0, 2.1816917993984043e-06, 0];('business_ethics', 56)
[1.2261237112607005e-05, 0, 0, 0];('business_ethics', 57)
[0, 0, 3.064261538129333e-05, 5.272353211689641e-07];('business_ethics', 58)
[0, 0, 2.453344418759413e-06, 2.429139927917399e-07];('business_ethics', 59)
[0, 0, 0, 0.0003292569893602482];('business_ethics', 60)
[1.1028027912457839e-05, 0, 0, 0];('business_ethics', 61)
[0, 0, 0, 0];('business_ethics', 62)
[3.627854014608894e-05, 0, 0, 0];('business_ethics', 63)
[2.1628874876790965e-06, 0, 0, 0];('business_ethics', 64)
[0, 0, 0, 0.0006401253445113776];('business_ethics', 65)
[0.012480613266388177, 0, 0, 0.00048392589265828205];('business_ethics', 66)
[6.030707402645381e-06, 0, 0, 0];('business_ethics', 67)
[1.1523326633001128e-06, 0, 0, 0];('business_ethics', 68)
[0, 0, 0, 0];('business_ethics', 69)
[0, 0, 0.024568632251237656, 0];('business_ethics', 70)
[0, 0, 0, 0];('business_ethics', 71)
[2.5556403076901967e-06, 0, 0, 0];('business_ethics', 72)
[8.670295087157973e-07, 0, 0, 0];('business_ethics', 73)
[0, 7.647784567506926e-06, 0, 0];('business_ethics', 74)
[0, 0, 0.00010306732963327309, 0];('business_ethics', 75)
[2.2869397222145365e-05, 0, 0, 0];('business_ethics', 76)
[0, 0, 6.7808234526549186e-06, 0];('business_ethics', 77)
[1.1966051418659251e-05, 0, 0, 0];('business_ethics', 78)
[6.114558506933436e-06, 0, 0, 0];('business_ethics', 79)
[0, 0, 0, 3.273656909007176e-05];('business_ethics', 80)
[0, 0, 2.6542389087768538e-06, 0];('business_ethics', 81)
[0, 0, 0, 8.597536549728127e-06];('business_ethics', 82)
[0, 0, 4.308102983942366e-06, 0];('business_ethics', 83)
[0, 0, 0, 1.8452679279602733e-05];('business_ethics', 84)
[0, 0, 6.818070084826215e-06, 0];('business_ethics', 85)
[2.0155147978516392e-05, 0, 0, 0];('business_ethics', 86)
[7.860208734491417e-06, 0, 0, 0];('business_ethics', 87)
[2.0451917448659375e-07, 0.0003065578418538291, 0, 0];('business_ethics', 88)
[0, 0.00046825737709424805, 0, 0];('business_ethics', 89)
[0, 0, 1.2274387346472424e-05, 0];('business_ethics', 90)
[0, 0, 0, 0];('business_ethics', 91)
[0, 0, 0, 0];('business_ethics', 92)
[0, 0, 0, 0.0004609794745819066];('business_ethics', 93)
[0, 0, 0, 0];('business_ethics', 94)
[5.718663484666358e-06, 0, 0, 0];('business_ethics', 95)
[0, 0, 0.00032820925875169085, 0];('business_ethics', 96)
[6.744719341589777e-06, 0, 0, 0];('business_ethics', 97)
[0, 0, 0, 0.0001878194389783552];('business_ethics', 98)
[0, 0.0004936069714639274, 0, 0];('business_ethics', 99)
[0.00030171215027890134, 0, 0, 0];('clinical_knowledge', 0)
[2.725495016565373e-06, 0, 0, 7.408663577085338e-06];('clinical_knowledge', 1)
[1.0556469052513181e-05, 0, 0, 0];('clinical_knowledge', 2)
[1.5181792395908763e-06, 1.5181792395908763e-06, 0, 0];('clinical_knowledge', 3)
[0.00010229558893801967, 0, 0, 0];('clinical_knowledge', 4)
[0, 0, 0, 0.0005326198792184082];('clinical_knowledge', 5)
[9.373908196165802e-06, 0, 0, 0.00014663259522879602];('clinical_knowledge', 6)
[2.1972319940687756e-05, 0, 0, 0];('clinical_knowledge', 7)
[0.0005397057136137466, 0, 6.7938922920241894e-06, 0];('clinical_knowledge', 8)
[0, 0, 0.00037800529300963587, 0.0002597991090936021];('clinical_knowledge', 9)
[0.00025115263608316914, 0, 8.073288257899545e-06, 0];('clinical_knowledge', 10)
[0.0006191277501826136, 0, 0, 0.0021609681826190797];('clinical_knowledge', 11)
[0, 2.6056271369312407e-05, 0, 0];('clinical_knowledge', 12)
[0, 0, 0, 0];('abstract_algebra', 0)
[0, 0, 0, 0];('abstract_algebra', 1)
[0, 0, 0, 1.984900163992965e-06];('abstract_algebra', 2)
[0, 0, 0, 0];('abstract_algebra', 3)
[0, 0, 0, 0];('abstract_algebra', 4)
[0, 0, 0, 0];('abstract_algebra', 5)
[0, 0, 0, 0];('abstract_algebra', 6)
[5.0015682312248036e-06, 0, 0, 0];('abstract_algebra', 7)
[0, 0, 0, 0];('abstract_algebra', 8)
[0, 0, 0, 0];('abstract_algebra', 9)
[0, 0, 0, 0];('abstract_algebra', 10)
[0, 0, 0, 0];('abstract_algebra', 11)
[0, 0, 0, 0];('abstract_algebra', 12)
[0, 0, 0, 0];('abstract_algebra', 13)
[0, 0, 0, 0];('abstract_algebra', 14)
[0, 0, 0, 0];('abstract_algebra', 15)
[0, 0, 0, 0];('abstract_algebra', 16)
[0, 0, 0, 0];('abstract_algebra', 17)
[1.8735268753110844e-06, 0, 0, 2.01423121409379e-05];('abstract_algebra', 18)
[0, 0, 0, 0];('abstract_algebra', 19)
[0, 0, 0, 0];('abstract_algebra', 20)
[0, 0, 0, 0];('abstract_algebra', 21)
[0, 0, 0, 3.383780257506927e-05];('abstract_algebra', 22)
[1.440373924033003e-07, 0, 0, 5.696789379244702e-07];('abstract_algebra', 23)
[0, 0, 0, 0];('abstract_algebra', 24)
[0, 0, 0, 0];('abstract_algebra', 25)
[5.184792526799195e-06, 0, 0, 0];('abstract_algebra', 26)
[0, 1.7319774013054113e-06, 0, 0];('abstract_algebra', 27)
[0, 0, 0, 0.00022859858087325208];('abstract_algebra', 28)
[8.998960139086871e-06, 0, 0, 0];('abstract_algebra', 29)
[0, 0, 0, 0];('abstract_algebra', 30)
[1.165376328846983e-05, 0, 0, 0];('abstract_algebra', 31)
[0, 0, 0, 0];('abstract_algebra', 32)
[4.1351616346978715e-05, 0, 0.0004445717726119387, 0];('abstract_algebra', 33)
[0, 0, 0, 0.00012703518689005276];('abstract_algebra', 34)
[0, 4.407535637221942e-07, 0, 0];('abstract_algebra', 35)
[0, 0, 0, 0];('abstract_algebra', 36)
[0, 0, 0, 9.914587024124638e-06];('abstract_algebra', 37)
[3.621541933435988e-05, 0, 0, 0];('abstract_algebra', 38)
[0.0003976338532286755, 0, 0, 5.3813890151168475e-05];('abstract_algebra', 39)
[0, 0, 0, 0];('abstract_algebra', 40)
[0, 0, 0, 0];('abstract_algebra', 41)
[0, 0, 0, 0];('abstract_algebra', 42)
[0, 0, 0, 0];('abstract_algebra', 43)
[0, 0, 0, 0];('abstract_algebra', 44)
[0, 0, 2.474208002070342e-05, 0];('abstract_algebra', 45)
[0, 0, 0, 0];('abstract_algebra', 46)
[0, 0, 0, 0];('abstract_algebra', 47)
[0, 0, 0, 0];('abstract_algebra', 48)
[0, 0, 0, 0];('abstract_algebra', 49)
[2.0653607748770218e-05, 0, 0, 0.00011885330642024578];('abstract_algebra', 50)
[0, 0, 0, 0];('abstract_algebra', 51)
[0, 0, 0, 0];('abstract_algebra', 52)
[0, 0, 9.955556098904119e-06, 0];('abstract_algebra', 53)
[0, 1.842955143752914e-07, 0, 0];('abstract_algebra', 54)
[0, 0, 0, 0];('abstract_algebra', 55)
[0, 0, 0, 0];('abstract_algebra', 56)
[1.7633531408388765e-05, 0, 0, 0];('abstract_algebra', 57)
[2.2869004646293154e-05, 0, 0, 0];('abstract_algebra', 58)
[0, 0, 0, 0];('abstract_algebra', 59)
[6.498629939463165e-06, 0, 0, 0.00011519097188541319];('abstract_algebra', 60)
[0, 0, 0, 2.917028731915451e-05];('abstract_algebra', 61)
[0, 0, 0, 0];('abstract_algebra', 62)
[0, 0, 0, 0];('abstract_algebra', 63)
[6.7237442446436685e-06, 0, 0, 0];('abstract_algebra', 64)
[4.372068578293913e-05, 0, 0, 0];('abstract_algebra', 65)
[0, 0, 0, 3.153903681617778e-05];('abstract_algebra', 66)
[0.0030860265723702666, 0, 5.257413452132063e-06, 0];('abstract_algebra', 67)
[0, 0, 0, 0];('abstract_algebra', 68)
[0, 0, 0, 0];('abstract_algebra', 69)
[0, 0, 0, 1.1963295424074086e-06];('abstract_algebra', 70)
[0, 0, 0, 0];('abstract_algebra', 71)
[0, 0, 0, 0];('abstract_algebra', 72)
[0, 5.26412594233467e-08, 0, 0];('abstract_algebra', 73)
[0, 0, 0, 2.1307496330837528e-05];('abstract_algebra', 74)
[0, 0, 0, 0];('abstract_algebra', 75)
[0, 0, 0, 0];('abstract_algebra', 76)
[0, 0, 0, 0];('abstract_algebra', 77)
[0, 0, 0, 2.6346122351941656e-05];('abstract_algebra', 78)
[0, 0, 0, 0];('abstract_algebra', 79)
[0, 0, 0, 0];('abstract_algebra', 80)
[0, 0, 0, 0.00010908548100680575];('abstract_algebra', 81)
[1.2734783154850813e-05, 0, 0, 0];('abstract_algebra', 82)
[0, 0, 0, 0];('abstract_algebra', 83)
[0, 0, 0, 3.0485681583553706e-05];('abstract_algebra', 84)
[0, 0, 0, 0];('abstract_algebra', 85)
[0, 0, 0, 0];('abstract_algebra', 86)
[0, 0, 0, 0];('abstract_algebra', 87)
[0, 0, 0, 0];('abstract_algebra', 88)
[7.621867627378276e-05, 0, 0, 0];('abstract_algebra', 89)
[0, 0, 0, 2.2673385384361028e-05];('abstract_algebra', 90)
[0, 0, 0, 0];('abstract_algebra', 91)
[4.582620355108044e-06, 6.326112265867014e-05, 0, 0];('abstract_algebra', 92)
[0, 0, 0, 0];('abstract_algebra', 93)
[0, 0, 0, 6.962733224538629e-05];('abstract_algebra', 94)
[0, 0, 0, 0];('abstract_algebra', 95)
[0, 0, 0, 0];('abstract_algebra', 96)
[0, 0, 3.4491767895236725e-07, 0];('abstract_algebra', 97)
[0, 0, 0, 0];('abstract_algebra', 98)
[6.325216219009585e-06, 0, 0, 0];('abstract_algebra', 99)
[0.02082076990513895, 0, 0, 0];('anatomy', 0)
[0.10387481511429279, 8.195025485711963e-07, 0, 7.376926851584564e-05];('anatomy', 1)
[4.395496890602529e-07, 0, 0, 0];('anatomy', 2)
[0, 0, 8.857222378916802e-06, 0];('anatomy', 3)
[0, 6.979007374187447e-05, 0, 0];('anatomy', 4)
[0.004653776774371025, 2.573931196061615e-06, 0, 0];('anatomy', 5)
[9.205658674070349e-07, 0, 0, 0];('anatomy', 6)
[0, 5.566485099458414e-05, 0, 0];('anatomy', 7)
[0, 6.426849030578669e-07, 0, 0];('anatomy', 8)
[0, 0, 0, 7.033482804138499e-05];('anatomy', 9)
[0, 0, 0, 0];('anatomy', 10)
[0.00014417298033477354, 0, 0, 0.00034585283566716986];('anatomy', 11)
[0, 0, 0, 0.0002084578258387371];('anatomy', 12)
[1.2488237510952216e-06, 0, 0, 0];('anatomy', 13)
[0, 6.375740740055897e-05, 0, 0];('anatomy', 14)
[8.377180670977637e-07, 0, 4.296674006116983e-05, 0];('anatomy', 15)
[0, 1.754725515251343e-05, 0, 0];('anatomy', 16)
[0, 0, 0, 9.227941460290754e-05];('anatomy', 17)
[0, 0, 0, 0.0003167786657200115];('anatomy', 18)
[0, 0, 7.594712466123077e-06, 0];('anatomy', 19)
[0, 0, 5.345948357385576e-06, 0];('anatomy', 20)
[0, 0, 0, 0];('anatomy', 21)
[0, 5.696767647759285e-07, 0, 0];('anatomy', 22)
[0, 0, 7.3143135970003e-05, 0];('anatomy', 23)
[0, 6.925419251833901e-06, 0, 0];('anatomy', 24)
[7.675568186063251e-07, 0, 0, 0];('anatomy', 25)
[0, 0, 3.700529107097936e-05, 0];('anatomy', 26)
[0.00010638843738642467, 0, 0, 0];('anatomy', 27)
[7.217814906659292e-07, 0, 1.7487164760947836e-05, 0];('anatomy', 28)
[6.233786694289312e-07, 2.1758053486732035e-06, 0, 0];('anatomy', 29)
[0, 9.267159576482749e-07, 2.7082610130912084e-05, 0];('anatomy', 30)
[0, 5.186741066622598e-06, 0, 0];('anatomy', 31)
[0, 0.005410641960786996, 0, 0];('anatomy', 32)
[5.582502598046884e-07, 0, 0, 9.388325826957318e-05];('anatomy', 33)
[0.0034312163822168298, 0, 0, 0];('anatomy', 34)
[4.07581638576433e-06, 0, 0, 0];('anatomy', 35)
[0, 0, 0, 2.1143293122587018e-05];('anatomy', 36)
[0, 0, 1.2742521765468995e-05, 0];('anatomy', 37)
[0, 0, 0, 6.517022227253948e-07];('anatomy', 38)
[0, 0, 5.914768015818813e-06, 0];('anatomy', 39)
[0, 0, 5.8052444406638374e-05, 0];('anatomy', 40)
[5.612155278953078e-07, 0, 0, 0];('anatomy', 41)
[0, 1.7914157376119682e-05, 0, 0];('anatomy', 42)
[0.0001171468757967642, 0, 2.755030452813765e-06, 0];('anatomy', 43)
[3.707118383593191e-06, 0, 0, 0];('anatomy', 44)
[0, 0, 4.192950784716969e-06, 0];('anatomy', 45)
[9.872307653355748e-08, 5.681126221976866e-07, 0, 0];('anatomy', 46)
[0, 0, 4.57076387191298e-05, 0];('anatomy', 47)
[3.4325594700894147e-07, 0, 0, 0];('anatomy', 48)
[0, 0, 0, 0];('anatomy', 49)
[1.1240968530565355e-05, 0, 0, 0.00019925093474027438];('anatomy', 50)
[0, 0, 0, 6.411288085222506e-05];('anatomy', 51)
[0, 5.647219374516565e-07, 0, 0];('anatomy', 52)
[0, 1.8536970140815307e-07, 0, 2.697113240792022e-07];('anatomy', 53)
[0, 6.08444428099851e-06, 0, 0];('anatomy', 54)
[1.6828447856319848e-06, 9.68410310670011e-06, 0, 0];('anatomy', 55)
[9.866482140042241e-06, 0, 0, 0];('anatomy', 56)
[0, 0, 3.658873043535358e-06, 0];('anatomy', 57)
[1.8176369779483584e-07, 0, 0, 1.1245321783812417e-05];('anatomy', 58)
[0, 2.248472381575804e-06, 0, 0];('anatomy', 59)
[0, 0, 0, 3.914248616366349e-05];('anatomy', 60)
[0.0011044200060359535, 0, 9.555100712223565e-06, 0];('anatomy', 61)
[0.00014114515873529186, 9.700755435201603e-05, 0, 0];('anatomy', 62)
[0, 0, 6.0781258495398805e-05, 0];('anatomy', 63)
[4.587224621250245e-06, 0, 5.1980064834397735e-06, 0];('anatomy', 64)
[0, 8.813516469425654e-06, 0, 0];('anatomy', 65)
[1.720940974475764e-08, 0, 0, 2.2539878685776417e-06];('anatomy', 66)
[0, 0, 1.0686437856654087e-05, 0];('anatomy', 67)
[0, 0, 0, 1.1178109312143642e-07];('anatomy', 68)
[5.198383244694557e-06, 0, 0, 0];('anatomy', 69)
[5.643655227169092e-07, 0, 0, 0];('anatomy', 70)
[4.697138616194319e-05, 0, 0, 0];('anatomy', 71)
[0, 0, 0, 1.8104592872157683e-05];('anatomy', 72)
[0, 0, 0, 0];('anatomy', 73)
[0.0005759864608314167, 0, 0, 0];('anatomy', 74)
[1.7658808109787867e-05, 0, 0, 0];('anatomy', 75)
[0.0006473813183966115, 0, 0, 0];('anatomy', 76)
[5.309736022649652e-06, 0, 0, 0];('anatomy', 77)
[0, 0, 5.480746429091612e-06, 0];('anatomy', 78)
[0, 0, 0, 2.8047467774055823e-05];('anatomy', 79)
[0, 5.50695637831927e-05, 0, 0];('anatomy', 80)
[1.1687169058779117e-06, 1.6133639229702424e-05, 0, 0];('anatomy', 81)
[0, 0, 0.007372000821222125, 0];('anatomy', 82)
[0, 0.00011819319785084469, 0, 0];('anatomy', 83)
