id;iter;answer_token_len;correct_answer;extracted_number;finish_reasons;finish_reasons_post;frequency_of_answer;is_correct;reasoning_token_len
27;9;199;400.0;400;stop;stop;1.0;True;729
28;0;227;8.0;8;stop;stop;1.0;True;500
28;1;168;8.0;8;stop;stop;1.0;True;300
28;2;242;8.0;8;stop;stop;1.0;True;759
28;3;162;8.0;8;stop;stop;1.0;True;390
28;4;238;8.0;8;stop;stop;1.0;True;741
28;5;239;8.0;8;stop;stop;1.0;True;320
28;6;217;8.0;8;stop;stop;1.0;True;1058
28;7;216;8.0;8;stop;stop;1.0;True;305
28;8;213;8.0;8;stop;stop;1.0;True;290
28;9;223;8.0;8;stop;stop;1.0;True;364
29;0;452;1000.0;1000;stop;stop;0.8;True;990
29;1;446;1000.0;1000;stop;stop;0.8;True;1127
29;2;444;1000.0;1000;stop;stop;0.8;True;706
29;3;466;1000.0;1000;stop;stop;0.8;True;1177
29;4;454;1000.0;1000;stop;stop;0.8;True;897
29;5;454;1000.0;1000;stop;stop;0.8;True;1100
29;6;441;1000.0;1000;stop;stop;0.8;True;761
29;7;433;1000.0;1000;stop;stop;0.8;True;869
29;8;436;1000.0;;stop;stop;0.0;False;1011
29;9;441;1000.0;;stop;stop;0.0;False;677
11;0;411;5.0;5;stop;stop;0.9;True;706
11;1;403;5.0;5;stop;stop;0.9;True;596
11;2;370;5.0;5;stop;stop;0.9;True;861
11;3;314;5.0;5;stop;stop;0.9;True;609
11;4;282;5.0;;stop;stop;0.0;False;850
11;5;382;5.0;5;stop;stop;0.9;True;672
11;6;375;5.0;5;stop;stop;0.9;True;681
11;7;295;5.0;5;stop;stop;0.9;True;714
11;8;348;5.0;5;stop;stop;0.9;True;897
11;9;246;5.0;5;stop;stop;0.9;True;570
12;0;130;85.0;85;stop;stop;1.0;True;303
12;1;109;85.0;85;stop;stop;1.0;True;550
12;2;123;85.0;85;stop;stop;1.0;True;295
12;3;127;85.0;85;stop;stop;1.0;True;650
12;4;111;85.0;85;stop;stop;1.0;True;389
12;5;135;85.0;85;stop;stop;1.0;True;256
12;6;124;85.0;85;stop;stop;1.0;True;491
12;7;118;85.0;85;stop;stop;1.0;True;669
12;8;132;85.0;85;stop;stop;1.0;True;388
12;9;118;85.0;85;stop;stop;1.0;True;411
14;0;254;5.0;5;stop;stop;1.0;True;627
14;1;207;5.0;5;stop;stop;1.0;True;704
14;2;272;5.0;5;stop;stop;1.0;True;615
14;3;293;5.0;5;stop;stop;1.0;True;713
14;4;440;5.0;5;stop;stop;1.0;True;606
14;5;393;5.0;5;stop;stop;1.0;True;802
14;6;167;5.0;5;stop;stop;1.0;True;765
14;7;284;5.0;5;stop;stop;1.0;True;763
14;8;180;5.0;5;stop;stop;1.0;True;742
14;9;210;5.0;5;stop;stop;1.0;True;777
15;0;485;448000.0;448000;stop;stop;0.8;True;1530
15;1;410;448000.0;448000;stop;stop;0.8;True;1250
15;2;398;448000.0;448000;stop;stop;0.8;True;903
15;3;374;448000.0;;stop;stop;0.0;False;1130
15;4;496;448000.0;448000;stop;stop;0.8;True;1416
15;5;401;448000.0;448000;stop;stop;0.8;True;1117
15;6;487;448000.0;448000;stop;stop;0.8;True;1091
15;7;414;448000.0;448000;stop;stop;0.8;True;946
15;8;426;448000.0;;stop;stop;0.0;False;1326
15;9;475;448000.0;448000;stop;stop;0.8;True;1261
16;0;305;800.0;800;stop;stop;1.0;True;627
16;1;328;800.0;800;stop;stop;1.0;True;516
16;2;316;800.0;800;stop;stop;1.0;True;470
16;3;300;800.0;800;stop;stop;1.0;True;644
16;4;342;800.0;800;stop;stop;1.0;True;536
16;5;326;800.0;800;stop;stop;1.0;True;601
16;6;267;800.0;800;stop;stop;1.0;True;468
16;7;330;800.0;800;stop;stop;1.0;True;770
16;8;317;800.0;800;stop;stop;1.0;True;504
16;9;306;800.0;800;stop;stop;1.0;True;484
17;0;297;43.0;43;stop;stop;0.9;True;778
17;1;277;43.0;;stop;stop;0.0;False;733
17;2;392;43.0;43;stop;stop;0.9;True;903
17;3;354;43.0;43;stop;stop;0.9;True;932
17;4;395;43.0;43;stop;stop;0.9;True;773
17;5;272;43.0;43;stop;stop;0.9;True;1103
17;6;303;43.0;43;stop;stop;0.9;True;841
17;7;374;43.0;43;stop;stop;0.9;True;744
17;8;424;43.0;43;stop;stop;0.9;True;974
17;9;417;43.0;43;stop;stop;0.9;True;735
18;0;332;16.0;16;stop;stop;1.0;True;718
18;1;281;16.0;16;stop;stop;1.0;True;760
18;2;343;16.0;16;stop;stop;1.0;True;822
18;3;291;16.0;16;stop;stop;1.0;True;692
18;4;315;16.0;16;stop;stop;1.0;True;925
18;5;311;16.0;16;stop;stop;1.0;True;1149
18;6;315;16.0;16;stop;stop;1.0;True;779
18;7;287;16.0;16;stop;stop;1.0;True;689
18;8;264;16.0;16;stop;stop;1.0;True;870
18;9;287;16.0;16;stop;stop;1.0;True;976
19;0;308;16.0;16;stop;stop;1.0;True;627
19;1;327;16.0;16;stop;stop;1.0;True;690
19;2;284;16.0;16;stop;stop;1.0;True;775
19;3;357;16.0;16;stop;stop;1.0;True;804
19;4;275;16.0;16;stop;stop;1.0;True;825
19;5;270;16.0;16;stop;stop;1.0;True;476
19;6;312;16.0;16;stop;stop;1.0;True;560
19;7;178;16.0;16;stop;stop;1.0;True;502
19;8;349;16.0;16;stop;stop;1.0;True;806
19;9;352;16.0;16;stop;stop;1.0;True;590
20;0;147;38.0;38;stop;stop;0.9;True;732
20;1;131;38.0;38;stop;stop;0.9;True;503
20;2;208;38.0;38;stop;stop;0.9;True;483
20;3;131;38.0;38;stop;stop;0.9;True;492
20;4;119;38.0;38;stop;stop;0.9;True;511
20;5;159;38.0;38;stop;stop;0.9;True;435
20;6;152;38.0;38;stop;stop;0.9;True;783
20;7;105;38.0;38;stop;stop;0.9;True;401
20;8;123;38.0;;stop;stop;0.0;False;493
20;9;200;38.0;38;stop;stop;0.9;True;676
0;0;96;72.0;72;stop;stop;1.0;True;260
0;1;122;72.0;72;stop;stop;1.0;True;333
0;2;110;72.0;72;stop;stop;1.0;True;317
0;3;96;72.0;72;stop;stop;1.0;True;268
0;4;98;72.0;72;stop;stop;1.0;True;293
0;5;97;72.0;72;stop;stop;1.0;True;303
0;6;96;72.0;72;stop;stop;1.0;True;545
0;7;95;72.0;72;stop;stop;1.0;True;286
0;8;97;72.0;72;stop;stop;1.0;True;287
0;9;100;72.0;72;stop;stop;1.0;True;373
1;0;179;10.0;10;stop;stop;0.6;True;384
1;1;300;10.0;10;stop;stop;0.6;True;339
1;2;128;10.0;10;stop;stop;0.6;True;454
1;3;249;10.0;;stop;stop;0.0;False;669
1;4;197;10.0;;stop;stop;0.0;False;526
1;5;197;10.0;;stop;stop;0.0;False;373
1;6;169;10.0;;stop;stop;0.0;False;471
1;7;277;10.0;10;stop;stop;0.6;True;558
1;8;188;10.0;10;stop;stop;0.6;True;525
1;9;217;10.0;10;stop;stop;0.6;True;623
2;0;185;5.0;5;stop;stop;0.9;True;559
2;1;182;5.0;;stop;stop;0.0;False;576
2;2;157;5.0;5;stop;stop;0.9;True;376
2;3;182;5.0;5;stop;stop;0.9;True;428
2;4;168;5.0;5;stop;stop;0.9;True;290
2;5;170;5.0;5;stop;stop;0.9;True;572
2;6;166;5.0;5;stop;stop;0.9;True;353
2;7;163;5.0;5;stop;stop;0.9;True;562
2;8;171;5.0;5;stop;stop;0.9;True;271
2;9;166;5.0;5;stop;stop;0.9;True;294
3;0;155;42.0;42;stop;stop;1.0;True;391
3;1;156;42.0;42;stop;stop;1.0;True;314
3;2;188;42.0;42;stop;stop;1.0;True;320
3;3;144;42.0;42;stop;stop;1.0;True;512
3;4;148;42.0;42;stop;stop;1.0;True;798
3;5;215;42.0;42;stop;stop;1.0;True;328
3;6;210;42.0;42;stop;stop;1.0;True;413
3;7;148;42.0;42;stop;stop;1.0;True;498
3;8;195;42.0;42;stop;stop;1.0;True;664
3;9;198;42.0;42;stop;stop;1.0;True;328
4;0;246;624.0;624;stop;stop;1.0;True;657
4;1;265;624.0;624;stop;stop;1.0;True;1007
4;2;258;624.0;624;stop;stop;1.0;True;712
4;3;252;624.0;624;stop;stop;1.0;True;789
4;4;176;624.0;624;stop;stop;1.0;True;827
4;5;285;624.0;624;stop;stop;1.0;True;1085
4;6;232;624.0;624;stop;stop;1.0;True;578
4;7;231;624.0;624;stop;stop;1.0;True;1005
4;8;252;624.0;624;stop;stop;1.0;True;942
4;9;196;624.0;624;stop;stop;1.0;True;1010
5;0;242;35.0;35;stop;stop;1.0;True;620
5;1;321;35.0;35;stop;stop;1.0;True;814
5;2;329;35.0;35;stop;stop;1.0;True;713
5;3;392;35.0;35;stop;stop;1.0;True;838
5;4;258;35.0;35;stop;stop;1.0;True;780
5;5;427;35.0;35;stop;stop;1.0;True;911
5;6;230;35.0;35;stop;stop;1.0;True;598
5;7;408;35.0;35;stop;stop;1.0;True;937
5;8;267;35.0;35;stop;stop;1.0;True;572
5;9;324;35.0;35;stop;stop;1.0;True;740
6;0;107;48.0;48;stop;stop;1.0;True;317
6;1;109;48.0;48;stop;stop;1.0;True;402
6;2;122;48.0;48;stop;stop;1.0;True;392
6;3;109;48.0;48;stop;stop;1.0;True;302
6;4;139;48.0;48;stop;stop;1.0;True;329
6;5;111;48.0;48;stop;stop;1.0;True;317
6;6;116;48.0;48;stop;stop;1.0;True;307
6;7;118;48.0;48;stop;stop;1.0;True;319
6;8;109;48.0;48;stop;stop;1.0;True;333
6;9;108;48.0;48;stop;stop;1.0;True;357
7;0;298;16.0;16;stop;stop;1.0;True;2295
7;1;278;16.0;16;stop;stop;1.0;True;1086
7;2;317;16.0;16;stop;stop;1.0;True;1616
7;3;367;16.0;16;stop;stop;1.0;True;2290
7;4;483;16.0;16;stop;stop;1.0;True;2332
7;5;462;16.0;16;stop;stop;1.0;True;1924
7;6;369;16.0;16;stop;stop;1.0;True;1836
7;7;267;16.0;16;stop;stop;1.0;True;1736
7;8;376;16.0;16;stop;stop;1.0;True;2677
7;9;374;16.0;16;stop;stop;1.0;True;2754
8;0;213;41.0;41;stop;stop;1.0;True;1041
8;1;219;41.0;41;stop;stop;1.0;True;758
8;2;259;41.0;41;stop;stop;1.0;True;1465
8;3;179;41.0;41;stop;stop;1.0;True;889
8;4;214;41.0;41;stop;stop;1.0;True;1002
8;5;241;41.0;41;stop;stop;1.0;True;1203
8;6;257;41.0;41;stop;stop;1.0;True;1319
8;7;251;41.0;41;stop;stop;1.0;True;1303
8;8;186;41.0;41;stop;stop;1.0;True;1381
8;9;224;41.0;41;stop;stop;1.0;True;1063
9;0;249;990.0;;stop;length;0.0;False;694
9;1;194;990.0;;stop;length;0.0;False;542
9;2;228;990.0;;stop;length;0.0;False;473
9;3;196;990.0;990.0;stop;length;0.7;True;930
9;4;277;990.0;990.0;stop;length;0.7;True;663
9;5;400;990.0;990.0;stop;length;0.7;True;658
9;6;216;990.0;990.0;stop;length;0.7;True;596
9;7;327;990.0;990.0;stop;length;0.7;True;749
9;8;287;990.0;990.0;stop;length;0.7;True;691
9;9;175;990.0;990.0;stop;length;0.7;True;496
10;0;359;121.0;121;stop;stop;1.0;True;559
10;1;400;121.0;121;stop;stop;1.0;True;849
10;2;372;121.0;121;stop;stop;1.0;True;2466
10;3;388;121.0;121;stop;stop;1.0;True;684
10;4;359;121.0;121;stop;stop;1.0;True;563
10;5;328;121.0;121;stop;stop;1.0;True;800
10;6;462;121.0;121;stop;stop;1.0;True;791
10;7;383;121.0;121;stop;stop;1.0;True;733
10;8;350;121.0;121;stop;stop;1.0;True;612
10;9;347;121.0;121;stop;stop;1.0;True;621
30;0;427;6.0;6;stop;stop;0.9;True;780
30;1;522;6.0;6;stop;stop;0.9;True;891
30;2;435;6.0;6;stop;stop;0.9;True;803
30;3;452;6.0;6;stop;stop;0.9;True;874
30;4;297;6.0;6;stop;stop;0.9;True;780
30;5;434;6.0;6;stop;stop;0.9;True;899
30;6;440;6.0;;stop;stop;0.0;False;690
30;7;370;6.0;6;stop;stop;0.9;True;657
30;8;439;6.0;6;stop;stop;0.9;True;913
30;9;348;6.0;6;stop;stop;0.9;True;554
31;0;251;1200.0;1200;stop;stop;1.0;True;729
31;1;233;1200.0;1200;stop;stop;1.0;True;1411
31;2;225;1200.0;1200;stop;stop;1.0;True;632
31;3;228;1200.0;1200;stop;stop;1.0;True;1051
31;4;201;1200.0;1200;stop;stop;1.0;True;1123
31;5;213;1200.0;1200;stop;stop;1.0;True;683
31;6;369;1200.0;1200;stop;stop;1.0;True;1073
31;7;213;1200.0;1200;stop;stop;1.0;True;577
31;8;174;1200.0;1200;stop;stop;1.0;True;965
31;9;141;1200.0;1200;stop;stop;1.0;True;541
33;0;260;34.0;34;stop;stop;1.0;True;576
33;1;225;34.0;34;stop;stop;1.0;True;582
33;2;109;34.0;34;stop;stop;1.0;True;599
33;3;268;34.0;34;stop;stop;1.0;True;858
33;4;254;34.0;34;stop;stop;1.0;True;729
33;5;251;34.0;34;stop;stop;1.0;True;768
33;6;248;34.0;34;stop;stop;1.0;True;554
33;7;258;34.0;34;stop;stop;1.0;True;584
33;8;236;34.0;34;stop;stop;1.0;True;671
33;9;263;34.0;34;stop;stop;1.0;True;668
34;0;144;5250.0;5250;stop;stop;1.0;True;461
34;1;208;5250.0;5250;stop;stop;1.0;True;438
34;2;131;5250.0;5250;stop;stop;1.0;True;413
34;3;189;5250.0;5250;stop;stop;1.0;True;703
34;4;225;5250.0;5250;stop;stop;1.0;True;447
34;5;164;5250.0;5250;stop;stop;1.0;True;305
34;6;205;5250.0;5250;stop;stop;1.0;True;309
34;7;129;5250.0;5250;stop;stop;1.0;True;303
34;8;163;5250.0;5250;stop;stop;1.0;True;383
34;9;143;5250.0;5250;stop;stop;1.0;True;536
35;0;323;36.0;36;stop;stop;1.0;True;397
35;1;311;36.0;36;stop;stop;1.0;True;368
35;2;272;36.0;36;stop;stop;1.0;True;408
35;3;228;36.0;36;stop;stop;1.0;True;299
35;4;249;36.0;36;stop;stop;1.0;True;368
35;5;309;36.0;36;stop;stop;1.0;True;317
35;6;306;36.0;36;stop;stop;1.0;True;351
35;7;318;36.0;36;stop;stop;1.0;True;465
35;8;252;36.0;36;stop;stop;1.0;True;579
35;9;293;36.0;36;stop;stop;1.0;True;358
36;0;95;15.0;15;stop;stop;1.0;True;442
36;1;117;15.0;15;stop;stop;1.0;True;371
36;2;102;15.0;15;stop;stop;1.0;True;392
36;3;118;15.0;15;stop;stop;1.0;True;407
36;4;96;15.0;15;stop;stop;1.0;True;408
36;5;98;15.0;15;stop;stop;1.0;True;457
36;6;104;15.0;15;stop;stop;1.0;True;340
36;7;254;15.0;15;stop;stop;1.0;True;417
36;8;112;15.0;15;stop;stop;1.0;True;308
36;9;275;15.0;15;stop;stop;1.0;True;302
37;0;279;5.0;5.0;stop;stop;1.0;True;922
37;1;261;5.0;5.0;stop;stop;1.0;True;848
37;2;284;5.0;5.0;stop;stop;1.0;True;700
37;3;267;5.0;5.0;stop;stop;1.0;True;1066
37;4;280;5.0;5.0;stop;stop;1.0;True;905
37;5;277;5.0;5.0;stop;stop;1.0;True;952
37;6;282;5.0;5.0;stop;stop;1.0;True;927
37;7;268;5.0;5.0;stop;stop;1.0;True;1018
37;8;268;5.0;5.0;stop;stop;1.0;True;1017
37;9;251;5.0;5.0;stop;stop;1.0;True;1137
38;0;281;9.0;9;stop;stop;1.0;True;853
38;1;340;9.0;9;stop;stop;1.0;True;649
38;2;288;9.0;9;stop;stop;1.0;True;798
38;3;294;9.0;9;stop;stop;1.0;True;691
38;4;260;9.0;9;stop;stop;1.0;True;966
38;5;298;9.0;9;stop;stop;1.0;True;897
38;6;303;9.0;9;stop;stop;1.0;True;591
38;7;274;9.0;9;stop;stop;1.0;True;870
38;8;245;9.0;9;stop;stop;1.0;True;677
38;9;288;9.0;9;stop;stop;1.0;True;890
39;0;218;15.0;;stop;length;0.0;False;590
39;1;138;15.0;15;stop;length;0.9;True;593
39;2;215;15.0;15;stop;length;0.9;True;448
39;3;232;15.0;15;stop;length;0.9;True;605
39;4;230;15.0;15;stop;length;0.9;True;437
39;5;221;15.0;15;stop;length;0.9;True;479
39;6;222;15.0;15;stop;length;0.9;True;445
39;7;236;15.0;15;stop;length;0.9;True;502
39;8;210;15.0;15;stop;length;0.9;True;1014
39;9;214;15.0;15;stop;length;0.9;True;512
40;0;349;476.0;476;stop;stop;0.9;True;802
40;1;337;476.0;476;stop;stop;0.9;True;696
40;2;393;476.0;476;stop;stop;0.9;True;1027
40;3;390;476.0;476;stop;stop;0.9;True;832
40;4;387;476.0;476;stop;stop;0.9;True;948
40;5;371;476.0;476;stop;stop;0.9;True;1071
40;6;399;476.0;476;stop;stop;0.9;True;1218
40;7;335;476.0;476;stop;stop;0.9;True;922
40;8;471;476.0;;stop;stop;0.0;False;1132
40;9;401;476.0;476;stop;stop;0.9;True;971
83;0;315;54.0;54;stop;stop;1.0;True;627
83;1;269;54.0;54;stop;stop;1.0;True;936
83;2;323;54.0;54;stop;stop;1.0;True;995
83;3;412;54.0;54;stop;stop;1.0;True;922
83;4;317;54.0;54;stop;stop;1.0;True;670
83;5;334;54.0;54;stop;stop;1.0;True;934
83;6;372;54.0;54;stop;stop;1.0;True;728
83;7;342;54.0;54;stop;stop;1.0;True;698
83;8;367;54.0;54;stop;stop;1.0;True;1042
83;9;265;54.0;54;stop;stop;1.0;True;752
84;0;198;90.0;90;stop;stop;1.0;True;438
84;1;290;90.0;90;stop;stop;1.0;True;596
84;2;290;90.0;90;stop;stop;1.0;True;406
84;3;297;90.0;90;stop;stop;1.0;True;725
84;4;206;90.0;90;stop;stop;1.0;True;643
84;5;266;90.0;90;stop;stop;1.0;True;679
84;6;252;90.0;90;stop;stop;1.0;True;647
84;7;288;90.0;90;stop;stop;1.0;True;633
84;8;290;90.0;90;stop;stop;1.0;True;589
84;9;322;90.0;90;stop;stop;1.0;True;681
85;0;270;5.0;5;stop;stop;1.0;True;516
85;1;291;5.0;5;stop;stop;1.0;True;968
85;2;219;5.0;5;stop;stop;1.0;True;2531
85;3;278;5.0;5;stop;stop;1.0;True;2013
85;4;299;5.0;5;stop;stop;1.0;True;1396
85;5;273;5.0;5;stop;stop;1.0;True;2680
85;6;330;5.0;5;stop;stop;1.0;True;2738
85;7;360;5.0;5;stop;stop;1.0;True;666
85;8;346;5.0;5;stop;stop;1.0;True;2119
85;9;302;5.0;5;stop;stop;1.0;True;3135
86;0;191;6.0;6;stop;stop;1.0;True;506
86;1;115;6.0;6;stop;stop;1.0;True;441
86;2;114;6.0;6;stop;stop;1.0;True;339
86;3;115;6.0;6;stop;stop;1.0;True;428
86;4;150;6.0;6;stop;stop;1.0;True;688
86;5;112;6.0;6;stop;stop;1.0;True;536
86;6;116;6.0;6;stop;stop;1.0;True;749
86;7;205;6.0;6;stop;stop;1.0;True;887
86;8;115;6.0;6;stop;stop;1.0;True;462
86;9;192;6.0;6;stop;stop;1.0;True;677
87;0;267;600.0;600;stop;stop;0.9;True;441
87;1;338;600.0;;stop;stop;0.0;False;577
87;2;262;600.0;600;stop;stop;0.9;True;403
87;3;223;600.0;600;stop;stop;0.9;True;494
87;4;198;600.0;600;stop;stop;0.9;True;533
87;5;304;600.0;600;stop;stop;0.9;True;380
87;6;309;600.0;600;stop;stop;0.9;True;724
87;7;242;600.0;600;stop;stop;0.9;True;534
87;8;246;600.0;600;stop;stop;0.9;True;486
87;9;293;600.0;600;stop;stop;0.9;True;631
88;0;103;258.0;258;stop;stop;1.0;True;423
88;1;104;258.0;258;stop;stop;1.0;True;489
88;2;103;258.0;258;stop;stop;1.0;True;513
88;3;180;258.0;258;stop;stop;1.0;True;387
88;4;102;258.0;258;stop;stop;1.0;True;354
88;5;98;258.0;258;stop;stop;1.0;True;775
88;6;91;258.0;258;stop;stop;1.0;True;379
88;7;103;258.0;258;stop;stop;1.0;True;532
88;8;130;258.0;258;stop;stop;1.0;True;475
88;9;105;258.0;258;stop;stop;1.0;True;468
89;0;287;216.0;216;stop;stop;1.0;True;539
89;1;146;216.0;216;stop;stop;1.0;True;530
89;2;252;216.0;216;stop;stop;1.0;True;706
89;3;208;216.0;216;stop;stop;1.0;True;746
89;4;323;216.0;216;stop;stop;1.0;True;511
89;5;248;216.0;216;stop;stop;1.0;True;814
89;6;203;216.0;216;stop;stop;1.0;True;770
89;7;149;216.0;216;stop;stop;1.0;True;529
89;8;311;216.0;216;stop;stop;1.0;True;595
89;9;248;216.0;216;stop;stop;1.0;True;632
90;0;201;90.0;90;stop;stop;1.0;True;1142
90;1;187;90.0;90;stop;stop;1.0;True;563
90;2;200;90.0;90;stop;stop;1.0;True;1419
90;3;291;90.0;90;stop;stop;1.0;True;2111
90;4;126;90.0;90;stop;stop;1.0;True;758
90;5;151;90.0;90;stop;stop;1.0;True;568
90;6;173;90.0;90;stop;stop;1.0;True;1705
90;7;258;90.0;90;stop;stop;1.0;True;599
90;8;149;90.0;90;stop;stop;1.0;True;995
90;9;152;90.0;90;stop;stop;1.0;True;430
91;0;189;10.0;;stop;length;0.0;False;341
91;1;182;10.0;10;stop;length;0.7;True;1106
91;2;183;10.0;;stop;length;0.0;False;550
91;3;322;10.0;10;stop;length;0.7;True;758
91;4;280;10.0;10;stop;length;0.7;True;476
91;5;271;10.0;10;stop;length;0.7;True;682
91;6;292;10.0;10;stop;length;0.7;True;630
91;7;163;10.0;10;stop;length;0.7;True;1503
91;8;205;10.0;10;stop;length;0.7;True;533
91;9;323;10.0;;stop;length;0.0;False;1439
41;0;116;500.0;500;stop;stop;1.0;True;356
41;1;135;500.0;500;stop;stop;1.0;True;381
41;2;156;500.0;500;stop;stop;1.0;True;325
41;3;163;500.0;500;stop;stop;1.0;True;333
41;4;119;500.0;500;stop;stop;1.0;True;252
41;5;122;500.0;500;stop;stop;1.0;True;419
41;6;152;500.0;500;stop;stop;1.0;True;308
41;7;112;500.0;500;stop;stop;1.0;True;317
41;8;146;500.0;500;stop;stop;1.0;True;295
41;9;163;500.0;500;stop;stop;1.0;True;321
42;0;327;99.0;99;stop;stop;1.0;True;987
42;1;346;99.0;99;stop;stop;1.0;True;1031
42;2;351;99.0;99;stop;stop;1.0;True;983
42;3;331;99.0;99;stop;stop;1.0;True;778
42;4;350;99.0;99;stop;stop;1.0;True;1057
42;5;296;99.0;99;stop;stop;1.0;True;846
42;6;321;99.0;99;stop;stop;1.0;True;816
42;7;355;99.0;99;stop;stop;1.0;True;931
42;8;319;99.0;99;stop;stop;1.0;True;1365
42;9;363;99.0;99;stop;stop;1.0;True;948
43;0;381;60.0;;stop;length;0.0;False;1118
43;1;241;60.0;60;stop;length;0.9;True;723
43;2;415;60.0;60;stop;length;0.9;True;1645
43;3;378;60.0;60;stop;length;0.9;True;750
43;4;388;60.0;60;stop;length;0.9;True;828
43;5;407;60.0;60;stop;length;0.9;True;817
43;6;244;60.0;60;stop;length;0.9;True;857
43;7;273;60.0;60;stop;length;0.9;True;781
43;8;263;60.0;60;stop;length;0.9;True;743
43;9;326;60.0;60;stop;length;0.9;True;900
44;0;300;300.0;300;stop;stop;1.0;True;507
44;1;240;300.0;300;stop;stop;1.0;True;594
44;2;261;300.0;300;stop;stop;1.0;True;506
44;3;253;300.0;300;stop;stop;1.0;True;535
44;4;269;300.0;300;stop;stop;1.0;True;695
44;5;318;300.0;300;stop;stop;1.0;True;506
44;6;332;300.0;300;stop;stop;1.0;True;565
44;7;244;300.0;300;stop;stop;1.0;True;614
44;8;286;300.0;300;stop;stop;1.0;True;626
44;9;202;300.0;300;stop;stop;1.0;True;559
45;0;236;99.0;99;stop;stop;0.9;True;690
45;1;267;99.0;99;stop;stop;0.9;True;693
45;2;323;99.0;99;stop;stop;0.9;True;1247
45;3;275;99.0;99;stop;stop;0.9;True;946
45;4;250;99.0;99;stop;stop;0.9;True;571
45;5;302;99.0;99;stop;stop;0.9;True;613
45;6;265;99.0;99;stop;stop;0.9;True;800
