id;attn_entropy;internal_confidence;internal_confidence_examples;max_prob;mink_entropy;pd_entropy;ppl
('abstract_algebra', 46);-1.6913365006317076;0.864450701850748;0.37813461611162474;-11.071011926115993;-28637.535031947107;-212.93297739206275;-7.747982407247931
('abstract_algebra', 47);-1.2825896913919648;0.7672251865335935;0.24179446061821075;-9.774868661990402;-5921.242697709549;-157.76937749659828;-5.886665067174398
('abstract_algebra', 48);-1.4630721402903388;0.7825079640071644;0.4517345235479112;-10.898960035959496;-23575.972122242572;-208.9429522508264;-5.250258948001781
('abstract_algebra', 49);-2.0397431684984513;0.8451277384998614;0.6940100141708522;-10.842518725054545;-12813.414770898573;-182.41012257989908;-9.50650995147176
('abstract_algebra', 50);-1.4309200496645456;0.8468627337620628;0.366339589269604;-10.889329142898534;-21216.256323441143;-172.4593661845176;-6.51793969363906
('abstract_algebra', 51);-1.2668361358030036;0.7064205419320433;0.19594400738174328;-9.768599048976805;-5906.416897993162;-157.9198914002744;-5.781513270963815
('abstract_algebra', 52);-1.3333878420507783;0.7758938731881346;0.2642889751468604;-9.642517210505726;-5190.200986830506;-143.7785924959505;-5.123550429535805
('abstract_algebra', 53);-1.9767660819928703;0.7624399335087132;0.1903835081488492;-10.892529145629204;-27189.27729855984;-258.6931080982127;-8.48211281141135
('abstract_algebra', 54);-1.5518207845943264;0.8618902151535561;0.17034860517959124;-9.687595264823718;-8047.492657998015;-146.77703487388266;-6.898312211522773
('abstract_algebra', 55);-1.4615491046744087;0.847185597492776;0.39675113864084866;-11.352328604700698;-25939.21003957702;-177.80369346778608;-5.918227141340564
('abstract_algebra', 56);-1.5751168519500087;0.813024054473589;0.33110258713982604;-11.07870427173915;-37045.341933185475;-178.87174304195526;-6.444630628058649
('abstract_algebra', 57);-1.6726860279894964;0.8002150047675103;0.20085366508612726;-13.234334951776532;-10412.542356044978;-143.7629759389989;-7.5748280163702555
('abstract_algebra', 58);-2.0110721428018583;0.7987126639223862;0.18550552251123528;-10.898960035959496;-34346.61897459802;-208.13323896336675;-8.741261997366259
('abstract_algebra', 59);-1.4775364109119602;0.8040030262425345;0.4097505080505251;-10.892529145629204;-14106.413958178033;-206.28655452867682;-5.919975833014539
('abstract_algebra', 60);-1.6372240747548357;0.8290766042054809;0.33165266577839686;-12.445877591412263;-40310.52930355874;-186.27431455743437;-6.961238774191955
('abstract_algebra', 61);-1.5340522755799466;0.846880933194023;0.5554495621215306;-10.895739421259453;-21925.467061745865;-185.82018290524232;-4.894962874088302
('abstract_algebra', 62);-1.6978532976704583;0.8239704178235577;0.28876718549027003;-11.598579731025058;-38913.03973136463;-221.42864943914898;-7.0961016527069045
('abstract_algebra', 63);-2.099493562051398;0.8151655937605532;0.653650192904122;-15.249237972318797;-50502.65376505905;-204.16666132287347;-7.703437156559618
('abstract_algebra', 64);-1.5740733016764956;0.8440514730384707;0.6217962241668762;-11.459382600864858;-9063.161496535537;-141.6213125166919;-6.608020687503366
('abstract_algebra', 65);-1.660030328936027;0.8299508671479872;0.3796993259642933;-10.889329142898534;-18455.583634686773;-172.87433920692618;-7.294067672645955
('abstract_algebra', 66);-1.6323566907967073;0.8095099859649039;0.4385924105297335;-10.892529145629204;-13565.055436828588;-217.6297105734839;-5.703258536614016
('abstract_algebra', 67);-1.439162605155247;0.8173875516402088;0.7390577889088975;-9.6434359060228;-2590.664864577147;-167.6502762298174;-5.092009695484525
('abstract_algebra', 68);-1.2542759563959647;0.8209011919972715;0.6095362108413148;-9.641599358215498;-5741.091326489255;-194.90339545322723;-4.815315542034512
('abstract_algebra', 69);-1.7104973061709712;0.8235698333720061;0.3172947169208798;-10.889329142898534;-21940.61513962403;-220.42233678726495;-7.15675437383694
('abstract_algebra', 70);-2.4533203535708745;0.7919329910654483;0.29104918904163146;-15.026094421004586;-20285.299635079893;-195.9018115586863;-8.219185298313823
('abstract_algebra', 71);-1.5267923988570546;0.8337345976683725;0.20204992566872268;-9.677083940141033;-8037.763208378219;-154.12571603464693;-6.865929660920126
('abstract_algebra', 72);-1.2584774343202518;0.8485351177328543;0.37760890686604864;-9.642517210505726;-3387.696756887764;-139.33899381138855;-5.469876410335712
('abstract_algebra', 73);-2.0107915903571523;0.7822593454149953;0.15130477736436462;-10.137250183962253;-7128.085250602452;-160.8046429143035;-8.784912092626575
('abstract_algebra', 74);-1.7926832472643106;0.8203154715700723;0.4904888457891167;-10.892529145629204;-31770.328757344378;-210.7172768563216;-6.150468444539013
('abstract_algebra', 75);-1.888579325586913;0.8602702606528146;0.6049654585230222;-11.767997882983105;-40306.636547646274;-204.05523327078095;-7.250850480336722
('abstract_algebra', 76);-1.753192815267431;0.7907824832311396;0.26210068647288376;-10.892529145629204;-22813.904229611755;-228.04477114200208;-7.141359750740366
('abstract_algebra', 77);-2.3195311793674165;0.5350661667391831;0.08544428958260991;-10.137250183962253;-7108.752028512823;-161.94185599459445;-10.109292856565059
('abstract_algebra', 78);-1.9254383034224725;0.8118740996968425;0.5455685845240373;-10.898960035959496;-23040.425645618994;-229.8987054671483;-7.3825505211249665
('abstract_algebra', 79);-1.636896492118559;0.830902112097947;0.35619604108668707;-13.862943611198906;-51316.53191479208;-212.83874020361765;-5.7234961730298055
('abstract_algebra', 80);-1.377760987482578;0.8383285497315447;0.4131372394032368;-10.886139347530435;-16469.04660158709;-185.91680491608798;-6.188630224052224
('abstract_algebra', 81);-1.7966127689547426;0.8578483060385537;0.3151969469188414;-12.723509328010541;-41861.64721837126;-195.68059313197233;-6.684634830161393
('abstract_algebra', 82);-1.5231828667589264;0.8409307831700765;0.37201761008353207;-10.892529145629204;-15659.657178611538;-184.69342044952344;-5.905583583987396
('abstract_algebra', 83);-1.2555380248759125;0.8185356431414957;0.5729623740072646;-10.886139347530435;-13208.342398483974;-188.94834123118508;-4.427265896565555
('abstract_algebra', 84);-1.4579308257296508;0.7860740226926922;0.653812021249255;-11.470746359515173;-32664.42766856199;-216.55441275001326;-5.57719418375067
('abstract_algebra', 85);-1.7611028323291407;0.845908655745685;0.5209126597080341;-11.063378301260922;-24539.79678365432;-229.19547933736982;-7.60099057950057
('abstract_algebra', 86);-1.6859209510452733;0.8019856197816616;0.3790514185277065;-10.892529145629204;-15601.59407456818;-224.49399285725534;-6.393758339378932
('abstract_algebra', 87);-1.5257766735094376;0.6758505156361123;0.16217767659826507;-9.768599048976805;-6088.601400488595;-184.969298993483;-6.602456828209081
('abstract_algebra', 88);-1.8629422346786846;0.8340109801201364;0.5452932550519065;-9.642517210505726;-4913.815608619863;-161.53247486361994;-7.93219000747125
('abstract_algebra', 89);-1.6396926134000804;0.8492344119866502;0.3391109909583806;-10.898960035959496;-13360.588077600223;-175.67417057799025;-6.2335081288082845
('abstract_algebra', 90);-1.8739388968965518;0.806345738798503;0.4049166745132955;-13.591009895715265;-47168.814388687904;-215.7543778814974;-6.984777470934709
('abstract_algebra', 91);-1.4553880539784259;0.7279042117539154;0.40635437093945787;-13.591009895715265;-19766.46707848225;-170.33096265855573;-7.5969705460164185
('abstract_algebra', 92);-2.709198890286209;0.8063839102787871;0.5721110828169425;-12.020411816597427;-54981.613658709706;-292.7847580551232;-12.212180185216882
('abstract_algebra', 93);-1.8127042832523583;0.8598054405901759;0.4037060535139287;-10.839474582673315;-5746.350162762011;-161.65483110113246;-8.161380967935651
('abstract_algebra', 94);-1.6018656663734845;0.847342865766898;0.23169039253132995;-10.898960035959496;-20447.327432720347;-195.36744242115878;-7.341515779890619
('abstract_algebra', 95);-1.4464715613381849;0.8154567435789555;0.39343355431468996;-10.892529145629204;-15857.937302300144;-206.68637497727045;-4.903235003792541
('abstract_algebra', 96);-1.6318469575901016;0.7689071516907511;0.38268192375368665;-11.81525076783365;-10939.947387381193;-183.76789306113304;-7.53400969631199
('abstract_algebra', 97);-1.8325402149565753;0.8217552855492856;0.4709881547484099;-9.642517210505726;-5228.090674960563;-176.26184738843523;-8.361490624123826
('abstract_algebra', 98);-1.7269830382085336;0.7626878279820836;0.11402482481185482;-10.291651899312356;-9363.901565456516;-169.17117527978627;-8.511407154937562
('abstract_algebra', 99);-1.4576367990396686;0.8436192755250217;0.5247559213459195;-10.898960035959496;-13930.928980321552;-170.61615607075197;-5.70293631051215
('anatomy', 0);-1.237811172234398;0.8688739556233956;0.45181042386056447;-10.56942424333494;-5437.983616696509;-173.276839306067;-4.342489454669557
('anatomy', 1);-2.435990701539938;0.8801156176966028;0.45352682610210016;-9.733795126782113;-9705.37257924064;-285.4676028307718;-11.010919021159339
('anatomy', 2);-1.2686797452470906;0.8940625828651276;0.7701780837128893;-9.642517210505726;-4242.774372847884;-131.93729233418736;-5.427636368214473
('anatomy', 3);-2.0115140760078836;0.858046044693666;0.7175044507364724;-9.642517210505726;-3568.9001235688297;-148.5945387026547;-7.2518783352521
('anatomy', 4);-1.4406082582585489;0.8922829196639243;0.7803557252364147;-10.69799612835626;-5585.085762986306;-158.49960669808436;-5.818873818769691
('anatomy', 5);-1.752734869008686;0.8385788111115792;0.4807389302178508;-9.6434359060228;-4094.4619715732856;-217.38642261580944;-7.774236918330149
('anatomy', 6);-1.996454633791266;0.8488374685162209;0.5238501450687464;-12.24108317876625;-14836.753171915103;-165.84639991888105;-7.202022604013152
('anatomy', 7);-1.9111808715037402;0.8793931120473837;0.7954020989650997;-9.642517210505726;-2774.7057711611774;-163.4149306452484;-7.162467797805246
('anatomy', 8);-1.4706226531757243;0.8644553107360098;0.3043730482762392;-11.730257555000257;-10569.14245414299;-159.11148014137407;-6.226831324944713
('anatomy', 9);-1.4866644198126275;0.8901245495999446;0.31832281619555636;-10.786207553491828;-6494.637406420369;-174.12015696541826;-6.636670465429582
('anatomy', 10);-1.6185514363591469;0.857982417540763;0.5002725276647861;-10.71663847916554;-11376.07348397076;-225.61451485591505;-7.775992045051438
('anatomy', 11);-1.0894636111003495;0.8509720935338132;0.5919161224279146;-9.63793635045676;-3328.5749756349787;-200.20432088373838;-4.720767912633555
('anatomy', 12);-1.3030879921260714;0.8537928751739335;0.5907082057544216;-15.249237972318797;-36344.00710224304;-216.7556544861172;-5.3670391694243165
('anatomy', 13);-1.3474171015699994;0.87242464172335;0.6785051193143382;-11.180211218080986;-39874.11480253657;-287.728170417163;-5.780210285051453
('anatomy', 14);-2.079580567400609;0.7483464882946258;0.4602353435620324;-15.942385152878742;-88296.61505841135;-286.17564434447644;-8.599435607049301
('anatomy', 15);-1.1669972526897447;0.8281938987496289;0.7309602172646348;-13.052013394982577;-13217.795477799715;-180.19667689443844;-5.145649539856507
('anatomy', 16);-1.2356133619814496;0.8638808555730573;0.6933506309124506;-9.6434359060228;-5927.657528689545;-148.85470052212105;-4.63939765215397
('anatomy', 17);-2.042293780416717;0.9007326170638407;0.7074537723482764;-11.78350206951907;-11997.731607311382;-153.79444646475912;-8.4657954349449
('anatomy', 18);-1.3144178029101483;0.863822881423762;0.5176614380777965;-12.278823506749095;-13554.246874629102;-148.98749447561414;-6.019655633355949
('anatomy', 19);-1.6163241293953685;0.9030810979905811;0.8100076551228114;-9.642517210505726;-3670.5167019984674;-138.01819766023863;-6.298066209905841
('anatomy', 20);-1.1725186664664067;0.9116895094014131;0.7188576910129857;-12.345072892290297;-10884.441435611267;-141.45882011476002;-4.002227886107467
('anatomy', 21);-1.7451565600612156;0.8915975459407341;0.3606639482926538;-11.420596575829702;-9555.391479451244;-181.11878871558508;-8.019091672332767
('anatomy', 22);-1.4479303812215392;0.8609146113248912;0.29749097430727206;-12.192881076948371;-21309.634075756407;-181.04220152597122;-6.113026678493041
('anatomy', 23);-1.4093661477715569;0.8883981121304645;0.46440352622304526;-14.843772864210633;-24566.95161711196;-177.3713853463206;-5.999224164876043
('anatomy', 24);-2.079610845885002;0.8673282117734686;0.29051896390810694;-14.150625683650688;-236397.2907548363;-228.02402049783964;-9.560725079139987
('anatomy', 25);-1.4533123819041691;0.8847884592151898;0.6964373301248271;-9.642517210505726;-3172.0118279766675;-139.1643548887388;-6.3950530583779
('anatomy', 26);-1.1315248508126907;0.9152746264994305;0.7565337887444678;-9.642517210505726;-3402.3525004095823;-135.66448819660334;-4.440728997581014
('anatomy', 27);-1.8934271361621633;0.8879264533449642;0.3860906547322111;-10.27595846476631;-5663.72688025986;-184.93579138750346;-7.464598502228
('anatomy', 28);-1.9361171500831575;0.8606274785299355;0.5061955795297799;-10.644067786330705;-5897.711349536645;-178.0541018003494;-7.075502610238978
('anatomy', 29);-1.0307080372360111;0.8732250499733976;0.7604261952951099;-11.658798591018114;-13276.549207155062;-211.68351145294778;-3.7861241318737835
('anatomy', 30);-1.9590291455566546;0.8511883156536685;0.6831189881885352;-13.639800059884696;-10300.226549603536;-162.52921184942895;-8.487056694954742
('anatomy', 31);-1.5256367541775109;0.8900310243256442;0.6602886800877962;-10.530739101023702;-10137.896003944586;-178.37190994140266;-5.7473806685205755
('anatomy', 32);-1.8063270594843384;0.8890804598900456;0.7637492437305564;-12.331467240234518;-9980.420215579295;-160.51663579725806;-6.916676440218943
('anatomy', 33);-2.009311518532282;0.9107223025381199;0.8062266277082172;-9.642517210505726;-5650.996222350466;-155.51648981490308;-8.41792090339887
('anatomy', 34);-1.7746427436348187;0.8943896938036838;0.4814039344106194;-16.635532333438686;-29388.35588733592;-211.0782509428778;-7.325081302640291
('anatomy', 35);-1.5928380906521948;0.885150024528912;0.44977941230461005;-13.268236503452213;-11871.341394258543;-185.62807461174347;-6.283340267644141
('anatomy', 36);-1.8074253866154397;0.9030610611539232;0.7747057779541041;-13.339695467434359;-32671.717256963366;-171.80745615599525;-7.372531380270162
('anatomy', 37);-1.5096331178077373;0.8813346047731314;0.7195366706987457;-11.848040590656641;-8301.170278174903;-160.7482457583095;-6.482885136258113
('anatomy', 38);-1.3183315993663212;0.9085803795096492;0.5596440543447317;-14.843772864210633;-25624.927114680202;-161.22430487670326;-5.997730605699346
('anatomy', 39);-1.5705467262616548;0.9034956898068147;0.7930766546619811;-9.861308447081074;-6095.96937299182;-172.47722965845114;-6.264283055346268
('anatomy', 40);-1.2989869548606792;0.8867030521764707;0.48353536239816647;-9.696278387397179;-6625.876738242589;-146.6047466552494;-4.921089036775983
('anatomy', 41);-1.1369287897257991;0.8978205504454423;0.5486784395808298;-10.443169843963815;-5787.985189640219;-153.4218074062589;-4.78520395108399
('anatomy', 42);-1.8833267078792861;0.7935740569643193;0.371901136689524;-10.85788001021603;-19787.602375201637;-171.46504583432295;-7.343235892194932
('anatomy', 43);-1.1486615009413712;0.8789397347923222;0.49056177825900915;-12.610180642703538;-13167.537279393966;-201.73139528229606;-4.896086356973315
('anatomy', 44);-0.85110051146771;0.8799847438294857;0.7764348378777477;-16.635532333438686;-25723.079290608468;-180.40029801057335;-3.7314261126964134
('anatomy', 45);-1.273254005646228;0.8807671957156004;0.7262588692303016;-11.745183205216934;-16613.532809096247;-197.8924127177695;-5.589017932685188
('anatomy', 46);-1.9120938408071855;0.8870889989129556;0.5114251215156522;-10.020806733234927;-10485.351814314065;-206.37656464020282;-9.19907417274267
('anatomy', 47);-1.6153848162324396;0.8602120636782785;0.635126450132823;-9.642517210505726;-6077.798506565892;-139.4031457734686;-6.415446578097167
('anatomy', 48);-1.4507002822675874;0.8985090137755323;0.7082339176091859;-13.268236503452213;-13410.65946091368;-170.97761499832993;-5.82789472624393
('anatomy', 49);-1.4579899717300935;0.9107452005574347;0.8177236753640292;-11.122103587273704;-20753.21219233543;-220.32973268945736;-4.77131628542524
('anatomy', 50);-1.2436583057733805;0.8825428542501441;0.7342725845133732;-10.595277622161273;-7963.575739935522;-152.12827943909343;-5.633497349717352
('anatomy', 51);-1.5484220154855362;0.8914468275600025;0.7115995211628344;-12.508397948393595;-9176.565940720826;-157.4235945137214;-5.9828945128774516
('anatomy', 52);-1.084328735713788;0.8859982061464439;0.815586222213692;-13.457478503090742;-15785.052240045605;-176.06342616650528;-4.337053576163575
('anatomy', 53);-2.650809014612714;0.8764841625158046;0.7429636975201517;-11.399090370608738;-29656.926244838105;-164.9517114967626;-10.920093302288103
('anatomy', 54);-1.1314276406480988;0.8750642044418772;0.5917648596347814;-9.642517210505726;-5055.208765378942;-172.37806772785316;-4.41946136366794
('anatomy', 55);-2.114849872258398;0.9156788961973436;0.8139142870894694;-10.749428301988532;-10573.912795042781;-153.31339115560846;-8.167668056165658
('anatomy', 56);-1.3732888668983296;0.9006041252381952;0.7520639686232689;-15.942385152878742;-19305.016850162603;-192.4604028479449;-5.109085181889565
('anatomy', 57);-1.5290421976819057;0.917692278302456;0.7903392725090382;-9.642517210505726;-2749.7645091550444;-148.64469543293106;-5.868386404409096
('anatomy', 58);-1.533836295597578;0.913872735797434;0.8048393335191776;-9.985253284851266;-6864.465909755949;-153.96002587015224;-6.391315212254688
('anatomy', 59);-1.2542821281493377;0.8853864905242851;0.6247678828583263;-9.642517210505726;-5963.111535777197;-141.42110217325754;-5.495165473575007
('anatomy', 60);-1.6579364167575132;0.898524458437568;0.8072386755091394;-10.188226470897474;-5106.1562269936685;-149.606334880553;-6.199492900991142
('anatomy', 61);-1.6279238375462302;0.875781516292148;0.563114160191377;-14.438307756102468;-117411.395319308;-219.56940808256294;-6.428605853020316
('anatomy', 62);-1.840947960251455;0.8717611488784699;0.5117737163840166;-12.18118503718518;-10826.961656291212;-205.2959352631899;-9.787107392607101
('anatomy', 63);-1.292999379542048;0.8336359404160386;0.5336586347464201;-12.318044219902378;-7723.586482358378;-137.90719631950728;-4.970756541863111
('anatomy', 64);-2.1015963599652334;0.8736943715624588;0.4777047749509035;-13.080184271949273;-18594.53116672172;-232.91300009528456;-9.389087191943588
('anatomy', 65);-1.1309295123526633;0.8722505037046506;0.7396303201169945;-9.641599358215498;-3079.188273925137;-163.67754029496507;-3.7837353507156983
('anatomy', 66);-2.0561191351892556;0.9135824013272972;0.5047401434564223;-9.642517210505726;-5657.408164664963;-200.87890278150192;-7.4542849477000575
('anatomy', 67);-1.8661115943425333;0.8589893822047293;0.26973427771034725;-11.83151128870543;-32294.311088254086;-217.35552568279698;-7.771971210086088
('anatomy', 68);-1.6462376823781744;0.8982928643657028;0.5569157192888493;-10.468015842550345;-18235.422245270067;-173.63064742525657;-6.884203339062806
('anatomy', 69);-1.7412779254897317;0.8503673828311351;0.5016553535391124;-12.345072892290297;-13677.880164749746;-256.2715327865855;-7.898760982932865
('anatomy', 70);-1.1305970798650882;0.8790292931746849;0.775596680620058;-13.416656508570487;-89587.65729578916;-206.7331922600223;-4.473032590974467
('anatomy', 71);-1.664179677844775;0.9205055743259463;0.7633703980501076;-9.642517210505726;-5230.906307742316;-164.1355865832754;-6.5970061846776265
('anatomy', 72);-1.7214897676481264;0.8817915237749236;0.5989345771784007;-11.991141434297315;-9158.677362187635;-147.20484223280317;-6.7649251538466935
('anatomy', 73);-1.2167679638467177;0.8543418124955298;0.5611184441800369;-11.67268770317878;-9745.63668964473;-227.2718402650007;-4.955538883456211
('anatomy', 74);-1.6436633028895589;0.8545810979955281;0.39676081048332257;-10.080175441628022;-8222.252651470115;-213.9094293694993;-8.142939789605656
('anatomy', 75);-2.1090675796019553;0.8665004867673715;0.7459849635740896;-12.610180642703538;-37197.32821981431;-259.30775591627616;-10.127432394973688
('anatomy', 76);-2.096341093626121;0.8718431748323013;0.5402154674565977;-16.635532333438686;-57040.88440952057;-216.46352860556883;-9.762645890329866
('anatomy', 77);-1.8618113750937222;0.870231951687256;0.8091369049718196;-13.745160575542522;-96706.67576343774;-338.6802243730419;-7.886270367409914
('anatomy', 78);-1.6404548398940326;0.8996077915318235;0.7412568659528191;-12.158195518960481;-15437.260834926356;-152.98400127662012;-6.610712067034568
('anatomy', 79);-1.247202301778219;0.8595553784857076;0.6812745083844177;-12.492397607047154;-19550.94202878122;-193.6869603889359;-5.636976615044542
('anatomy', 80);-2.212302452435446;0.8832160472674239;0.5968797154568337;-9.834249298967068;-7677.392796392372;-176.4061183010121;-8.16676473286841
('anatomy', 81);-1.745513752943312;0.8658932916182055;0.5815919370911492;-11.881942142332322;-16487.500488278423;-206.26931809083152;-7.555291786171917
('anatomy', 82);-1.327531844903535;0.9091270824261216;0.7226596717578903;-9.63885084526215;-4753.590863330355;-159.01670777926103;-5.240537342569363
('anatomy', 83);-1.423963764789175;0.8707352342689887;0.7788643527016346;-12.921960266734379;-10713.275123860456;-149.83382428004384;-6.358549591883243
('anatomy', 84);-1.9272534738352298;0.8881259442668137;0.7619885196359135;-13.303327823263484;-33796.704969094266;-163.1535541771104;-7.887150079882083
('anatomy', 85);-1.5106166543657353;0.8957207561014602;0.46373097360917404;-13.745160575542522;-49350.90070020077;-211.5938038031704;-5.74717898054274
('anatomy', 86);-2.0455879484574213;0.7966421097604784;0.69334144451298;-14.843772864210633;-83372.3978848161;-290.2704474135145;-7.951498000628392
