id;amount_answer_tokens;confidence_per_choice;finish_reason
('abstract_algebra', 39);2;[0.0948595742304363, 0.027177723045135275, 0.79424939611693, 0.08371328043885354];stop
('abstract_algebra', 40);2;[0.9814639834786245, 0.009621932639416683, 0.008491325751162843, 0.00042275821570694815];stop
('abstract_algebra', 41);2;[0.0035225434894508903, 0.8619378958552312, 0.11665061969731534, 0.017888951916122154];stop
('abstract_algebra', 42);2;[0.0525970470433606, 0.013298619285604066, 0.8227563309147862, 0.11134794946457202];stop
('abstract_algebra', 43);2;[0.25974326929411595, 0.008887925919364992, 0.6230917300534778, 0.10827710383584388];stop
('abstract_algebra', 44);2;[0.1469641065004496, 0.017552361560419425, 0.7463453162340442, 0.08913824709590189];stop
('abstract_algebra', 45);2;[0.04420710388228351, 0.02366235757471847, 0.8879234569880691, 0.04420710388228351];stop
('abstract_algebra', 46);2;[0.17859896940208464, 0.01141745012759748, 0.550123587541617, 0.259859967139692];stop
('abstract_algebra', 47);2;[0.11493692246824266, 0.5836978203465123, 0.2757193436736792, 0.025645893917306647];stop
('abstract_algebra', 48);2;[0.4275335031113047, 0.008873172660369008, 0.5489638844804628, 0.014629388503745228];stop
('abstract_algebra', 49);2;[0.003392891313074699, 0.8302132921835677, 0.14426944413706175, 0.022124435822375364];stop
('abstract_algebra', 50);2;[0.6248381723137212, 0.01886847899090711, 0.2604713180082256, 0.09582204291005507];stop
('abstract_algebra', 51);2;[0.07235474735777168, 0.6864827703545582, 0.22286831191061574, 0.018294149438158137];stop
('abstract_algebra', 52);2;[0.4001685623337163, 0.16681506516332506, 0.4001685623337163, 0.03284783393060713];stop
('abstract_algebra', 53);2;[0.16153199432199106, 0.028070048300536585, 0.7239361518877988, 0.08646183572525573];stop
('abstract_algebra', 54);2;[0.0015890223200736868, 0.7264131961855812, 0.23583182240664147, 0.036165981306149564];stop
('abstract_algebra', 55);2;[0.6906216309962147, 0.011162861323831706, 0.25406549210005563, 0.044149962456904585];stop
('abstract_algebra', 56);2;[0.06673525188376518, 0.010234179900003837, 0.7174715088315318, 0.20555902276461574];stop
('abstract_algebra', 57);2;[0.22892896082686165, 0.4846425849866385, 0.17829005395968284, 0.10813838404836744];stop
('abstract_algebra', 58);2;[0.04244426220110029, 0.02574374635384935, 0.8525157193968103, 0.0792963212733989];stop
('abstract_algebra', 59);2;[0.12302359482620547, 0.01664943702012544, 0.8022146691641135, 0.058112231393862006];stop
('abstract_algebra', 60);2;[0.03769793942378576, 0.013868293582077947, 0.8580010826014248, 0.09043265551718793];stop
('abstract_algebra', 61);2;[0.11460860990203556, 0.005706025336315878, 0.8468493848914013, 0.03283591649841147];stop
('abstract_algebra', 62);2;[0.2301336912844616, 0.014711956429222118, 0.5520620263317462, 0.20309226973889685];stop
('abstract_algebra', 63);2;[0.4478836625132817, 0.022298815855511016, 0.022298815855511016, 0.5075186793308297];stop
('abstract_algebra', 64);2;[0.02485217134834254, 0.14301437174572493, 0.822990898618747, 0.009142605087291839];stop
('abstract_algebra', 65);2;[0.20889387397511402, 0.00917815627518102, 0.7291112618859606, 0.05281664266195548];stop
('abstract_algebra', 66);2;[0.14023105414784212, 0.03128978129982353, 0.8069740235079764, 0.021505131223082962];stop
('abstract_algebra', 67);2;[0.17357562323225723, 0.777911950333542, 0.004625633127316518, 0.043886785187888085];stop
('abstract_algebra', 68);2;[0.7497000222438889, 0.00505143901509252, 0.11497022205485372, 0.13027832927020702];stop
('abstract_algebra', 69);2;[0.3865462453339797, 0.004865898829512745, 0.5624214683138414, 0.04616636270086308];stop
('abstract_algebra', 70);2;[0.520201738125533, 0.19137152471803406, 0.0427007538678573, 0.2457259017682421];stop
('abstract_algebra', 71);2;[0.0014289619617092934, 0.3085699371170267, 0.5764845376040002, 0.11351653602891887];stop
('abstract_algebra', 72);2;[0.6072888077000559, 0.11958227071229235, 0.15354665667562856, 0.11958227071229235];stop
('abstract_algebra', 73);2;[0.00043248904565626635, 0.8860749496331816, 0.10582655503372056, 0.007666051762143509];stop
('abstract_algebra', 74);2;[0.08004559396099496, 0.010832993130554146, 0.860571287456015, 0.04855010691225186];stop
('abstract_algebra', 75);2;[0.3464495524967809, 0.022147778907140158, 0.5711987464259833, 0.060203904944007625];stop
('abstract_algebra', 76);2;[0.05908188254957309, 0.014938242864771778, 0.8156002914750394, 0.11037948823072528];stop
('abstract_algebra', 77);2;[0.24247821339598596, 0.061308093466498154, 0.5816750301114451, 0.11453859777666202];stop
('abstract_algebra', 78);2;[0.3042701371533478, 0.010411551551820107, 0.6441398470146502, 0.041178485192091316];stop
('abstract_algebra', 79);2;[0.33364882423688796, 0.007846668253559383, 0.6233381042364252, 0.035166327350545756];stop
('abstract_algebra', 80);2;[0.5780293509279655, 0.015403962272445025, 0.240958482661289, 0.1656081817668443];stop
('abstract_algebra', 81);2;[0.7037289439397262, 0.010038152170767329, 0.22846734481037523, 0.05776559111643892];stop
('abstract_algebra', 82);2;[0.7667407861969465, 0.0066336081750678275, 0.1710829893177872, 0.0555425212262459];stop
('abstract_algebra', 83);2;[0.14124528771624772, 0.01023177432439793, 0.8128105470005806, 0.035712401455501204];stop
('abstract_algebra', 84);2;[0.1787074569413678, 0.018835627385042925, 0.7068016820968032, 0.09565520868943247];stop
('abstract_algebra', 85);2;[0.26814562963931565, 0.0117814967308694, 0.6432478877864429, 0.07682500914875989];stop
('abstract_algebra', 86);2;[0.13067037692217867, 0.015606354701191327, 0.6635989890874593, 0.1901242992312756];stop
('abstract_algebra', 87);2;[0.33104311391950636, 0.33104311391950636, 0.33104311391950636, 0.006870578998973232];stop
('abstract_algebra', 88);2;[0.03825000625808703, 0.02978913482628431, 0.4659804424614157, 0.4659804424614157];stop
('abstract_algebra', 89);2;[0.21934990116827666, 0.03363840083110903, 0.5962548504200139, 0.1507568353768159];stop
('abstract_algebra', 90);2;[0.3056060873656745, 0.015215232979107245, 0.6469680727489161, 0.03221064078991963];stop
('abstract_algebra', 91);2;[0.00853930760031496, 0.9870096683367622, 0.003141435707994918, 0.0013095452339249465];stop
('abstract_algebra', 92);2;[0.016467066532309074, 0.6179222233687228, 0.03486078843391898, 0.3307499517082059];stop
('abstract_algebra', 93);2;[0.1805471381789156, 0.20458671033308076, 0.49077797563938286, 0.1240881123867609];stop
('abstract_algebra', 94);2;[0.5509827306397974, 0.0166382387596385, 0.2296837739024855, 0.20269521904288398];stop
('abstract_algebra', 95);2;[0.10257058977408462, 0.015729709394069504, 0.8588130846644125, 0.0228865921228104];stop
('abstract_algebra', 96);2;[0.014030550953070037, 0.002151654676224135, 0.9836176442941948, 0.00020013515609857978];stop
('abstract_algebra', 97);2;[0.052362532077614786, 0.8190878504302025, 0.07618703462059968, 0.052362532077614786];stop
('abstract_algebra', 98);2;[0.17883413034808368, 0.4290007770101095, 0.05805894166539009, 0.33410614107371445];stop
('abstract_algebra', 99);2;[0.4115353252929986, 0.018081602426580707, 0.4663306172381145, 0.10405243771047305];stop
('college_biology', 48);2;[2.1969156048483996e-05, 0.9040498460748086, 0.09528614635212342, 0.0006420331569403233];stop
('college_biology', 49);2;[0.9998741308286652, 5.828732576843519e-05, 6.60481930279045e-05, 1.5533046178788906e-06];stop
('college_biology', 50);2;[0.9994414590056604, 0.0005527753635583799, 5.419218976627353e-06, 3.4643907858658934e-07];stop
('college_biology', 51);2;[0.07084837700444081, 0.01086494791612726, 0.8631098735368841, 0.05517677149039662];stop
('college_biology', 52);2;[0.05862250901463382, 0.2046126370962419, 0.5561948132917995, 0.18057001846709936];stop
('college_biology', 53);2;[0.06752440122524425, 0.18355035282815912, 0.18355035282815912, 0.5653748894061452];stop
('college_biology', 54);2;[0.01241432077516938, 0.0010190295037464168, 0.000374880004375444, 0.9861917304360048];stop
('college_biology', 55);2;[0.43977422689486034, 0.38809939307124935, 0.1617838871886129, 0.010342500351519224];stop
('college_biology', 56);2;[0.22570055570055086, 0.6952066337602268, 0.06466429186221834, 0.014428550359066702];stop
('college_biology', 57);2;[0.0031719721465457763, 2.1372580206000803e-05, 0.9966038562943337, 0.0002027773951359207];stop
('college_biology', 58);2;[0.9996816933277003, 7.482799133910371e-05, 0.0002034035691171764, 4.005253753737528e-05];stop
('college_biology', 59);2;[1.5534957233607605e-06, 2.699570779818012e-07, 1.209863685851439e-06, 0.9999970197767496];stop
('college_biology', 60);2;[0.11902397131724742, 0.8794747618650673, 0.001322236885331153, 0.00017894530338218817];stop
('college_biology', 61);2;[0.0005514474442760058, 0.0009091831310510743, 0.0014989895671256484, 0.9970403548980634];stop
('college_biology', 62);2;[0.2084558578358714, 0.126434868974154, 0.5666417366166109, 0.09846757496460161];stop
('college_biology', 63);2;[0.0235015806314275, 0.8818903464309276, 0.0820285764461246, 0.012579489621232117];stop
('college_biology', 64);2;[0.0019599588320869713, 0.22654043930951492, 0.1556988151500265, 0.6158007595861835];stop
('college_biology', 65);2;[0.552681984003237, 0.011470545897918315, 0.4304291619311786, 0.0054183022238572616];stop
('college_biology', 66);2;[0.3254850367572419, 0.17421958573623736, 0.026717435609351144, 0.47357793406847665];stop
('college_biology', 67);2;[0.001880629352708631, 0.40610286228749465, 0.070570095826211, 0.5214463969667849];stop
('college_biology', 68);2;[6.47593982395546e-07, 1.067701973552941e-06, 5.043467006019808e-07, 0.9999977350285647];stop
('college_biology', 69);2;[0.03297047702321689, 0.5844157583912086, 0.06979850040587797, 0.3128152136854874];stop
('college_biology', 70);2;[0.9999991655356624, 5.715002286213223e-07, 9.931194312156244e-08, 1.4449788680693535e-07];stop
('college_biology', 71);2;[6.47591512025264e-07, 1.5534912787802026e-06, 0.9999945164027223, 3.288741062985334e-06];stop
('college_biology', 72);2;[0.9996774045650394, 8.479089917977505e-05, 0.00017950233497218742, 5.827587594530563e-05];stop
('college_biology', 73);2;[0.2221206972051411, 0.6841798936345458, 0.06363863764488552, 0.030060763885449135];stop
('college_biology', 74);2;[0.01265255718711949, 0.5380003895966684, 0.4189951247106063, 0.030351906841686784];stop
('college_biology', 75);2;[0.999476468609371, 0.00020336186752922637, 0.00029588977131574833, 2.4288111471278932e-05];stop
('college_biology', 76);2;[6.023539370819118e-08, 6.47591512025264e-07, 0.9999939203633587, 5.42221734436887e-06];stop
('college_biology', 77);2;[0.9767018541244659, 0.022969825126699386, 7.310791831244403e-05, 0.0002551717078165346];stop
('college_biology', 78);2;[0.13263753601394634, 0.05529155114795457, 0.7632762969372555, 0.04879462262716764];stop
('college_biology', 79);2;[0.0030870730090997896, 0.0011356706934430734, 0.9699295088858422, 0.025847745843557104];stop
('college_biology', 80);2;[0.003981309456816379, 0.9741944291361239, 0.003981309456816379, 0.017842991078247543];stop
('college_biology', 81);2;[6.961388495355017e-06, 1.3707786703675602e-06, 0.00012339356355443138, 0.9998682910823691];stop
('college_biology', 82);2;[2.9022512127644936e-06, 1.892505520019597e-05, 1.9946861428911334e-06, 0.9999761587100603];stop
('college_biology', 83);2;[0.017754868752441835, 0.31471265389125286, 0.5879606433850993, 0.07957182020450344];stop
('college_biology', 84);2;[2.2603056953063047e-06, 2.902289962257353e-06, 5.4221914892834175e-06, 0.9999893904859];stop
('college_biology', 85);2;[0.04649584725300279, 0.052686697388771554, 0.07665869236524982, 0.8241587106935402];stop
('college_biology', 86);2;[1.553393501225017e-06, 0.9999315785515103, 2.1443935827815253e-05, 4.539681250372602e-05];stop
('college_biology', 87);2;[7.88712064815445e-06, 0.9997207706254957, 1.0127263376713007e-05, 0.0002611855649163689];stop
('college_biology', 88);2;[8.939528983688169e-06, 0.9999727018181879, 6.9621121727858665e-06, 1.1478582428272345e-05];stop
('college_biology', 89);2;[0.10214130738249437, 0.40397670727717916, 0.2162331494255809, 0.2776488597928842];stop
('college_biology', 90);2;[0.0009777916687855105, 0.005626802553769207, 0.04711264096864227, 0.9462827214511483];stop
('college_biology', 91);2;[6.962251605520992e-06, 8.315223750671064e-07, 0.9999921322487634, 1.6373646384423408e-07];stop
('college_biology', 92);2;[0.0007070627127464385, 0.9956181968927409, 0.0014968517746304132, 0.00217790648104327];stop
('college_biology', 93);2;[0.02573540645191914, 0.0034829093517700265, 0.005067603204718833, 0.965714106837466];stop
('college_biology', 94);2;[1.2751905914873347e-07, 1.8553913626159784e-07, 1.4449802461092448e-07, 0.9999995231630692];stop
('college_biology', 95);2;[0.004825500364816029, 0.07548352586383288, 0.9195775500090406, 0.00011348483709402249];stop
('college_biology', 96);2;[0.11588039855412291, 0.21649308614437487, 0.6668456913632657, 0.0007807959836905804];stop
('college_biology', 97);2;[0.009543663237217311, 0.0074326124025146205, 0.009543663237217311, 0.9734800448469104];stop
('college_biology', 98);2;[0.00023005842985323254, 1.888434589791891e-05, 0.0019262547309305824, 0.9978247617661984];stop
('college_biology', 99);2;[2.69951414116318e-07, 0.9999760395072578, 1.892505520019597e-05, 4.785003307400064e-06];stop
('college_biology', 100);2;[0.02207511276394042, 0.017192115106946362, 0.02207511276394042, 0.9386576660090539];stop
('college_biology', 101);2;[0.029101831620361607, 0.006493497898234282, 0.9637203069340377, 0.0006844096431679892];stop
('college_biology', 102);2;[0.999576271379118, 0.0003799678522237942, 4.004833607935518e-05, 3.725075524158208e-06];stop
('college_biology', 103);2;[0.003646213219805213, 0.37192385967093095, 0.6131987967951014, 0.011231127394391681];stop
('college_biology', 104);2;[5.043471815847051e-07, 1.275189375371399e-07, 2.1024318473456359e-07, 0.9999991655356624];stop
('college_biology', 105);2;[0.0012243710594711933, 0.9228136802573096, 0.07574915515903463, 0.00021276378725090873];stop
('college_biology', 106);2;[0.042942359973714005, 0.026045857924474138, 0.7611715206258798, 0.16984032835931254];stop
('college_biology', 107);2;[0.8463189835592995, 0.14706819157304551, 0.003919233617893644, 0.002693647246655455];stop
('college_biology', 108);2;[0.9979418049568108, 0.0006254367117947659, 0.0013240495292596959, 0.00010868465561212595];stop
('college_biology', 109);2;[0.01090444030706428, 0.9815866378262691, 0.0008950909675997579, 0.006613877373240728];stop
('college_biology', 110);2;[0.9618585602997168, 0.000774039248038486, 0.00832170616220239, 0.02904560849730992];stop
('college_biology', 111);2;[0.9996080743037288, 1.0126123783740056e-05, 0.00037997999166469693, 1.7596564617678519e-06];stop
('college_biology', 112);2;[0.0594818420604129, 0.9304526007389314, 0.0029614272433674533, 0.007104094648995272];stop
('college_biology', 113);2;[0.849730291943276, 0.01763559325957934, 0.11499848630765083, 0.01763559325957934];stop
('college_biology', 114);2;[0.9984653932141658, 0.0005522355440389671, 0.0005522355440389671, 0.0004300814741374109];stop
('college_biology', 115);2;[0.0022913082078239787, 0.00039816966293394486, 0.4366459769752547, 0.5606645325306774];stop
('college_biology', 116);2;[0.8169088262036672, 0.000744924570420553, 0.18227698906907353, 6.928877841814066e-05];stop
('college_biology', 117);2;[0.00037995372022891626, 4.537902224932107e-05, 0.9995392300933615, 3.5341218062785954e-05];stop
('college_biology', 118);2;[0.16414968454612092, 0.8336209077899641, 0.0012532986063154116, 0.0009760699360207429];stop
('college_biology', 119);2;[0.006667915551116268, 0.0001568142685455953, 0.0035690780031344834, 0.9896062309283928];stop
('college_biology', 120);2;[1.1478746631885576e-05, 1.7603228091541468e-06, 0.9999861719135179, 6.47586571312971e-07];stop
('college_biology', 121);2;[3.2885277955244054e-06, 0.9999290755054595, 4.006247000858157e-05, 2.7534506118782983e-05];stop
('college_biology', 122);2;[0.016063149308212503, 0.0021739108612989382, 0.10474486616858437, 0.8770181052486921];stop
('college_biology', 123);2;[0.9926860390173137, 0.0010257400693432425, 0.0016911594705356285, 0.004597048057783419];stop
('college_biology', 124);2;[0.04535122976746843, 0.9109038203667416, 0.040022319798193186, 0.003722655633054764];stop
('college_biology', 125);2;[0.01775435232290181, 0.0006884109468858112, 0.9693548677007869, 0.012202376003408007];stop
('college_biology', 126);2;[0.00218164727573051, 2.8945669128425878e-06, 0.00048679130602113436, 0.9973286418527249];stop
('college_biology', 127);2;[0.00023045610804767427, 0.999550187351125, 0.0001233542656045249, 9.606839864800205e-05];stop
('college_biology', 128);2;[0.003959642922031445, 0.3145533984104253, 0.2775923997946585, 0.40389455846449146];stop
('college_biology', 129);2;[0.005373432805066114, 0.9036723621883687, 0.006899624296568597, 0.08405463132406987];stop
('college_biology', 130);2;[4.2228271137778295e-06, 3.466307578234157e-07, 0.9999942779868433, 1.2098602244086199e-06];stop
('college_biology', 131);2;[0.004114943368901034, 0.001178951013998177, 0.8885803324050188, 0.10612578822395724];stop
('college_biology', 132);2;[0.001024402734253786, 0.0016889545777275879, 0.9913916614004901, 0.005895030715844424];stop
('college_biology', 133);2;[0.00025201806449623746, 0.8512836621535793, 0.0005335222467252288, 0.14793091455867904];stop
('college_biology', 134);2;[5.422020848811421e-06, 0.9999582784885006, 3.535601722175802e-05, 9.422059443684904e-07];stop
('college_biology', 135);2;[0.011611059900173732, 0.058965813580333364, 0.007042463821215277, 0.9223806118006088];stop
('college_biology', 136);2;[0.11886377457502152, 0.0024669383503092713, 0.8782910592028099, 0.0003783172489201608];stop
('college_biology', 137);2;[0.3172964713964793, 0.003524845402339988, 0.007462097775310864, 0.6717166151987743];stop
('college_biology', 138);2;[0.6527360999508477, 0.11342852950135625, 0.06879788082869151, 0.1650375365972407];stop
('college_biology', 139);2;[0.978196816966666, 0.00581657207202169, 0.015811082167298936, 0.00017564525706238854];stop
('college_biology', 140);2;[0.9999895096921129, 4.2228069778170326e-06, 5.4221914892834175e-06, 9.422355972362214e-07];stop
('college_biology', 141);2;[0.0001233809727287023, 3.534924052804951e-05, 0.9997664043650315, 7.483434278512625e-05];stop
('college_biology', 142);2;[0.02839384047148439, 0.9402749020897775, 0.009218130366846775, 0.02211314519359659];stop
('college_biology', 143);2;[0.002181944819098179, 1.8877521524865634e-05, 0.00033461207539026464, 0.997464545197947];stop
('college_chemistry', 0);2;[0.0004868809126579802, 7.466560621809306e-05, 0.222575088279167, 0.7768633687293053];stop
('college_chemistry', 1);2;[1.670103182835363e-05, 8.939418154185687e-06, 0.9999595896822684, 1.473860885848882e-05];stop
('college_chemistry', 2);2;[0.007458430167050055, 0.5228763534858785, 0.40721651354432287, 0.062448671211066016];stop
('college_chemistry', 3);2;[0.014007561906849786, 0.10350266073895706, 0.8666170648068913, 0.015872647105984638];stop
('college_chemistry', 4);2;[5.822893296825659e-05, 0.9988727178424109, 0.00015828265037817171, 0.0009108541977605301];stop
('college_chemistry', 5);2;[0.08678200758751439, 0.5658897406476388, 0.23589795426233534, 0.11143030345355691];stop
('college_chemistry', 6);2;[0.9986289489298613, 0.0009106318483907663, 0.00023024367868528292, 0.00023024367868528292];stop
('college_chemistry', 7);2;[5.043438147152679e-07, 1.5534883157335618e-06, 5.422207002319895e-06, 0.9999924898711537];stop
('college_chemistry', 8);2;[0.021467090152076526, 0.7108924773689892, 0.10901887930116648, 0.1586215523236566];stop
('college_chemistry', 9);2;[0.7834360658866267, 0.020877865221041826, 0.1748082252667207, 0.020877865221041826];stop
('college_chemistry', 10);2;[0.2497761646616208, 0.22042669165334025, 0.4118112755915119, 0.11798590585808189];stop
('college_chemistry', 11);2;[0.02604500719351609, 0.24710814810813822, 0.6717095686480131, 0.0551372806613508];stop
('college_chemistry', 12);2;[0.14863867962759705, 0.04825591408598666, 0.7548495227783685, 0.04825591408598666];stop
('college_chemistry', 13);2;[0.20541280716190027, 0.3837616465850249, 0.20541280716190027, 0.20541280716190027];stop
('college_chemistry', 14);2;[0.001700232422243582, 0.00023010143643240725, 0.9980114979496043, 5.8178754181661415e-05];stop
('college_chemistry', 15);2;[0.7824509358515268, 0.09345043082922054, 0.11999272838513887, 0.004105925376422289];stop
('college_chemistry', 16);2;[0.001028701991639613, 0.0014967525660362817, 0.001921868337283183, 0.9955526184922933];stop
('college_chemistry', 17);2;[0.048956468748420655, 0.02040809243879441, 0.06286135018425122, 0.8677740815389434];stop
('college_chemistry', 18);2;[0.0010982499474051803, 0.9379700958516004, 0.0009692021768487664, 0.0599624154023208];stop
('college_chemistry', 19);2;[0.5520947682363111, 0.26079108691377517, 0.007875208444658457, 0.1792389180400823];stop
('college_chemistry', 20);2;[1.3709538566001813e-06, 9.422418873584405e-07, 1.5534942418324951e-06, 0.9999961853172863];stop
('college_chemistry', 21);2;[0.7000143561269877, 0.12164425876139227, 0.09473664397951291, 0.08360479487317969];stop
('college_chemistry', 22);2;[0.03780652540559855, 0.010831748298830282, 0.19199737834942404, 0.7593643167099405];stop
('college_chemistry', 23);2;[0.02374123343979035, 0.37137539731091695, 0.5403480146878076, 0.06453536344458634];stop
('college_chemistry', 24);2;[9.608150091030552e-05, 0.00010887460412485157, 0.00010887460412485157, 0.9996862204234057];stop
('college_chemistry', 25);2;[0.009882251733418787, 0.42020406134807586, 0.47615358208896996, 0.09376019391507358];stop
('college_chemistry', 26);2;[0.28993559246947437, 0.006818629952620268, 0.6955192881605536, 0.007726519982846783];stop
('college_chemistry', 27);2;[0.014647690584703181, 0.37776894169814634, 0.5496505668802067, 0.05793274007610245];stop
('college_chemistry', 28);2;[0.005861308760467302, 0.3626263323501013, 0.10389418368612155, 0.5276182002838838];stop
('college_chemistry', 29);2;[0.010748900251608675, 0.009485871178235433, 0.9675851328444499, 0.01218009969227999];stop
('college_chemistry', 30);2;[0.049034430565689235, 0.8691560135740323, 0.02624623935120606, 0.05556328914252346];stop
('college_chemistry', 31);2;[0.5256196065617214, 0.3612527203122, 0.10350063724823794, 0.009627058906623022];stop
('college_chemistry', 32);2;[0.011611137412619748, 0.4357046390665742, 0.05896620722092098, 0.4937180377523285];stop
('college_chemistry', 33);2;[0.1292499494918924, 0.1464593803257033, 0.2130971409642002, 0.5111934971435498];stop
('college_chemistry', 34);2;[0.03687469307205316, 0.008227854208917876, 0.0038865631291221856, 0.951010847413666];stop
('college_chemistry', 35);2;[0.03603779202059151, 0.4390301574797065, 0.34191705081700136, 0.18301500905530832];stop
('college_chemistry', 36);2;[0.05091796150727279, 0.426330897416106, 0.4830961969016524, 0.0396549482942637];stop
('college_chemistry', 37);2;[0.0727498284393437, 0.2539218513498205, 0.6091268558014703, 0.06420149826128152];stop
('college_chemistry', 38);2;[0.0025512353708371867, 0.031080402087410926, 0.9083025244742888, 0.058065835555173466];stop
('college_chemistry', 39);2;[0.26410415706095974, 0.013148970156351594, 0.004837235793098598, 0.7179095523546721];stop
('college_chemistry', 40);2;[0.2024238070772564, 0.06571738058557915, 0.10834964322613999, 0.6235092025994757];stop
('college_chemistry', 41);2;[0.07919888440750561, 0.2152848883191509, 0.6631241403180853, 0.04239210800507184];stop
('college_chemistry', 42);2;[0.0021719722448437988, 0.9929057599443883, 0.0024611669893488328, 0.0024611669893488328];stop
('college_chemistry', 43);2;[0.11608851384169938, 0.025902848684891594, 0.8577844645258932, 0.00022410355171423625];stop
('college_chemistry', 44);2;[0.2028314241527472, 0.031105206326054166, 0.058112175973745885, 0.7079512117449062];stop
('college_chemistry', 45);2;[0.4575707532503473, 0.35635646094194307, 0.1683308730021337, 0.01774194559925116];stop
('college_chemistry', 46);2;[0.020161152703043368, 0.11601942329629353, 0.8572740145275161, 0.006545366409294346];stop
('college_chemistry', 47);2;[0.05588121688915804, 0.4129094464704997, 0.4678877005247263, 0.06332171447344125];stop
('college_chemistry', 48);2;[0.999225263453951, 0.000709624315986621, 5.8249483225722245e-05, 6.956908681650502e-06];stop
