id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(2, 0);1;360;2;stop;0.6;True;False;1801;[0, 1.0]
(2, 0);2;186;2;stop;0.4;False;True;2212;[1.0, 4.8473687062702556e-11]
(2, 0);3;160;2;stop;0.6;True;False;2338;[0, 1.0]
(2, 0);4;132;2;stop;0.4;False;True;2152;[1.0, 3.398267819495071e-09]
(2, 0);5;333;2;stop;0.6;True;False;2258;[0, 1.0]
(2, 0);6;10;2;stop;0.4;False;True;1785;[1.0, 2.7894680928689246e-10]
(2, 0);7;133;2;stop;0.4;False;True;1347;[1.0, 0]
(2, 0);8;168;2;stop;0.6;True;False;2303;[0, 1.0]
(2, 0);9;190;2;stop;0.6;True;False;1985;[0, 1.0]
(2, 1);0;224;2;stop;1.0;True;False;2237;[0, 1.0]
(2, 1);1;254;2;stop;1.0;True;False;2029;[0, 1.0]
(2, 1);2;214;2;stop;1.0;True;False;2314;[0, 1.0]
(2, 1);3;172;2;stop;1.0;True;False;1770;[0, 1.0]
(2, 1);4;345;2;stop;1.0;True;False;1972;[6.560200168153779e-12, 1.0]
(2, 1);5;314;2;stop;1.0;True;False;1212;[0, 1.0]
(2, 1);6;172;2;stop;1.0;True;False;1770;[0, 1.0]
(2, 1);7;232;2;stop;1.0;True;False;1825;[0, 1.0]
(2, 1);8;282;2;stop;1.0;True;False;2426;[0, 1.0]
(2, 1);9;82;2;stop;1.0;True;False;2044;[0, 1.0]
(2, 2);0;631;2;stop;0.4;False;False;2128;[0, 1.0]
(2, 2);1;136;2;stop;0.6;True;True;1628;[1.0, 6.224144622907783e-11]
(2, 2);2;446;2;stop;0.6;True;True;2961;[1.0, 5.905303998944039e-10]
(2, 2);3;159;2;stop;0.4;False;False;1202;[0, 1.0]
(2, 2);4;259;2;stop;0.4;False;False;2043;[0, 1.0]
(2, 2);5;285;2;stop;0.6;True;True;1583;[1.0, 0]
(2, 2);6;288;2;stop;0.6;True;True;2633;[1.0, 0]
(2, 2);7;305;2;stop;0.4;False;False;1821;[0, 1.0]
(2, 2);8;231;2;stop;0.6;True;True;1496;[1.0, 0]
(2, 2);9;198;2;stop;0.6;True;True;2039;[1.0, 0]
(2, 3);0;160;2;stop;0.3;False;True;2126;[1.0, 0]
(2, 3);1;502;2;stop;0.3;False;True;2980;[1.0, 0]
(2, 3);2;108;2;stop;0.3;False;True;1984;[1.0, 0]
(2, 3);3;131;2;stop;0.7;True;False;2118;[0, 1.0]
(2, 3);4;237;2;stop;0.7;True;False;2423;[0, 1.0]
(2, 3);5;167;2;stop;0.7;True;False;1770;[0, 1.0]
(2, 3);6;118;2;stop;0.7;True;False;1856;[0, 1.0]
(2, 3);7;43;2;stop;0.7;True;False;1737;[0, 1.0]
(2, 3);8;179;2;stop;0.7;True;False;1733;[0, 1.0]
(2, 3);9;252;2;stop;0.7;True;False;1462;[0, 1.0]
(4, 0);0;783;3;stop;1.0;False;True;1363;[1.0, 1.6918979226151304e-10]
(4, 0);1;760;3;stop;1.0;False;True;1272;[1.0, 6.224144622907783e-11]
(4, 0);2;605;3;stop;1.0;False;True;735;[1.0, 1.3176514270095466e-10]
(4, 0);3;566;3;stop;1.0;False;True;706;[1.0, 1.026187963170189e-10]
(4, 0);4;582;3;stop;1.0;False;True;696;[1.0, 6.224144622907783e-11]
(4, 0);5;490;3;stop;1.0;False;True;941;[1.0, 2.172439935079017e-10]
(4, 0);6;777;3;stop;1.0;False;True;875;[1.0, 1.6052280551856116e-09]
(4, 0);7;596;3;stop;1.0;False;True;880;[1.0, 1.026187963170189e-10]
(4, 0);8;635;3;stop;1.0;False;True;1126;[1.0, 0]
(4, 0);9;513;3;stop;1.0;False;True;1013;[1.0, 4.8473687062702556e-11]
(4, 1);0;624;3;stop;1.0;True;False;707;[0, 1.0]
(4, 1);1;641;3;stop;1.0;True;False;1104;[0, 1.0]
(4, 1);2;616;3;stop;1.0;True;False;925;[0, 1.0]
(4, 1);3;584;3;stop;1.0;True;False;781;[0, 1.0]
(4, 1);4;509;3;stop;1.0;True;False;926;[0, 1.0]
(4, 1);5;631;3;stop;1.0;True;False;740;[6.560200168153779e-12, 1.0]
(4, 1);6;471;3;stop;1.0;True;False;955;[0, 1.0]
(4, 1);7;591;3;stop;1.0;True;False;641;[0, 1.0]
(4, 1);8;622;3;stop;1.0;True;False;590;[0, 1.0]
(4, 1);9;534;3;stop;1.0;True;False;533;[0, 1.0]
(4, 2);0;619;3;stop;1.0;True;False;713;[0, 1.0]
(4, 2);1;622;3;stop;1.0;True;False;1280;[0, 1.0]
(4, 2);2;590;3;stop;1.0;True;False;848;[0, 1.0]
(4, 2);3;651;3;stop;1.0;True;False;662;[0, 1.0]
(4, 2);4;649;3;stop;1.0;True;False;659;[8.423463754468647e-12, 1.0]
(4, 2);5;535;3;stop;1.0;True;False;618;[0, 1.0]
(4, 2);6;982;3;stop;1.0;True;False;1426;[0, 1.0]
(4, 2);7;720;3;stop;1.0;True;False;1083;[0, 1.0]
(4, 2);8;620;3;stop;1.0;True;False;668;[0, 1.0]
(4, 2);9;389;3;stop;1.0;True;False;1089;[1.0815941557285693e-11, 1.0]
(4, 3);0;589;3;stop;1.0;False;False;677;[6.560200168153779e-12, 1.0]
(4, 3);1;545;3;stop;1.0;False;False;545;[0, 1.0]
(4, 3);2;566;3;stop;1.0;False;False;766;[1.783247290814639e-11, 1.0]
(4, 3);3;458;3;stop;1.0;False;False;397;[0, 1.0]
(4, 3);4;630;3;stop;1.0;False;False;1448;[0, 1.0]
(4, 3);5;395;3;stop;1.0;False;False;508;[0, 1.0]
(4, 3);6;475;3;stop;1.0;False;False;577;[0, 1.0]
(4, 3);7;393;3;stop;1.0;False;False;606;[0, 1.0]
(4, 3);8;410;3;stop;1.0;False;False;528;[0, 1.0]
(4, 3);9;829;3;stop;1.0;False;False;1028;[0, 1.0]
(5, 0);0;512;1;stop;1.0;True;False;447;[1.3176514270095466e-10, 1.0]
(5, 0);1;798;1;stop;1.0;True;False;780;[0, 1.0]
(5, 0);2;498;1;stop;1.0;True;False;521;[1.026187963170189e-10, 1.0]
(5, 0);3;540;1;stop;1.0;True;False;568;[1.3176514270095466e-10, 1.0]
(5, 0);4;418;1;stop;1.0;True;False;577;[4.8473687062702556e-11, 1.0]
(5, 0);5;626;1;stop;1.0;True;False;220;[7.991959892953932e-11, 1.0]
(5, 0);6;508;1;stop;1.0;True;False;641;[6.224144622907783e-11, 1.0]
(5, 0);7;687;1;stop;1.0;True;False;472;[3.775134544279098e-11, 1.0]
(5, 0);8;527;1;stop;1.0;True;False;509;[1.026187963170189e-10, 1.0]
(5, 0);9;562;1;stop;1.0;True;False;294;[0, 1.0]
(5, 1);0;772;1;stop;1.0;True;True;499;[1.0, 1.026187963170189e-10]
(5, 1);1;653;1;stop;1.0;True;True;420;[1.0, 7.991959892953932e-11]
(5, 1);2;824;1;stop;1.0;True;True;498;[1.0, 2.9400777392844726e-11]
(5, 1);3;544;1;stop;1.0;True;True;376;[1.0, 2.9400777392844726e-11]
(5, 1);4;575;1;stop;1.0;True;True;572;[1.0, 4.8473687062702556e-11]
(5, 1);5;683;1;stop;1.0;True;True;1020;[0.9999998807907247, 0]
(5, 1);6;523;1;stop;1.0;True;True;529;[1.0, 7.991959892953932e-11]
(5, 1);7;765;1;stop;1.0;True;True;526;[1.0, 0]
(5, 1);8;549;1;stop;1.0;True;True;470;[1.0, 1.026187963170189e-10]
(5, 1);9;605;1;stop;1.0;True;True;419;[1.0, 1.026187963170189e-10]
(5, 2);0;777;1;stop;1.0;True;False;429;[0, 1.0]
(5, 2);1;1032;1;stop;1.0;True;False;549;[2.9400777392844726e-11, 1.0]
(5, 2);2;984;1;stop;1.0;True;False;723;[0, 1.0]
(5, 2);3;897;1;stop;1.0;True;False;586;[0, 1.0]
(5, 2);4;1014;1;stop;1.0;True;False;457;[0, 1.0]
(5, 2);5;857;1;stop;1.0;True;False;325;[2.9400777392844726e-11, 1.0]
(5, 2);6;748;1;stop;1.0;True;False;594;[0, 1.0]
(5, 2);7;804;1;stop;1.0;True;False;546;[0, 1.0]
(5, 2);8;726;1;stop;1.0;True;False;699;[0, 1.0]
(5, 2);9;708;1;stop;1.0;True;False;403;[0, 1.0]
(5, 3);0;625;1;stop;1.0;True;False;485;[3.775134544279098e-11, 1.0]
(5, 3);1;653;1;stop;1.0;True;False;376;[4.8473687062702556e-11, 1.0]
(5, 3);2;559;1;stop;1.0;True;False;468;[6.224144622907783e-11, 1.0]
(5, 3);3;854;1;stop;1.0;True;False;325;[0, 1.0]
(5, 3);4;509;1;stop;1.0;True;False;505;[4.8473687062702556e-11, 1.0]
(5, 3);5;455;1;stop;1.0;True;False;488;[3.775134544279098e-11, 1.0]
(5, 3);6;678;1;stop;1.0;True;False;500;[0, 1.0]
(5, 3);7;538;1;stop;1.0;True;False;498;[6.224144622907783e-11, 1.0]
(5, 3);8;623;1;stop;1.0;True;False;496;[1.026187963170189e-10, 1.0]
(5, 3);9;508;1;stop;1.0;True;False;626;[1.026187963170189e-10, 1.0]
(6, 2);0;429;3;stop;0.9;True;False;1741;[0, 1.0]
(6, 2);1;468;3;stop;0.9;True;False;1585;[0, 1.0]
(6, 2);2;517;3;stop;0.9;True;False;2295;[0, 1.0]
(6, 2);3;616;3;stop;0.1;False;True;2687;[1.0, 4.8473687062702556e-11]
(6, 2);4;496;3;stop;0.9;True;False;1932;[0, 1.0]
(6, 2);5;433;3;stop;0.9;True;False;1619;[0, 1.0]
(6, 2);6;1307;3;stop;0.9;True;False;1491;[0, 1.0]
(6, 2);7;590;3;stop;0.9;True;False;2649;[0, 1.0]
(6, 2);8;483;3;stop;0.9;True;False;1861;[0, 1.0]
(6, 2);9;732;3;stop;0.9;True;False;2547;[0, 1.0]
(6, 3);0;302;3;stop;0.4;False;False;1778;[0, 1.0]
(6, 3);1;577;3;stop;0.4;False;False;2431;[0, 1.0]
(6, 3);2;399;3;stop;0.6;True;True;2573;[1.0, 1.6918979226151304e-10]
(6, 3);3;400;3;stop;0.4;False;False;2611;[0, 1.0]
(6, 3);4;448;3;stop;0.6;True;True;2009;[1.0, 0]
(6, 3);5;556;3;stop;0.6;True;True;2897;[1.0, 4.5990553786523166e-10]
(6, 3);6;540;3;stop;0.6;True;True;1628;[1.0, 5.905303998944039e-10]
(6, 3);7;500;3;stop;0.6;True;True;1851;[1.0, 0]
(6, 3);8;598;3;stop;0.6;True;True;2600;[1.0, 0]
(6, 3);9;529;3;stop;0.4;False;False;1358;[0, 1.0]
(7, 0);0;769;3;stop;1.0;True;False;455;[0, 1.0]
(7, 0);1;839;3;stop;1.0;True;False;670;[0, 1.0]
(7, 0);2;598;3;stop;1.0;True;False;364;[0, 1.0]
(7, 0);3;749;3;stop;1.0;True;False;387;[0, 1.0]
(7, 0);4;773;3;stop;1.0;True;False;380;[0, 1.0]
(7, 0);5;576;3;stop;1.0;True;False;563;[0, 1.0]
(7, 0);6;1027;3;stop;1.0;True;False;439;[0, 1.0]
(7, 0);7;877;3;stop;1.0;True;False;651;[0, 1.0]
(7, 0);8;944;3;stop;1.0;True;False;376;[0, 1.0]
(7, 0);9;700;3;stop;1.0;True;False;711;[0, 1.0]
(7, 1);0;491;3;stop;1.0;True;False;394;[0, 1.0]
(7, 1);1;482;3;stop;1.0;True;False;449;[0, 1.0]
(7, 1);2;399;3;stop;1.0;True;False;364;[8.423463754468647e-12, 1.0]
(7, 1);3;850;3;stop;1.0;True;False;633;[0, 1.0]
(7, 1);4;540;3;stop;1.0;True;False;376;[0, 1.0]
(7, 1);5;576;3;stop;1.0;True;False;434;[0, 1.0]
(7, 1);6;555;3;stop;1.0;True;False;528;[0, 1.0]
(7, 1);7;564;3;stop;1.0;True;False;381;[0, 1.0]
(7, 1);8;484;3;stop;1.0;True;False;401;[0, 1.0]
(7, 1);9;535;3;stop;1.0;True;False;447;[0, 1.0]
(7, 2);0;740;3;stop;1.0;True;False;443;[0, 1.0]
(7, 2);1;852;3;stop;1.0;True;False;532;[0, 1.0]
(7, 2);2;397;3;stop;1.0;True;False;373;[2.289734845645553e-11, 1.0]
(7, 2);3;572;3;stop;1.0;True;False;634;[1.3887943864964021e-11, 1.0]
(7, 2);4;785;3;stop;1.0;True;False;437;[0, 1.0]
(7, 2);5;532;3;stop;1.0;True;False;427;[0, 1.0]
(7, 2);6;625;3;stop;1.0;True;False;507;[0, 1.0]
(7, 2);7;508;3;stop;1.0;True;False;448;[0, 1.0]
(7, 2);8;656;3;stop;1.0;True;False;522;[0, 1.0]
(7, 2);9;484;3;stop;1.0;True;False;368;[0, 1.0]
(7, 3);0;516;3;stop;1.0;True;True;409;[1.0, 0]
(7, 3);1;514;3;stop;1.0;True;True;405;[1.0, 0]
(7, 3);2;1117;3;stop;1.0;True;True;653;[1.0, 0]
(7, 3);3;421;3;stop;1.0;True;True;339;[1.0, 0]
(7, 3);4;491;3;stop;1.0;True;True;377;[1.0, 0]
(7, 3);5;609;3;stop;1.0;True;True;363;[1.0, 0]
(7, 3);6;531;3;stop;1.0;True;True;504;[1.0, 0]
(7, 3);7;536;3;stop;1.0;True;True;544;[1.0, 0]
(7, 3);8;720;3;stop;1.0;True;True;454;[1.0, 0]
(7, 3);9;513;3;stop;1.0;True;True;379;[1.0, 0]
(8, 0);0;114;0;stop;1.0;True;True;866;[1.0, 2.172439935079017e-10]
(8, 0);1;171;0;stop;1.0;True;True;580;[1.0, 0]
(8, 0);2;56;0;stop;1.0;True;True;506;[1.0, 7.991959892953932e-11]
(8, 0);3;62;0;stop;1.0;True;True;276;[1.0, 3.775134544279098e-11]
(8, 0);4;185;0;stop;1.0;True;True;498;[1.0, 0]
(8, 0);5;60;0;stop;1.0;True;True;403;[1.0, 5.905303998944039e-10]
(8, 0);6;119;0;stop;1.0;True;True;521;[1.0, 1.783247290814639e-11]
(8, 0);7;130;0;stop;1.0;True;True;432;[1.0, 0]
(8, 0);8;236;0;stop;1.0;True;True;517;[1.0, 2.289734845645553e-11]
(8, 0);9;146;0;stop;1.0;True;True;369;[1.0, 0]
(8, 1);0;113;0;stop;1.0;True;False;1025;[6.224144622907783e-11, 1.0]
(8, 1);1;926;0;stop;1.0;True;False;939;[0, 1.0]
(8, 1);2;239;0;stop;1.0;True;False;421;[1.783247290814639e-11, 1.0]
(8, 1);3;260;0;stop;1.0;True;False;695;[0, 1.0]
(8, 1);4;158;0;stop;1.0;True;False;598;[0, 1.0]
(8, 1);5;125;0;stop;1.0;True;False;757;[0, 1.0]
(8, 1);6;322;0;stop;1.0;True;False;708;[2.9400777392844726e-11, 1.0]
(8, 1);7;124;0;stop;1.0;True;False;523;[3.775134544279098e-11, 1.0]
(8, 1);8;89;0;stop;1.0;True;False;444;[6.224144622907783e-11, 1.0]
(8, 1);9;113;0;stop;1.0;True;False;554;[7.991959892953932e-11, 1.0]
(8, 2);0;329;0;stop;0.9;True;False;703;[4.5990553786523166e-10, 1.0]
(8, 2);1;109;0;stop;0.9;True;False;611;[1.6052280551856116e-09, 1.0]
(8, 2);2;299;0;stop;0.9;True;False;427;[0, 1.0]
(8, 2);3;144;0;stop;0.9;True;False;496;[1.6918979226151304e-10, 1.0]
(8, 2);4;381;0;stop;0.9;True;False;635;[1.3887943864964021e-11, 1.0]
(8, 2);5;97;0;stop;0.9;True;False;404;[2.061153622438558e-09, 1.0]
(8, 2);6;123;0;stop;0.1;False;True;668;[1.0, 3.775134544279098e-11]
(8, 2);7;290;0;stop;0.9;True;False;513;[0, 1.0]
(8, 2);8;769;0;stop;0.9;True;False;785;[7.991959892953932e-11, 1.0]
(8, 2);9;147;0;stop;0.9;True;False;463;[6.224144622907783e-11, 1.0]
(8, 3);0;104;0;stop;0.8;True;False;446;[7.991959892953932e-11, 1.0]
(8, 3);1;124;0;stop;0.8;True;False;491;[0, 1.0]
(8, 3);2;59;0;stop;0.2;False;True;423;[0.9999998807907247, 6.82560337633487e-08]
(8, 3);3;138;0;stop;0.8;True;False;549;[3.398267819495071e-09, 1.0]
(8, 3);4;260;0;stop;0.8;True;False;336;[2.172439935079017e-10, 1.0]
(8, 3);5;115;0;stop;0.2;False;True;847;[1.0, 3.2241867372567335e-08]
(8, 3);6;166;0;stop;0.8;True;False;506;[1.6918979226151304e-10, 1.0]
(8, 3);7;165;0;stop;0.8;True;False;475;[3.775134544279098e-11, 1.0]
(8, 3);8;154;0;stop;0.8;True;False;665;[0, 1.0]
(8, 3);9;158;0;stop;0.8;True;False;661;[1.3176514270095466e-10, 1.0]
(10, 0);0;159;2;stop;1.0;True;False;321;[0, 1.0]
(10, 0);1;233;2;stop;1.0;True;False;354;[0, 1.0]
(10, 0);2;367;2;stop;1.0;True;False;625;[0, 1.0]
(10, 0);3;127;2;stop;1.0;True;False;509;[0, 1.0]
(10, 0);4;401;2;stop;1.0;True;False;378;[6.224144622907783e-11, 1.0]
(10, 0);5;373;2;stop;1.0;True;False;445;[4.8473687062702556e-11, 1.0]
(10, 0);6;198;2;stop;1.0;True;False;443;[2.9400777392844726e-11, 1.0]
(10, 0);7;154;2;stop;1.0;True;False;684;[0, 1.0]
(10, 0);8;124;2;stop;1.0;True;False;483;[0, 1.0]
(10, 0);9;278;2;stop;1.0;True;False;405;[1.026187963170189e-10, 1.0]
(10, 1);0;152;2;stop;0.8;False;True;471;[1.0, 1.2501528663867426e-09]
(10, 1);1;177;2;stop;0.2;True;False;429;[0, 1.0]
(10, 1);2;143;2;stop;0.8;False;True;426;[1.0, 2.061153622438558e-09]
(10, 1);3;232;2;stop;0.8;False;True;704;[1.0, 1.6918979226151304e-10]
(10, 1);4;151;2;stop;0.8;False;True;279;[1.0, 3.581747930283181e-10]
(10, 1);5;143;2;stop;0.8;False;True;227;[1.0, 9.736200313009565e-10]
(10, 1);6;150;2;stop;0.8;False;True;501;[1.0, 2.172439935079017e-10]
(10, 1);7;311;2;stop;0.8;False;True;488;[1.0, 7.582560427911907e-10]
(10, 1);8;330;2;stop;0.2;True;False;330;[0, 1.0]
(10, 1);9;273;2;stop;0.8;False;True;486;[1.0, 2.7894680928689246e-10]
(10, 2);0;151;2;stop;0.7;False;False;521;[3.775134544279098e-11, 1.0]
(10, 2);1;525;2;stop;0.7;False;False;576;[6.224144622907783e-11, 1.0]
(10, 2);2;552;2;stop;0.3;True;True;349;[1.0, 1.3176514270095466e-10]
(10, 2);3;407;2;stop;0.3;True;True;457;[1.0, 1.6918979226151304e-10]
(10, 2);4;257;2;stop;0.7;False;False;303;[2.289734845645553e-11, 1.0]
(10, 2);5;289;2;stop;0.7;False;False;269;[1.783247290814639e-11, 1.0]
(10, 2);6;179;2;stop;0.7;False;False;421;[2.289734845645553e-11, 1.0]
(10, 2);7;273;2;stop;0.7;False;False;575;[0, 1.0]
(10, 2);8;355;2;stop;0.3;True;True;485;[1.0, 3.581747930283181e-10]
(10, 2);9;224;2;stop;0.7;False;False;513;[0, 1.0]
(10, 3);0;412;2;stop;0.2;False;True;344;[1.0, 1.783247290814639e-11]
(10, 3);1;299;2;stop;0.8;True;False;558;[0, 1.0]
(10, 3);2;332;2;stop;0.8;True;False;406;[0, 1.0]
(10, 3);3;203;2;stop;0.8;True;False;312;[7.991959892953932e-11, 1.0]
(10, 3);4;349;2;stop;0.2;False;True;514;[1.0, 1.3176514270095466e-10]
(10, 3);5;228;2;stop;0.8;True;False;549;[2.9400777392844726e-11, 1.0]
(10, 3);6;261;2;stop;0.8;True;False;272;[0, 1.0]
(10, 3);7;234;2;stop;0.8;True;False;401;[0, 1.0]
(10, 3);8;207;2;stop;0.8;True;False;454;[0, 1.0]
(10, 3);9;156;2;stop;0.8;True;False;538;[0, 1.0]
(11, 0);0;958;2;stop;1.0;True;False;1217;[0, 1.0]
(11, 0);1;884;2;stop;1.0;True;False;1218;[0, 1.0]
(11, 0);2;875;2;stop;1.0;True;False;1195;[0, 1.0]
(11, 0);3;1216;2;stop;1.0;True;False;2034;[0, 1.0]
(11, 0);4;562;2;stop;1.0;True;False;2010;[0, 1.0]
(11, 0);5;836;2;stop;1.0;True;False;2579;[0, 1.0]
(11, 0);6;820;2;stop;1.0;True;False;1557;[0, 1.0]
(11, 0);7;695;2;stop;1.0;True;False;1004;[0, 1.0]
(11, 0);8;1282;2;stop;1.0;True;False;1729;[0, 1.0]
(11, 0);9;825;2;stop;1.0;True;False;2148;[0, 1.0]
(11, 1);0;1155;2;stop;1.0;True;False;1968;[0, 1.0]
(11, 1);1;1012;2;stop;1.0;True;False;2255;[0, 1.0]
(11, 1);2;819;2;stop;1.0;True;False;1408;[0, 1.0]
(11, 1);3;1213;2;stop;1.0;True;False;1643;[0, 1.0]
(11, 1);4;1061;2;stop;1.0;True;False;1511;[0, 1.0]
(11, 1);5;865;2;stop;1.0;True;False;1220;[0, 1.0]
(11, 1);6;1276;2;stop;1.0;True;False;1596;[0, 1.0]
(11, 1);7;891;2;stop;1.0;True;False;1257;[0, 1.0]
(11, 1);8;1034;2;stop;1.0;True;False;1359;[0, 1.0]
