id;confidence_per_choice
('abstract_algebra', 35);[6.82560337633487e-08, 0.9999997615814777, 4.691164021834418e-08, 8.152020714470167e-09]
('abstract_algebra', 36);[8.152020714470167e-09, 2.215948977336598e-08, 1.8553913626159784e-07, 0.9999996423722521]
('abstract_algebra', 37);[1.8553913626159784e-07, 0.9999995231630692, 8.764248219443636e-08, 3.398267819495071e-09]
('abstract_algebra', 38);[1.522997974471263e-08, 2.1024338523818466e-07, 0.9999996423722521, 3.6534822137210456e-08]
('abstract_algebra', 39);[1.917171513758312e-10, 7.582560427911907e-10, 2.061153622438558e-09, 1.0]
('abstract_algebra', 40);[1.8189616875530459e-09, 4.363462252943702e-09, 1.0, 2.9989608248573072e-09]
('abstract_algebra', 41);[0.9999997615814777, 1.522997974471263e-08, 2.8453348089834e-08, 0]
('abstract_algebra', 42);[8.592166619174109e-10, 1.0, 4.058652126475693e-10, 3.1608814543136926e-10]
('abstract_algebra', 43);[6.691586091292782e-10, 2.172439935079017e-10, 1.0, 8.592166619174109e-10]
('abstract_algebra', 44);[2.7894680928689246e-10, 9.056076989672867e-11, 1.0, 2.4616969518153846e-10]
('abstract_algebra', 45);[1.6918979226151304e-10, 7.05287985111216e-11, 1.0, 2.172439935079017e-10]
('abstract_algebra', 46);[2.061153622438558e-09, 1.0, 4.058652126475693e-10, 1.3176514270095466e-10]
('abstract_algebra', 47);[1.1253517471925912e-07, 0.9999996423722521, 2.215948977336598e-08, 4.363462252943702e-09]
('abstract_algebra', 48);[5.211412487888539e-10, 1.026187963170189e-10, 1.0, 2.4616969518153846e-10]
('abstract_algebra', 49);[1.0467401794744658e-08, 1.0, 2.061153622438558e-09, 1.162823303022097e-10]
('abstract_algebra', 50);[5.905303998944039e-10, 1.103256032343554e-09, 4.363462252943702e-09, 1.0]
('abstract_algebra', 51);[7.194133030325383e-09, 1.0, 4.363462252943702e-09, 1.103256032343554e-09]
('abstract_algebra', 52);[0.9999990463265931, 4.363462252943702e-09, 7.734421907141565e-08, 0]
('abstract_algebra', 53);[1.9555681087850496e-08, 1.162823303022097e-10, 1.0, 1.493094676197164e-10]
('abstract_algebra', 54);[2.335593038799337e-09, 1.0, 1.2501528663867426e-09, 1.026187963170189e-10]
('abstract_algebra', 55);[0.9999998807907247, 1.6052280551856116e-09, 1.0467401794744658e-08, 0]
('abstract_algebra', 56);[2.335593038799337e-09, 1.8189616875530459e-09, 3.850741922767617e-09, 0.9999998807907247]
('abstract_algebra', 57);[2.646573638909117e-09, 1.0, 2.646573638909117e-09, 2.172439935079017e-10]
('abstract_algebra', 58);[0.9999976158197796, 1.5229950695859287e-08, 1.994729895832688e-06, 3.850734578067279e-09]
('abstract_algebra', 59);[1.0, 4.058652126475693e-10, 3.2241867372567335e-08, 0]
('abstract_algebra', 60);[5.602796437537268e-09, 8.152020714470167e-09, 1.186112015134383e-08, 0.9999998807907247]
('abstract_algebra', 61);[4.5990553786523166e-10, 1.4166087866431961e-09, 1.4166087866431961e-09, 1.0]
('abstract_algebra', 62);[1.0, 5.905303998944039e-10, 1.9555681087850496e-08, 0]
('abstract_algebra', 63);[1.7257827987960214e-08, 1.0, 1.0467401794744658e-08, 2.061153622438558e-09]
('abstract_algebra', 64);[2.215948977336598e-08, 1.0, 1.8189616875530459e-09, 0]
('abstract_algebra', 65);[3.1608814543136926e-10, 1.3176514270095466e-10, 1.0, 3.581747930283181e-10]
('abstract_algebra', 66);[5.4927883509546835e-11, 6.224144622907783e-11, 1.162823303022097e-10, 1.0]
('abstract_algebra', 67);[1.8189616875530459e-09, 4.363462252943702e-09, 1.0, 8.592166619174109e-10]
('abstract_algebra', 68);[0.9999998807907247, 1.4166087866431961e-09, 6.82560337633487e-08, 0]
('abstract_algebra', 69);[0.9999996423722521, 7.582560427911907e-10, 1.8553913626159784e-07, 0]
('abstract_algebra', 70);[3.398267819495071e-09, 4.363462252943702e-09, 2.215948977336598e-08, 1.0]
('abstract_algebra', 71);[8.764248219443636e-08, 3.059020287707785e-07, 0.9999994039539004, 1.8553895931777327e-07]
('abstract_algebra', 72);[2.061153622438558e-09, 4.363462252943702e-09, 1.522997974471263e-08, 0.9999998807907247]
('abstract_algebra', 73);[8.592166619174109e-10, 1.0, 5.211412487888539e-10, 3.775134544279098e-11]
('abstract_algebra', 74);[1.3176514270095466e-10, 5.211412487888539e-10, 9.736200313009565e-10, 1.0]
('abstract_algebra', 75);[2.9989608248573072e-09, 1.0, 4.058652126475693e-10, 1.162823303022097e-10]
('abstract_algebra', 76);[1.6918979226151304e-10, 1.162823303022097e-10, 1.0, 1.3176514270095466e-10]
('abstract_algebra', 77);[0.9999996423722521, 4.691164021834418e-08, 1.2751905914873347e-07, 2.4616969518153846e-10]
('abstract_algebra', 78);[5.4927883509546835e-11, 1.6918979226151304e-10, 2.7894680928689246e-10, 1.0]
('abstract_algebra', 79);[3.1608814543136926e-10, 2.7894680928689246e-10, 1.0, 5.905303998944039e-10]
('abstract_algebra', 80);[3.398267819495071e-09, 1.0, 7.582560427911907e-10, 4.5990553786523166e-10]
('abstract_algebra', 81);[2.4616969518153846e-10, 2.172439935079017e-10, 8.592166619174109e-10, 1.0]
('abstract_algebra', 82);[1.0, 3.398267819495071e-09, 9.237449661970594e-09, 2.5946094982764667e-11]
('abstract_algebra', 83);[6.691586091292782e-10, 5.905303998944039e-10, 1.0, 8.592166619174109e-10]
('abstract_algebra', 84);[4.363462252943702e-09, 4.944450501938644e-09, 1.186112015134383e-08, 0.9999998807907247]
('abstract_algebra', 85);[4.058652126475693e-10, 4.8473687062702556e-11, 1.0, 1.3176514270095466e-10]
('abstract_algebra', 86);[1.0, 7.582560427911907e-10, 2.510999155743982e-08, 0]
('abstract_algebra', 87);[0.9999998807907247, 5.211412487888539e-10, 1.186112015134383e-08, 0]
('abstract_algebra', 88);[0.9999996423722521, 4.363462252943702e-09, 5.3157852544244216e-08, 0]
('abstract_algebra', 89);[1.026187963170189e-10, 1.026187963170189e-10, 1.0, 1.162823303022097e-10]
('abstract_algebra', 90);[1.6918979226151304e-10, 4.5990553786523166e-10, 1.2501528663867426e-09, 1.0]
('abstract_algebra', 91);[3.850741922767617e-09, 1.0, 3.850741922767617e-09, 4.5990553786523166e-10]
('abstract_algebra', 92);[9.237449661970594e-09, 1.0, 3.2241867372567335e-08, 7.194133030325383e-09]
('abstract_algebra', 93);[0.9999983310727032, 1.3440384315611926e-08, 6.47593982395546e-07, 6.691573328117371e-10]
('abstract_algebra', 94);[2.4616969518153846e-10, 2.4616969518153846e-10, 6.691586091292782e-10, 1.0]
('abstract_algebra', 95);[2.061153622438558e-09, 3.581747930283181e-10, 1.0, 1.8189616875530459e-09]
('abstract_algebra', 96);[2.1024338523818466e-07, 0.9999997615814777, 1.7257827987960214e-08, 1.4166087866431961e-09]
('abstract_algebra', 97);[2.646573638909117e-09, 1.7257827987960214e-08, 1.0, 2.8453348089834e-08]
('abstract_algebra', 98);[4.363462252943702e-09, 2.215948977336598e-08, 1.0, 2.9989608248573072e-09]
('abstract_algebra', 99);[3.775134544279098e-11, 3.775134544279098e-11, 1.0, 1.162823303022097e-10]
('anatomy', 0);[0.9999996423722521, 2.335593038799337e-09, 1.522997974471263e-08, 0]
('anatomy', 1);[7.734421907141565e-08, 0.9999998807907247, 2.510999155743982e-08, 2.335593038799337e-09]
('anatomy', 2);[0.9999995231630692, 7.734421907141565e-08, 1.2751905914873347e-07, 3.581747930283181e-10]
('anatomy', 3);[1.103256032343554e-09, 2.335593038799337e-09, 1.0, 7.194133030325383e-09]
('anatomy', 4);[4.139937718785167e-08, 1.0, 4.691164021834418e-08, 2.646573638909117e-09]
('anatomy', 5);[1.275188159256623e-07, 2.6995733543305574e-07, 1.7603429545652396e-06, 0.9999977350285647]
('anatomy', 6);[0.9999980926550052, 3.224180587614433e-08, 1.370956471489639e-06, 0]
('anatomy', 7);[2.382369667501818e-07, 0.9999995231630692, 1.1253517471925912e-07, 3.2241867372567335e-08]
('anatomy', 8);[2.1024338523818466e-07, 0.9999996423722521, 4.691164021834418e-08, 1.0467401794744658e-08]
('anatomy', 9);[2.061153622438558e-09, 1.7257827987960214e-08, 6.023573837886479e-08, 0.9999998807907247]
('anatomy', 10);[0.9999939203633587, 1.8553807460118162e-07, 4.785090011545999e-06, 1.344033304471242e-08]
('anatomy', 11);[3.331544542166412e-11, 3.1608814543136926e-10, 6.691586091292782e-10, 1.0]
('anatomy', 12);[8.152020714470167e-09, 3.2241867372567335e-08, 1.6373771305908126e-07, 0.9999996423722521]
('anatomy', 13);[1.3440409951135022e-08, 1.0, 9.237449661970594e-09, 1.2501528663867426e-09]
('anatomy', 14);[4.944450501938644e-09, 4.363462252943702e-09, 1.0, 2.646573638909117e-09]
('anatomy', 15);[6.691586091292782e-10, 5.905303998944039e-10, 1.0, 1.162823303022097e-10]
('anatomy', 16);[5.3157852544244216e-08, 1.0, 1.7257827987960214e-08, 2.172439935079017e-10]
('anatomy', 17);[1.9555681087850496e-08, 1.6373771305908126e-07, 3.059023205018258e-07, 0.9999995231630692]
('anatomy', 18);[4.944450501938644e-09, 3.6534822137210456e-08, 3.4663241069161144e-07, 0.9999994039539004]
('anatomy', 19);[5.602796437537268e-09, 1.7257827987960214e-08, 1.0, 4.944450501938644e-09]
('anatomy', 20);[2.215948977336598e-08, 9.237449661970594e-09, 1.0, 4.5990553786523166e-10]
('anatomy', 21);[5.602796437537268e-09, 4.944450501938644e-09, 0.9999998807907247, 2.335593038799337e-09]
('anatomy', 22);[0.9999986886995842, 1.4449788680693535e-07, 5.043471815847051e-07, 9.73618174269892e-10]
('anatomy', 23);[4.363462252943702e-09, 4.944450501938644e-09, 1.0, 4.058652126475693e-10]
('anatomy', 24);[3.0589998666123755e-07, 2.5612692299340398e-06, 0.9999921322487634, 4.785080884719811e-06]
('anatomy', 25);[0.9999991655356624, 2.8453348089834e-08, 6.47594599989589e-07, 0]
('anatomy', 26);[4.5990553786523166e-10, 9.736200313009565e-10, 1.0, 5.905303998944039e-10]
('anatomy', 27);[0.9999997615814777, 3.2241867372567335e-08, 8.764248219443636e-08, 5.211412487888539e-10]
('anatomy', 28);[9.736200313009565e-10, 6.34880011604368e-09, 1.0, 3.398267819495071e-09]
('anatomy', 29);[5.3157852544244216e-08, 1.0, 5.3157852544244216e-08, 4.944450501938644e-09]
('anatomy', 30);[1.4166087866431961e-09, 1.2501528663867426e-09, 1.0, 3.398267819495071e-09]
('anatomy', 31);[0.9999996423722521, 4.691164021834418e-08, 4.139937718785167e-08, 1.493094676197164e-10]
('anatomy', 32);[1.2751905914873347e-07, 0.9999997615814777, 1.1253517471925912e-07, 3.850741922767617e-09]
('anatomy', 33);[8.592166619174109e-10, 6.34880011604368e-09, 1.9555681087850496e-08, 1.0]
('anatomy', 34);[0.9999997615814777, 1.9555681087850496e-08, 7.734421907141565e-08, 1.493094676197164e-10]
('anatomy', 35);[0, 0, 0, 0]
('anatomy', 36);[2.215948977336598e-08, 1.4449788680693535e-07, 3.9278597995802437e-07, 0.9999992847447459]
('anatomy', 37);[2.9989608248573072e-09, 2.335593038799337e-09, 1.0, 1.8189616875530459e-09]
('anatomy', 38);[4.944450501938644e-09, 7.194133030325383e-09, 1.7257827987960214e-08, 0.9999998807907247]
('anatomy', 39);[3.398267819495071e-09, 9.237449661970594e-09, 1.0, 1.7257827987960214e-08]
('anatomy', 40);[1.7257827987960214e-08, 7.734421907141565e-08, 0.9999997615814777, 2.510999155743982e-08]
('anatomy', 41);[1.103256032343554e-09, 7.582560427911907e-10, 1.0, 2.061153622438558e-09]
('anatomy', 42);[2.646573638909117e-09, 1.0, 2.646573638909117e-09, 1.3176514270095466e-10]
('anatomy', 43);[3.850741922767617e-09, 1.186112015134383e-08, 7.734421907141565e-08, 0.9999997615814777]
('anatomy', 44);[0.9999998807907247, 7.194133030325383e-09, 4.139937718785167e-08, 0]
('anatomy', 45);[4.944450501938644e-09, 2.9989608248573072e-09, 1.0, 7.582560427911907e-10]
('anatomy', 46);[4.944450501938644e-09, 1.0, 7.582560427911907e-10, 1.3176514270095466e-10]
('anatomy', 47);[7.194133030325383e-09, 1.186112015134383e-08, 1.0, 4.363462252943702e-09]
('anatomy', 48);[0.9999996423722521, 4.139937718785167e-08, 1.8553913626159784e-07, 2.4616969518153846e-10]
('anatomy', 49);[3.6534822137210456e-08, 3.6534822137210456e-08, 0.9999998807907247, 8.152020714470167e-09]
('anatomy', 50);[2.335593038799337e-09, 1.3440409951135022e-08, 6.023573837886479e-08, 0.9999998807907247]
('anatomy', 51);[8.152020714470167e-09, 2.8453348089834e-08, 3.059023205018258e-07, 0.9999995231630692]
('anatomy', 52);[1.0467401794744658e-08, 1.0, 3.398267819495071e-09, 2.172439935079017e-10]
('anatomy', 53);[1.9555681087850496e-08, 1.0, 9.237449661970594e-09, 1.4166087866431961e-09]
('anatomy', 54);[3.398267819495071e-09, 1.0, 9.736200313009565e-10, 1.162823303022097e-10]
('anatomy', 55);[1.2501528663867426e-09, 0.9999998807907247, 2.9989608248573072e-09, 1.6052280551856116e-09]
('anatomy', 56);[0.9999998807907247, 9.237449661970594e-09, 4.691164021834418e-08, 7.991959892953932e-11]
('anatomy', 57);[8.152020714470167e-09, 8.152020714470167e-09, 0.9999998807907247, 7.582560427911907e-10]
('anatomy', 58);[1.3440409951135022e-08, 1.4449802461092448e-07, 1.6373771305908126e-07, 0.9999996423722521]
('anatomy', 59);[5.043471815847051e-07, 0.9999991655356624, 9.931194312156244e-08, 3.2241867372567335e-08]
('anatomy', 60);[1.7257795071296986e-08, 1.4449788680693535e-07, 6.47594599989589e-07, 0.999998927117538]
('anatomy', 61);[4.058652126475693e-10, 5.211412487888539e-10, 1.0, 5.905303998944039e-10]
('anatomy', 62);[4.139937718785167e-08, 1.0, 1.7257827987960214e-08, 1.103256032343554e-09]
('anatomy', 63);[4.363462252943702e-09, 6.34880011604368e-09, 1.0, 1.4166087866431961e-09]
('anatomy', 64);[1.9555681087850496e-08, 5.602796437537268e-09, 1.0, 5.602796437537268e-09]
('anatomy', 65);[3.2241867372567335e-08, 1.0, 2.335593038799337e-09, 1.3176514270095466e-10]
('anatomy', 66);[1.8189616875530459e-09, 1.522997974471263e-08, 1.9555681087850496e-08, 1.0]
('anatomy', 67);[9.237449661970594e-09, 1.9555681087850496e-08, 1.0, 3.398267819495071e-09]
('anatomy', 68);[6.34880011604368e-09, 4.691164021834418e-08, 5.043471815847051e-07, 0.9999992847447459]
('anatomy', 69);[4.058652126475693e-10, 1.0, 3.581747930283181e-10, 1.162823303022097e-10]
('anatomy', 70);[2.9989608248573072e-09, 1.0, 1.103256032343554e-09, 0]
('anatomy', 71);[0.9999998807907247, 1.9555681087850496e-08, 4.691164021834418e-08, 1.6918979226151304e-10]
('anatomy', 72);[2.061153622438558e-09, 7.194133030325383e-09, 3.6534822137210456e-08, 0.9999998807907247]
('anatomy', 73);[5.3157852544244216e-08, 1.0, 6.34880011604368e-09, 8.592166619174109e-10]
('anatomy', 74);[2.215948977336598e-08, 2.1024338523818466e-07, 8.764248219443636e-08, 0.9999995231630692]
('anatomy', 75);[1.0467401794744658e-08, 1.7257827987960214e-08, 1.0, 5.3157852544244216e-08]
('anatomy', 76);[0.9999998807907247, 2.215948977336598e-08, 3.2241867372567335e-08, 1.3176514270095466e-10]
('anatomy', 77);[0.9999997615814777, 5.602796437537268e-09, 2.510999155743982e-08, 0]
('anatomy', 78);[3.850741922767617e-09, 1.186112015134383e-08, 1.0, 4.944450501938644e-09]
('anatomy', 79);[1.103256032343554e-09, 1.3440409951135022e-08, 3.2241867372567335e-08, 0.9999998807907247]
('anatomy', 80);[2.510999155743982e-08, 0.9999998807907247, 2.215948977336598e-08, 2.061153622438558e-09]
('anatomy', 81);[1.4449802461092448e-07, 0.9999997615814777, 1.9555681087850496e-08, 7.582560427911907e-10]
('anatomy', 82);[7.194133030325383e-09, 4.139937718785167e-08, 1.0, 5.602796437537268e-09]
('anatomy', 83);[5.211412487888539e-10, 1.0, 4.058652126475693e-10, 6.224144622907783e-11]
('anatomy', 84);[2.061153622438558e-09, 1.0, 2.335593038799337e-09, 5.211412487888539e-10]
('anatomy', 85);[8.152020714470167e-09, 1.522997974471263e-08, 7.33820819192633e-07, 0.9999991655356624]
('anatomy', 86);[9.237449661970594e-09, 6.82560337633487e-08, 9.931194312156244e-08, 0.9999998807907247]
('anatomy', 87);[3.850741922767617e-09, 3.2241867372567335e-08, 1.0, 1.7257827987960214e-08]
('anatomy', 88);[2.061153622438558e-09, 1.7257827987960214e-08, 1.0, 2.9989608248573072e-09]
('anatomy', 89);[0.9999997615814777, 2.8453348089834e-08, 1.2751905914873347e-07, 4.5990553786523166e-10]
('anatomy', 90);[5.714985935483917e-07, 3.466314189697482e-07, 2.902309337197794e-06, 0.9999958276922101]
('anatomy', 91);[3.2241867372567335e-08, 1.0, 9.237449661970594e-09, 7.582560427911907e-10]
('anatomy', 92);[4.691164021834418e-08, 1.0, 9.237449661970594e-09, 9.736200313009565e-10]
('anatomy', 93);[7.194133030325383e-09, 3.2241867372567335e-08, 4.691164021834418e-08, 0.9999998807907247]
('anatomy', 94);[2.9989608248573072e-09, 1.0, 1.6052280551856116e-09, 1.493094676197164e-10]
('anatomy', 95);[5.3157852544244216e-08, 1.6373771305908126e-07, 0.9999996423722521, 2.9989608248573072e-09]
('anatomy', 96);[0.9999996423722521, 1.0467401794744658e-08, 8.764248219443636e-08, 1.026187963170189e-10]
('anatomy', 97);[0.9999997615814777, 4.363462252943702e-09, 2.215948977336598e-08, 0]
('anatomy', 98);[0.9999996423722521, 1.0467401794744658e-08, 5.3157852544244216e-08, 0]
('anatomy', 99);[7.582560427911907e-10, 1.2501528663867426e-09, 1.0, 2.4616969518153846e-10]
('anatomy', 100);[1.103256032343554e-09, 2.510999155743982e-08, 1.7257827987960214e-08, 1.0]
('anatomy', 101);[3.581747930283181e-10, 1.8189616875530459e-09, 4.363462252943702e-09, 1.0]
('anatomy', 102);[2.8453348089834e-08, 1.3440409951135022e-08, 1.0, 6.34880011604368e-09]
('anatomy', 103);[4.7849120415752816e-06, 6.143948677997893e-06, 3.120154592980189e-05, 0.9999573248944438]
('anatomy', 104);[0.9999972581939645, 6.825590357542018e-08, 1.7603412757721762e-06, 0]
('anatomy', 105);[0.9999996423722521, 7.194133030325383e-09, 1.2751905914873347e-07, 0]
('anatomy', 106);[6.34880011604368e-09, 5.602796437537268e-09, 1.0, 5.602796437537268e-09]
('anatomy', 107);[1.2501528663867426e-09, 8.152020714470167e-09, 1.0, 4.363462252943702e-09]
('anatomy', 108);[1.8189616875530459e-09, 2.215948977336598e-08, 1.522997974471263e-08, 1.0]
('anatomy', 109);[0.9999997615814777, 1.522997974471263e-08, 2.510999155743982e-08, 1.162823303022097e-10]
('anatomy', 110);[3.398267819495071e-09, 3.850741922767617e-09, 1.0, 1.6052280551856116e-09]
('anatomy', 111);[8.592166619174109e-10, 8.764248219443636e-08, 0.9999998807907247, 9.237449661970594e-09]
('anatomy', 112);[9.736200313009565e-10, 4.944450501938644e-09, 9.237449661970594e-09, 0.9999998807907247]
('anatomy', 113);[0.9999996423722521, 1.7257827987960214e-08, 1.6373771305908126e-07, 2.4616969518153846e-10]
('anatomy', 114);[0.9999998807907247, 2.9989608248573072e-09, 7.194133030325383e-09, 0]
('anatomy', 115);[9.237449661970594e-09, 1.0, 4.944450501938644e-09, 9.736200313009565e-10]
('anatomy', 116);[3.581747930283181e-10, 2.061153622438558e-09, 1.522997974471263e-08, 1.0]
('anatomy', 117);[2.510999155743982e-08, 1.0, 1.3440409951135022e-08, 9.736200313009565e-10]
('anatomy', 118);[1.186112015134383e-08, 1.0, 6.34880011604368e-09, 4.058652126475693e-10]
('anatomy', 119);[6.023562348842112e-08, 5.315775115378354e-08, 1.553497204890439e-06, 0.999997854237364]
('anatomy', 120);[1.0467401794744658e-08, 1.522997974471263e-08, 1.0, 5.602796437537268e-09]
('anatomy', 121);[0, 0, 0, 0]
('anatomy', 122);[4.363462252943702e-09, 1.186112015134383e-08, 1.0, 1.2501528663867426e-09]
('anatomy', 123);[1.522997974471263e-08, 1.0, 6.34880011604368e-09, 1.8189616875530459e-09]
('anatomy', 124);[2.335593038799337e-09, 1.522997974471263e-08, 2.8453348089834e-08, 0.9999998807907247]
('anatomy', 125);[3.9278597995802437e-07, 0.9999990463265931, 3.4663241069161144e-07, 7.734421907141565e-08]
('anatomy', 126);[5.905303998944039e-10, 9.736200313009565e-10, 1.0, 5.211412487888539e-10]
('anatomy', 127);[4.944450501938644e-09, 1.522997974471263e-08, 1.0, 1.7257827987960214e-08]
('anatomy', 128);[1.0, 6.34880011604368e-09, 1.0467401794744658e-08, 9.056076989672867e-11]
('anatomy', 129);[0.9999997615814777, 1.522997974471263e-08, 2.510999155743982e-08, 7.05287985111216e-11]
('anatomy', 130);[0.9999998807907247, 8.152020714470167e-09, 1.7257827987960214e-08, 0]
('anatomy', 131);[6.691586091292782e-10, 6.34880011604368e-09, 1.0467401794744658e-08, 1.0]
('anatomy', 132);[0.9999997615814777, 1.3440409951135022e-08, 1.522997974471263e-08, 0]
('anatomy', 133);[2.8453348089834e-08, 7.734421907141565e-08, 0.9999998807907247, 3.6534822137210456e-08]
('anatomy', 134);[1.4166087866431961e-09, 4.139937718785167e-08, 1.0, 4.944450501938644e-09]
('astronomy', 0);[0.9999998807907247, 1.3440409951135022e-08, 1.0467401794744658e-08, 0]
('astronomy', 1);[5.602796437537268e-09, 1.0467401794744658e-08, 9.931194312156244e-08, 0.9999998807907247]
('astronomy', 2);[1.3440409951135022e-08, 1.0467401794744658e-08, 1.0, 2.335593038799337e-09]
('astronomy', 3);[2.061153622438558e-09, 2.335593038799337e-09, 1.0, 1.162823303022097e-10]
('astronomy', 4);[0.9999828341569776, 8.764097772443205e-08, 1.6701414089010932e-05, 5.602700259987643e-09]
('astronomy', 5);[8.592166619174109e-10, 4.363462252943702e-09, 1.0, 2.335593038799337e-09]
('astronomy', 6);[1.0467401794744658e-08, 1.0, 4.944450501938644e-09, 1.4166087866431961e-09]
('astronomy', 7);[8.764248219443636e-08, 0.9999997615814777, 1.0467401794744658e-08, 1.4166087866431961e-09]
('astronomy', 8);[3.398267819495071e-09, 1.522997974471263e-08, 3.2241867372567335e-08, 0.9999998807907247]
('astronomy', 9);[1.7257827987960214e-08, 1.186112015134383e-08, 1.2751905914873347e-07, 0.9999997615814777]
('astronomy', 10);[1.186112015134383e-08, 1.7257827987960214e-08, 1.2751905914873347e-07, 0.9999996423722521]
('astronomy', 11);[4.058652126475693e-10, 3.581747930283181e-10, 1.0, 4.058652126475693e-10]
('astronomy', 12);[0.9999991655356624, 9.237449661970594e-09, 3.059020287707785e-07, 0]
('astronomy', 13);[5.211412487888539e-10, 6.34880011604368e-09, 6.34880011604368e-09, 1.0]
('astronomy', 14);[2.061153622438558e-09, 1.0, 7.194133030325383e-09, 1.2501528663867426e-09]
('astronomy', 15);[3.850741922767617e-09, 1.0467401794744658e-08, 1.0, 1.6052280551856116e-09]
('astronomy', 16);[1.7257827987960214e-08, 1.522997974471263e-08, 1.0, 2.646573638909117e-09]
('astronomy', 17);[0.9999998807907247, 3.2241867372567335e-08, 2.8453348089834e-08, 1.6918979226151304e-10]
('astronomy', 18);[5.905303998944039e-10, 2.9989608248573072e-09, 3.398267819495071e-09, 1.0]
('astronomy', 19);[3.6534822137210456e-08, 3.2241867372567335e-08, 0.9999998807907247, 2.510999155743982e-08]
('astronomy', 20);[5.3157852544244216e-08, 1.6373755690670415e-07, 3.4663241069161144e-07, 0.9999991655356624]
('astronomy', 21);[1.162823303022097e-10, 4.058652126475693e-10, 1.6052280551856116e-09, 1.0]
('astronomy', 22);[9.931175369924415e-08, 4.4508482557577276e-07, 3.4663241069161144e-07, 0.999998927117538]
