id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(1, 0);7;177;1;stop;1.0;True;False;145;[0, 1.0]
(1, 0);8;92;1;stop;1.0;True;False;127;[0, 1.0]
(1, 0);9;147;1;stop;1.0;True;False;90;[0, 1.0]
(1, 1);0;113;1;stop;1.0;True;True;96;[1.0, 1.783247290814639e-11]
(1, 1);1;381;1;stop;1.0;True;True;132;[1.0, 4.8473687062702556e-11]
(1, 1);2;393;1;stop;1.0;True;True;101;[1.0, 0]
(1, 1);3;306;1;stop;1.0;True;True;135;[1.0, 2.289734845645553e-11]
(1, 1);4;220;1;stop;1.0;True;True;86;[1.0, 7.991959892953932e-11]
(1, 1);5;104;1;stop;1.0;True;True;88;[1.0, 2.7894680928689246e-10]
(1, 1);6;330;1;stop;1.0;True;True;148;[1.0, 1.783247290814639e-11]
(1, 1);7;356;1;stop;1.0;True;True;153;[1.0, 1.026187963170189e-10]
(1, 1);8;428;1;stop;1.0;True;True;94;[1.0, 7.991959892953932e-11]
(1, 1);9;69;1;stop;1.0;True;True;71;[1.0, 7.991959892953932e-11]
(1, 2);0;1149;1;stop;1.0;True;False;187;[2.9400777392844726e-11, 1.0]
(1, 2);1;510;1;stop;1.0;True;False;216;[6.560200168153779e-12, 1.0]
(1, 2);2;449;1;stop;1.0;True;False;165;[0, 1.0]
(1, 2);3;548;1;stop;1.0;True;False;124;[0, 1.0]
(1, 2);4;475;1;stop;1.0;True;False;268;[0, 1.0]
(1, 2);5;528;1;stop;1.0;True;False;204;[1.0815941557285693e-11, 1.0]
(1, 2);6;384;1;stop;1.0;True;False;146;[2.289734845645553e-11, 1.0]
(1, 2);7;612;1;stop;1.0;True;False;187;[1.0815941557285693e-11, 1.0]
(1, 2);8;537;1;stop;1.0;True;False;126;[0, 1.0]
(1, 2);9;471;1;stop;1.0;True;False;201;[0, 1.0]
(1, 3);0;442;1;stop;1.0;True;False;144;[2.289734845645553e-11, 1.0]
(1, 3);1;467;1;stop;1.0;True;False;97;[1.783247290814639e-11, 1.0]
(1, 3);2;567;1;stop;1.0;True;False;188;[0, 1.0]
(1, 3);3;422;1;stop;1.0;True;False;162;[8.423463754468647e-12, 1.0]
(1, 3);4;401;1;stop;1.0;True;False;149;[2.289734845645553e-11, 1.0]
(1, 3);5;446;1;stop;1.0;True;False;155;[0, 1.0]
(1, 3);6;424;1;stop;1.0;True;False;135;[1.3887943864964021e-11, 1.0]
(1, 3);7;432;1;stop;1.0;True;False;215;[1.0815941557285693e-11, 1.0]
(1, 3);8;569;1;stop;1.0;True;False;205;[2.9400777392844726e-11, 1.0]
(1, 3);9;364;1;stop;1.0;True;False;182;[1.783247290814639e-11, 1.0]
(2, 0);0;961;3;stop;1.0;True;False;184;[0, 1.0]
(2, 0);1;729;3;stop;1.0;True;False;226;[6.224144622907783e-11, 1.0]
(2, 0);2;494;3;stop;1.0;True;False;181;[0, 1.0]
(2, 0);3;814;3;stop;1.0;True;False;150;[3.775134544279098e-11, 1.0]
(2, 0);4;1169;3;stop;1.0;True;False;202;[0, 1.0]
(2, 0);5;751;3;stop;1.0;True;False;147;[0, 1.0]
(2, 0);6;497;3;stop;1.0;True;False;144;[1.0815941557285693e-11, 1.0]
(2, 0);7;1166;3;stop;1.0;True;False;157;[0, 1.0]
(2, 0);8;1000;3;stop;1.0;True;False;251;[4.8473687062702556e-11, 1.0]
(2, 0);9;715;3;stop;1.0;True;False;224;[0, 1.0]
(2, 1);0;782;3;stop;1.0;True;False;127;[0, 1.0]
(2, 1);1;487;3;stop;1.0;True;False;139;[0, 1.0]
(2, 1);2;1121;3;stop;1.0;True;False;204;[0, 1.0]
(2, 1);3;920;3;stop;1.0;True;False;129;[2.289734845645553e-11, 1.0]
(2, 1);4;900;3;stop;1.0;True;False;196;[0, 1.0]
(2, 1);5;1160;3;stop;1.0;True;False;150;[0, 1.0]
(2, 1);6;1374;3;stop;1.0;True;False;130;[0, 1.0]
(2, 1);7;954;3;stop;1.0;True;False;114;[0, 1.0]
(2, 1);8;692;3;stop;1.0;True;False;125;[0, 1.0]
(2, 1);9;565;3;stop;1.0;True;False;211;[0, 1.0]
(2, 2);0;810;3;stop;1.0;True;False;162;[0, 1.0]
(2, 2);1;493;3;stop;1.0;True;False;140;[1.3887943864964021e-11, 1.0]
(2, 2);2;693;3;stop;1.0;True;False;122;[0, 1.0]
(2, 2);3;844;3;stop;1.0;True;False;123;[2.289734845645553e-11, 1.0]
(2, 2);4;714;3;stop;1.0;True;False;196;[1.3176514270095466e-10, 1.0]
(2, 2);5;941;3;stop;1.0;True;False;105;[0, 1.0]
(2, 2);6;906;3;stop;1.0;True;False;111;[0, 1.0]
(2, 2);7;882;3;stop;1.0;True;False;150;[0, 1.0]
(2, 2);8;1169;3;stop;1.0;True;False;154;[0, 1.0]
(2, 2);9;834;3;stop;1.0;True;False;142;[0, 1.0]
(2, 3);0;520;3;stop;1.0;True;True;104;[1.0, 0]
(2, 3);1;575;3;stop;1.0;True;True;122;[1.0, 2.289734845645553e-11]
(2, 3);2;704;3;stop;1.0;True;True;153;[1.0, 0]
(2, 3);3;861;3;stop;1.0;True;True;99;[1.0, 0]
(2, 3);4;749;3;stop;1.0;True;True;64;[1.0, 2.289734845645553e-11]
(2, 3);5;495;3;stop;1.0;True;True;91;[1.0, 0]
(2, 3);6;708;3;stop;1.0;True;True;96;[1.0, 6.224144622907783e-11]
(2, 3);7;650;3;stop;1.0;True;True;81;[1.0, 2.289734845645553e-11]
(2, 3);8;583;3;stop;1.0;True;True;104;[1.0, 0]
(2, 3);9;573;3;stop;1.0;True;True;251;[1.0, 0]
(3, 0);0;143;0;stop;1.0;True;True;75;[1.0, 0]
(3, 0);1;166;0;stop;1.0;True;True;33;[1.0, 0]
(3, 0);2;749;0;stop;1.0;True;True;235;[1.0, 2.7894680928689246e-10]
(3, 0);3;204;0;stop;1.0;True;True;75;[1.0, 0]
(3, 0);4;406;0;stop;1.0;True;True;184;[1.0, 1.6918979226151304e-10]
(3, 0);5;485;0;stop;1.0;True;True;142;[1.0, 0]
(3, 0);6;360;0;stop;1.0;True;True;223;[1.0, 2.289734845645553e-11]
(3, 0);7;98;0;stop;1.0;True;True;93;[1.0, 0]
(3, 0);8;578;0;stop;1.0;True;True;252;[1.0, 7.991959892953932e-11]
(3, 0);9;33;0;stop;1.0;True;True;142;[1.0, 4.8473687062702556e-11]
(3, 1);0;442;0;stop;1.0;True;False;258;[3.775134544279098e-11, 1.0]
(3, 1);1;459;0;stop;1.0;True;False;165;[0, 1.0]
(3, 1);2;506;0;stop;1.0;True;False;228;[4.8473687062702556e-11, 1.0]
(3, 1);3;516;0;stop;1.0;True;False;188;[6.224144622907783e-11, 1.0]
(3, 1);4;529;0;stop;1.0;True;False;136;[1.783247290814639e-11, 1.0]
(3, 1);5;560;0;stop;1.0;True;False;124;[2.9400777392844726e-11, 1.0]
(3, 1);6;357;0;stop;1.0;True;False;171;[2.9400777392844726e-11, 1.0]
(3, 1);7;675;0;stop;1.0;True;False;237;[2.9400777392844726e-11, 1.0]
(3, 1);8;695;0;stop;1.0;True;False;201;[4.8473687062702556e-11, 1.0]
(3, 1);9;523;0;stop;1.0;True;False;118;[2.289734845645553e-11, 1.0]
(3, 2);0;469;0;stop;1.0;True;False;191;[0, 1.0]
(3, 2);1;342;0;stop;1.0;True;False;163;[0, 1.0]
(3, 2);2;616;0;stop;1.0;True;False;160;[0, 1.0]
(3, 2);3;705;0;stop;1.0;True;False;243;[0, 1.0]
(3, 2);4;699;0;stop;1.0;True;False;371;[0, 1.0]
(3, 2);5;401;0;stop;1.0;True;False;327;[2.289734845645553e-11, 1.0]
(3, 2);6;534;0;stop;1.0;True;False;306;[4.8473687062702556e-11, 1.0]
(3, 2);7;509;0;stop;1.0;True;False;294;[2.9400777392844726e-11, 1.0]
(3, 2);8;656;0;stop;1.0;True;False;216;[1.783247290814639e-11, 1.0]
(3, 2);9;610;0;stop;1.0;True;False;158;[1.783247290814639e-11, 1.0]
(3, 3);0;477;0;stop;1.0;True;False;224;[1.3887943864964021e-11, 1.0]
(3, 3);1;441;0;stop;1.0;True;False;138;[0, 1.0]
(3, 3);2;572;0;stop;1.0;True;False;177;[3.775134544279098e-11, 1.0]
(3, 3);3;521;0;stop;1.0;True;False;236;[4.8473687062702556e-11, 1.0]
(3, 3);4;618;0;stop;1.0;True;False;146;[0, 1.0]
(3, 3);5;459;0;stop;1.0;True;False;178;[1.3887943864964021e-11, 1.0]
(3, 3);6;529;0;stop;1.0;True;False;139;[1.3887943864964021e-11, 1.0]
(3, 3);7;574;0;stop;1.0;True;False;172;[0, 1.0]
(3, 3);8;546;0;stop;1.0;True;False;203;[0, 1.0]
(3, 3);9;410;0;stop;1.0;True;False;150;[0, 1.0]
(4, 0);0;497;2;stop;1.0;True;False;180;[2.9400777392844726e-11, 1.0]
(4, 0);1;541;2;stop;1.0;True;False;237;[1.3887943864964021e-11, 1.0]
(4, 0);2;586;2;stop;1.0;True;False;152;[2.9400777392844726e-11, 1.0]
(4, 0);3;634;2;stop;1.0;True;False;146;[8.423463754468647e-12, 1.0]
(4, 0);4;867;2;stop;1.0;True;False;231;[7.991959892953932e-11, 1.0]
(4, 0);5;573;2;stop;1.0;True;False;98;[1.0815941557285693e-11, 1.0]
(4, 0);6;791;2;stop;1.0;True;False;130;[0, 1.0]
(4, 0);7;835;2;stop;1.0;True;False;178;[0, 1.0]
(4, 0);8;483;2;stop;1.0;True;False;174;[0, 1.0]
(4, 0);9;597;2;stop;1.0;True;False;139;[0, 1.0]
(4, 1);0;686;2;stop;1.0;True;False;122;[1.783247290814639e-11, 1.0]
(4, 1);1;635;2;stop;1.0;True;False;223;[1.3887943864964021e-11, 1.0]
(4, 1);2;484;2;stop;1.0;True;False;158;[0, 1.0]
(4, 1);3;1090;2;stop;1.0;True;False;163;[4.8473687062702556e-11, 1.0]
(4, 1);4;685;2;stop;1.0;True;False;279;[0, 1.0]
(4, 1);5;571;2;stop;1.0;True;False;173;[3.97896253583724e-12, 1.0]
(4, 1);6;1067;2;stop;1.0;True;False;160;[3.775134544279098e-11, 1.0]
(4, 1);7;996;2;stop;1.0;True;False;144;[2.289734845645553e-11, 1.0]
(4, 1);8;969;2;stop;1.0;True;False;73;[0, 1.0]
(4, 1);9;856;2;stop;1.0;True;False;197;[0, 1.0]
(4, 2);0;821;2;stop;1.0;True;True;188;[1.0, 0]
(4, 2);1;694;2;stop;1.0;True;True;117;[1.0, 0]
(4, 2);2;352;2;stop;1.0;True;True;134;[1.0, 0]
(4, 2);3;660;2;stop;1.0;True;True;124;[1.0, 4.8473687062702556e-11]
(4, 2);4;754;2;stop;1.0;True;True;79;[1.0, 1.3176514270095466e-10]
(4, 2);5;434;2;stop;1.0;True;True;82;[1.0, 1.783247290814639e-11]
(4, 2);6;469;2;stop;1.0;True;True;67;[1.0, 2.289734845645553e-11]
(4, 2);7;921;2;stop;1.0;True;True;170;[1.0, 1.026187963170189e-10]
(4, 2);8;354;2;stop;1.0;True;True;108;[1.0, 2.289734845645553e-11]
(4, 2);9;691;2;stop;1.0;True;True;119;[1.0, 0]
(4, 3);0;1016;2;stop;1.0;True;False;145;[6.224144622907783e-11, 1.0]
(4, 3);1;600;2;stop;1.0;True;False;183;[2.289734845645553e-11, 1.0]
(4, 3);2;710;2;stop;1.0;True;False;347;[0, 1.0]
(4, 3);3;584;2;stop;1.0;True;False;178;[2.289734845645553e-11, 1.0]
(4, 3);4;549;2;stop;1.0;True;False;308;[0, 1.0]
(4, 3);5;868;2;stop;1.0;True;False;201;[3.775134544279098e-11, 1.0]
(4, 3);6;656;2;stop;1.0;True;False;163;[2.289734845645553e-11, 1.0]
(4, 3);7;602;2;stop;1.0;True;False;162;[3.97896253583724e-12, 1.0]
(4, 3);8;821;2;stop;1.0;True;False;133;[1.783247290814639e-11, 1.0]
(4, 3);9;500;2;stop;1.0;True;False;138;[0, 1.0]
(5, 0);0;588;2;stop;1.0;True;False;128;[0, 1.0]
(5, 0);1;372;2;stop;1.0;True;False;170;[1.0815941557285693e-11, 1.0]
(5, 0);2;352;2;stop;1.0;True;False;96;[0, 1.0]
(5, 0);3;362;2;stop;1.0;True;False;159;[0, 1.0]
(5, 0);4;249;2;stop;1.0;True;False;70;[5.109089028063325e-12, 1.0]
(5, 0);5;39;2;stop;1.0;True;False;93;[0, 1.0]
(5, 0);6;422;2;stop;1.0;True;False;118;[2.9400777392844726e-11, 1.0]
(5, 0);7;82;2;stop;1.0;True;False;104;[0, 1.0]
(5, 0);8;82;2;stop;1.0;True;False;164;[0, 1.0]
(5, 0);9;56;2;stop;1.0;True;False;101;[0, 1.0]
(5, 1);0;463;2;stop;1.0;True;False;126;[0, 1.0]
(5, 1);1;482;2;stop;1.0;True;False;202;[0, 1.0]
(5, 1);2;303;2;stop;1.0;True;False;66;[3.775134544279098e-11, 1.0]
(5, 1);3;678;2;stop;1.0;True;False;158;[6.224144622907783e-11, 1.0]
(5, 1);4;372;2;stop;1.0;True;False;143;[1.6052280551856116e-09, 1.0]
(5, 1);5;86;2;stop;1.0;True;False;107;[0, 1.0]
(5, 1);6;73;2;stop;1.0;True;False;81;[2.9400777392844726e-11, 1.0]
(5, 1);7;334;2;stop;1.0;True;False;120;[2.9400777392844726e-11, 1.0]
(5, 1);8;630;2;stop;1.0;True;False;192;[0, 1.0]
(5, 1);9;597;2;stop;1.0;True;False;225;[0, 1.0]
(5, 2);0;96;2;stop;1.0;True;True;99;[1.0, 6.224144622907783e-11]
(5, 2);1;422;2;stop;1.0;True;True;94;[1.0, 2.289734845645553e-11]
(5, 2);2;671;2;stop;1.0;True;True;194;[1.0, 0]
(5, 2);3;378;2;stop;1.0;True;True;89;[1.0, 2.9400777392844726e-11]
(5, 2);4;355;2;stop;1.0;True;True;85;[1.0, 3.775134544279098e-11]
(5, 2);5;84;2;stop;1.0;True;True;99;[1.0, 0]
(5, 2);6;178;2;stop;1.0;True;True;81;[1.0, 3.775134544279098e-11]
(5, 2);7;311;2;stop;1.0;True;True;87;[1.0, 6.224144622907783e-11]
(5, 2);8;328;2;stop;1.0;True;True;65;[1.0, 2.9400777392844726e-11]
(5, 2);9;626;2;stop;1.0;True;True;163;[1.0, 1.6918979226151304e-10]
(5, 3);0;567;2;stop;1.0;True;False;168;[0, 1.0]
(5, 3);1;13;2;stop;1.0;True;False;95;[1.0815941557285693e-11, 1.0]
(5, 3);2;888;2;stop;1.0;True;False;212;[0, 1.0]
(5, 3);3;342;2;stop;1.0;True;False;116;[0, 1.0]
(5, 3);4;330;2;stop;1.0;True;False;107;[0, 1.0]
(5, 3);5;635;2;stop;1.0;True;False;229;[2.9400777392844726e-11, 1.0]
(5, 3);6;62;2;stop;1.0;True;False;85;[0, 1.0]
(5, 3);7;492;2;stop;1.0;True;False;159;[0, 1.0]
(5, 3);8;535;2;stop;1.0;True;False;217;[4.8473687062702556e-11, 1.0]
(5, 3);9;431;2;stop;1.0;True;False;108;[4.8473687062702556e-11, 1.0]
(6, 0);0;476;0;stop;1.0;True;True;50;[1.0, 0]
(6, 0);1;419;0;stop;1.0;True;True;79;[1.0, 2.9400777392844726e-11]
(6, 0);2;139;0;stop;1.0;True;True;38;[1.0, 1.783247290814639e-11]
(6, 0);3;457;0;stop;1.0;True;True;135;[1.0, 0]
(6, 0);4;103;0;stop;1.0;True;True;32;[1.0, 3.775134544279098e-11]
(6, 0);5;501;0;stop;1.0;True;True;131;[1.0, 1.0815941557285693e-11]
(6, 0);6;156;0;stop;1.0;True;True;42;[1.0, 0]
(6, 0);7;596;0;stop;1.0;True;True;111;[1.0, 2.9400777392844726e-11]
(6, 0);8;215;0;stop;1.0;True;True;75;[1.0, 2.289734845645553e-11]
(6, 0);9;134;0;stop;1.0;True;True;35;[1.0, 0]
(6, 1);0;431;0;stop;1.0;True;False;115;[1.0815941557285693e-11, 1.0]
(6, 1);1;656;0;stop;1.0;True;False;156;[0, 1.0]
(6, 1);2;694;0;stop;1.0;True;False;195;[6.224144622907783e-11, 1.0]
(6, 1);3;417;0;stop;1.0;True;False;79;[0, 1.0]
(6, 1);4;474;0;stop;1.0;True;False;137;[1.3887943864964021e-11, 1.0]
(6, 1);5;450;0;stop;1.0;True;False;157;[6.224144622907783e-11, 1.0]
(6, 1);6;866;0;stop;1.0;True;False;99;[6.224144622907783e-11, 1.0]
(6, 1);7;778;0;stop;1.0;True;False;221;[2.289734845645553e-11, 1.0]
(6, 1);8;511;0;stop;1.0;True;False;156;[0, 1.0]
(6, 1);9;717;0;stop;1.0;True;False;193;[2.9400777392844726e-11, 1.0]
(6, 2);0;628;0;stop;1.0;True;False;208;[6.224144622907783e-11, 1.0]
(6, 2);1;451;0;stop;1.0;True;False;189;[4.8473687062702556e-11, 1.0]
(6, 2);2;550;0;stop;1.0;True;False;217;[0, 1.0]
(6, 2);3;643;0;stop;1.0;True;False;113;[6.224144622907783e-11, 1.0]
(6, 2);4;551;0;stop;1.0;True;False;167;[1.783247290814639e-11, 1.0]
(6, 2);5;883;0;stop;1.0;True;False;150;[0, 1.0]
(6, 2);6;701;0;stop;1.0;True;False;221;[1.783247290814639e-11, 1.0]
(6, 2);7;683;0;stop;1.0;True;False;124;[6.224144622907783e-11, 1.0]
(6, 2);8;711;0;stop;1.0;True;False;155;[0, 1.0]
(6, 2);9;918;0;stop;1.0;True;False;196;[3.775134544279098e-11, 1.0]
(6, 3);0;642;0;stop;1.0;True;False;136;[3.775134544279098e-11, 1.0]
(6, 3);1;973;0;stop;1.0;True;False;193;[6.224144622907783e-11, 1.0]
(6, 3);2;342;0;stop;1.0;True;False;69;[0, 1.0]
(6, 3);3;650;0;stop;1.0;True;False;180;[0, 1.0]
(6, 3);4;547;0;stop;1.0;True;False;236;[1.783247290814639e-11, 1.0]
(6, 3);5;329;0;stop;1.0;True;False;155;[0, 1.0]
(6, 3);6;514;0;stop;1.0;True;False;136;[2.9400777392844726e-11, 1.0]
(6, 3);7;762;0;stop;1.0;True;False;166;[2.289734845645553e-11, 1.0]
(6, 3);8;574;0;stop;1.0;True;False;189;[6.224144622907783e-11, 1.0]
(6, 3);9;955;0;stop;1.0;True;False;168;[3.775134544279098e-11, 1.0]
(7, 0);0;353;2;stop;1.0;True;False;178;[0, 1.0]
(7, 0);1;641;2;stop;1.0;True;False;239;[0, 1.0]
(7, 0);2;371;2;stop;1.0;True;False;259;[1.3887943864964021e-11, 1.0]
(7, 0);3;316;2;stop;1.0;True;False;127;[0, 1.0]
(7, 0);4;247;2;stop;1.0;True;False;100;[0, 1.0]
(7, 0);5;266;2;stop;1.0;True;False;135;[0, 1.0]
(7, 0);6;375;2;stop;1.0;True;False;254;[1.0815941557285693e-11, 1.0]
(7, 0);7;193;2;stop;1.0;True;False;148;[0, 1.0]
(7, 0);8;278;2;stop;1.0;True;False;97;[1.783247290814639e-11, 1.0]
(7, 0);9;400;2;stop;1.0;True;False;180;[0, 1.0]
(7, 1);0;489;2;stop;1.0;True;False;201;[1.783247290814639e-11, 1.0]
(7, 1);1;458;2;stop;1.0;True;False;241;[0, 1.0]
(7, 1);2;395;2;stop;1.0;True;False;155;[0, 1.0]
(7, 1);3;351;2;stop;1.0;True;False;152;[0, 1.0]
(7, 1);4;514;2;stop;1.0;True;False;168;[8.423463754468647e-12, 1.0]
(7, 1);5;346;2;stop;1.0;True;False;171;[2.9400777392844726e-11, 1.0]
(7, 1);6;512;2;stop;1.0;True;False;189;[0, 1.0]
(7, 1);7;388;2;stop;1.0;True;False;205;[0, 1.0]
(7, 1);8;315;2;stop;1.0;True;False;122;[0, 1.0]
(7, 1);9;298;2;stop;1.0;True;False;235;[0, 1.0]
(7, 2);0;167;2;stop;1.0;True;True;61;[1.0, 1.026187963170189e-10]
(7, 2);1;133;2;stop;1.0;True;True;138;[1.0, 3.775134544279098e-11]
(7, 2);2;480;2;stop;1.0;True;True;175;[1.0, 0]
(7, 2);3;415;2;stop;1.0;True;True;105;[1.0, 1.6918979226151304e-10]
(7, 2);4;387;2;stop;1.0;True;True;99;[1.0, 2.289734845645553e-11]
(7, 2);5;340;2;stop;1.0;True;True;125;[1.0, 1.783247290814639e-11]
(7, 2);6;419;2;stop;1.0;True;True;107;[1.0, 0]
(7, 2);7;389;2;stop;1.0;True;True;80;[1.0, 4.8473687062702556e-11]
(7, 2);8;348;2;stop;1.0;True;True;116;[1.0, 3.775134544279098e-11]
(7, 2);9;411;2;stop;1.0;True;True;96;[1.0, 1.026187963170189e-10]
(7, 3);0;515;2;stop;1.0;True;False;253;[1.783247290814639e-11, 1.0]
(7, 3);1;489;2;stop;1.0;True;False;204;[0, 1.0]
(7, 3);2;466;2;stop;1.0;True;False;134;[3.775134544279098e-11, 1.0]
(7, 3);3;776;2;stop;1.0;True;False;91;[0, 1.0]
(7, 3);4;440;2;stop;1.0;True;False;276;[0, 1.0]
(7, 3);5;518;2;stop;1.0;True;False;163;[0, 1.0]
(7, 3);6;468;2;stop;1.0;True;False;156;[0, 1.0]
(7, 3);7;363;2;stop;1.0;True;False;176;[0, 1.0]
(7, 3);8;450;2;stop;1.0;True;False;124;[3.775134544279098e-11, 1.0]
(7, 3);9;345;2;stop;1.0;True;False;238;[0, 1.0]
(8, 0);0;971;1;stop;1.0;True;False;178;[4.8473687062702556e-11, 1.0]
(8, 0);1;899;1;stop;1.0;True;False;147;[2.289734845645553e-11, 1.0]
(8, 0);2;693;1;stop;1.0;True;False;232;[1.783247290814639e-11, 1.0]
(8, 0);3;838;1;stop;1.0;True;False;175;[0, 1.0]
(8, 0);4;820;1;stop;1.0;True;False;153;[7.991959892953932e-11, 1.0]
(8, 0);5;834;1;stop;1.0;True;False;190;[0, 1.0]
(8, 0);6;906;1;stop;1.0;True;False;217;[0, 1.0]
(8, 0);7;653;1;stop;1.0;True;False;180;[1.3887943864964021e-11, 1.0]
(8, 0);8;817;1;stop;1.0;True;False;164;[3.775134544279098e-11, 1.0]
(8, 0);9;584;1;stop;1.0;True;False;155;[0, 1.0]
(8, 1);0;824;1;stop;1.0;True;True;157;[1.0, 0]
(8, 1);1;876;1;stop;1.0;True;True;78;[1.0, 0]
(8, 1);2;926;1;stop;1.0;True;True;129;[1.0, 6.224144622907783e-11]
(8, 1);3;629;1;stop;1.0;True;True;139;[1.0, 6.224144622907783e-11]
(8, 1);4;749;1;stop;1.0;True;True;89;[1.0, 3.775134544279098e-11]
(8, 1);5;1309;1;stop;1.0;True;True;150;[1.0, 0]
(8, 1);6;804;1;stop;1.0;True;True;161;[1.0, 0]
(8, 1);7;702;1;stop;1.0;True;True;193;[1.0, 2.7894680928689246e-10]
(8, 1);8;1202;1;stop;1.0;True;True;139;[1.0, 0]
(8, 1);9;923;1;stop;1.0;True;True;202;[1.0, 7.991959892953932e-11]
(8, 2);0;440;1;stop;1.0;True;False;174;[1.3887943864964021e-11, 1.0]
(8, 2);1;724;1;stop;1.0;True;False;175;[1.783247290814639e-11, 1.0]
(8, 2);2;955;1;stop;1.0;True;False;213;[3.775134544279098e-11, 1.0]
(8, 2);3;1079;1;stop;1.0;True;False;132;[6.224144622907783e-11, 1.0]
(8, 2);4;820;1;stop;1.0;True;False;249;[0, 1.0]
(8, 2);5;752;1;stop;1.0;True;False;177;[0, 1.0]
(8, 2);6;838;1;stop;1.0;True;False;137;[0, 1.0]
(8, 2);7;543;1;stop;1.0;True;False;143;[0, 1.0]
(8, 2);8;588;1;stop;1.0;True;False;155;[0, 1.0]
(8, 2);9;869;1;stop;1.0;True;False;139;[1.0815941557285693e-11, 1.0]
(8, 3);0;826;1;stop;1.0;True;False;236;[0, 1.0]
(8, 3);1;1174;1;stop;1.0;True;False;117;[3.775134544279098e-11, 1.0]
(8, 3);2;598;1;stop;1.0;True;False;186;[1.783247290814639e-11, 1.0]
(8, 3);3;631;1;stop;1.0;True;False;134;[1.0815941557285693e-11, 1.0]
